viper_dwindle v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.5 MB
viper_dwindle v17 1077 games, 1411413 moves, e=0.010, loss: 6.7, -, 9.0% elo% vs. gir, avg. reward: 0.942, 3.489 sec/game, 47.6 min. total, 731.0 MB
viper_dwindle v17 1078 games, 1413504 moves, e=0.010, loss: 6.9, -, 8.9% elo% vs. gir, avg. reward: 0.943, 3.517 sec/game, 47.7 min. total, 733.3 MB
viper_dwindle v17 1079 games, 1415349 moves, e=0.010, loss: 6.3, -, 8.8% elo% vs. gir, avg. reward: 0.946, 3.487 sec/game, 47.7 min. total, 731.8 MB
viper_dwindle v17 1080 games, 1417177 moves, e=0.010, loss: 5.9, +, 10.2% elo% vs. gir, avg. reward: 0.943, 3.494 sec/game, 47.8 min. total, 732.2 MB
viper_dwindle v17 1081 games, 1419305 moves, e=0.010, loss: 6.3, -, 10.0% elo% vs. gir, avg. reward: 0.941, 3.512 sec/game, 47.8 min. total, 735.0 MB
viper_dwindle v17 1082 games, 1421346 moves, e=0.010, loss: 6.5, -, 9.9% elo% vs. gir, avg. reward: 0.940, 3.501 sec/game, 47.9 min. total, 734.5 MB
viper_dwindle v17 1083 games, 1423274 moves, e=0.010, loss: 7.1, -, 9.7% elo% vs. gir, avg. reward: 0.942, 3.496 sec/game, 48.0 min. total, 734.1 MB
viper_dwindle v17 1084 games, 1425203 moves, e=0.010, loss: 7.7, -, 9.6% elo% vs. gir, avg. reward: 0.942, 3.488 sec/game, 48.0 min. total, 735.0 MB
viper_dwindle v17 1085 games, 1427035 moves, e=0.010, loss: 7.7, -, 9.4% elo% vs. gir, avg. reward: 0.943, 3.483 sec/game, 48.1 min. total, 733.5 MB
viper_dwindle v17 1086 games, 1428889 moves, e=0.010, loss: 6.2, -, 9.3% elo% vs. gir, avg. reward: 0.946, 3.485 sec/game, 48.1 min. total, 735.7 MB
viper_dwindle v17 1087 games, 1430705 moves, e=0.010, loss: 6.2, -, 9.1% elo% vs. gir, avg. reward: 0.945, 3.454 sec/game, 48.2 min. total, 735.7 MB
viper_dwindle v17 1088 games, 1432703 moves, e=0.010, loss: 6.6, -, 9.0% elo% vs. gir, avg. reward: 0.944, 3.452 sec/game, 48.2 min. total, 735.7 MB
viper_dwindle v17 1089 games, 1434581 moves, e=0.010, loss: 5.4, -, 8.8% elo% vs. gir, avg. reward: 0.947, 3.436 sec/game, 48.3 min. total, 735.7 MB
viper_dwindle v17 1090 games, 1436770 moves, e=0.010, loss: 5.7, -, 8.7% elo% vs. gir, avg. reward: 0.948, 3.451 sec/game, 48.3 min. total, 738.2 MB
viper_dwindle v17 1091 games, 1438935 moves, e=0.010, loss: 5.8, -, 8.6% elo% vs. gir, avg. reward: 0.947, 3.482 sec/game, 48.4 min. total, 738.9 MB
viper_dwindle v17 1092 games, 1441062 moves, e=0.010, loss: 5.3, -, 8.5% elo% vs. gir, avg. reward: 0.949, 3.548 sec/game, 48.5 min. total, 736.7 MB
viper_dwindle v17 1093 games, 1443338 moves, e=0.010, loss: 5.8, -, 8.3% elo% vs. gir, avg. reward: 0.949, 3.570 sec/game, 48.5 min. total, 736.7 MB
viper_dwindle v17 1094 games, 1445295 moves, e=0.010, loss: 6.6, -, 8.2% elo% vs. gir, avg. reward: 0.950, 3.600 sec/game, 48.6 min. total, 736.7 MB
viper_dwindle v17 1095 games, 1447453 moves, e=0.010, loss: 6.2, +, 9.6% elo% vs. gir, avg. reward: 0.948, 3.606 sec/game, 48.7 min. total, 736.8 MB
viper_dwindle v17 1096 games, 1449482 moves, e=0.010, loss: 6.3, -, 9.4% elo% vs. gir, avg. reward: 0.948, 3.579 sec/game, 48.7 min. total, 738.3 MB
viper_dwindle v17 1097 games, 1451556 moves, e=0.010, loss: 6.3, -, 9.3% elo% vs. gir, avg. reward: 0.947, 3.543 sec/game, 48.8 min. total, 738.4 MB
viper_dwindle v17 1098 games, 1453686 moves, e=0.010, loss: 6.3, -, 9.2% elo% vs. gir, avg. reward: 0.947, 3.518 sec/game, 48.8 min. total, 738.9 MB
viper_dwindle v17 1099 games, 1455517 moves, e=0.010, loss: 6.4, -, 9.0% elo% vs. gir, avg. reward: 0.948, 3.539 sec/game, 48.9 min. total, 739.0 MB
viper_dwindle v17 1100 games, 1457674 moves, e=0.010, loss: 6.2, ., 9.7% elo% vs. gir, avg. reward: 0.948, 3.562 sec/game, 49.0 min. total, 738.7 MB
viper_dwindle v18 1101 games, 1459605 moves, e=0.010, loss: 5.7, -, 47.7% elo% vs. gir, avg. reward: 0.948, 3.530 sec/game, 49.0 min. total, 741.7 MB
viper_dwindle v18 1102 games, 1461570 moves, e=0.010, loss: 6.2, -, 45.5% elo% vs. gir, avg. reward: 0.946, 3.512 sec/game, 49.1 min. total, 740.7 MB
viper_dwindle v18 1103 games, 1463587 moves, e=0.010, loss: 6.1, -, 43.4% elo% vs. gir, avg. reward: 0.942, 3.539 sec/game, 49.1 min. total, 740.8 MB
viper_dwindle v18 1104 games, 1465682 moves, e=0.010, loss: 6.4, -, 41.5% elo% vs. gir, avg. reward: 0.939, 3.557 sec/game, 49.2 min. total, 742.1 MB
viper_dwindle v18 1105 games, 1467613 moves, e=0.010, loss: 7.1, -, 39.6% elo% vs. gir, avg. reward: 0.936, 3.572 sec/game, 49.2 min. total, 741.3 MB
viper_dwindle v18 1106 games, 1469378 moves, e=0.010, loss: 7.1, -, 37.9% elo% vs. gir, avg. reward: 0.936, 3.590 sec/game, 49.3 min. total, 741.7 MB
viper_dwindle v18 1107 games, 1471196 moves, e=0.010, loss: 6.8, -, 36.3% elo% vs. gir, avg. reward: 0.936, 3.575 sec/game, 49.4 min. total, 743.8 MB
viper_dwindle v18 1108 games, 1473318 moves, e=0.010, loss: 6.4, -, 34.8% elo% vs. gir, avg. reward: 0.938, 3.575 sec/game, 49.4 min. total, 742.1 MB
viper_dwindle v18 1109 games, 1475270 moves, e=0.010, loss: 6.8, -, 33.3% elo% vs. gir, avg. reward: 0.933, 3.555 sec/game, 49.5 min. total, 743.5 MB
viper_dwindle v18 1110 games, 1477169 moves, e=0.010, loss: 7.0, -, 32.0% elo% vs. gir, avg. reward: 0.933, 3.525 sec/game, 49.5 min. total, 742.7 MB
viper_dwindle v18 1111 games, 1478980 moves, e=0.010, loss: 6.8, -, 30.7% elo% vs. gir, avg. reward: 0.932, 3.461 sec/game, 49.6 min. total, 742.8 MB
viper_dwindle v18 1112 games, 1480992 moves, e=0.010, loss: 7.0, -, 29.5% elo% vs. gir, avg. reward: 0.933, 3.397 sec/game, 49.6 min. total, 743.5 MB
viper_dwindle v18 1113 games, 1482948 moves, e=0.010, loss: 7.1, -, 28.4% elo% vs. gir, avg. reward: 0.934, 3.338 sec/game, 49.7 min. total, 743.7 MB
viper_dwindle v18 1114 games, 1484733 moves, e=0.010, loss: 6.3, -, 27.3% elo% vs. gir, avg. reward: 0.935, 3.284 sec/game, 49.7 min. total, 745.1 MB
viper_dwindle v18 1115 games, 1486594 moves, e=0.010, loss: 6.7, -, 26.4% elo% vs. gir, avg. reward: 0.928, 3.252 sec/game, 49.7 min. total, 746.7 MB
viper_dwindle v18 1116 games, 1488822 moves, e=0.010, loss: 6.4, -, 25.4% elo% vs. gir, avg. reward: 0.924, 3.247 sec/game, 49.8 min. total, 745.5 MB
viper_dwindle v18 1117 games, 1490943 moves, e=0.010, loss: 6.7, -, 24.5% elo% vs. gir, avg. reward: 0.924, 3.227 sec/game, 49.9 min. total, 746.3 MB
viper_dwindle v18 1118 games, 1492795 moves, e=0.010, loss: 6.7, -, 23.7% elo% vs. gir, avg. reward: 0.931, 3.203 sec/game, 49.9 min. total, 746.0 MB
viper_dwindle v18 1119 games, 1495052 moves, e=0.010, loss: 7.7, -, 22.9% elo% vs. gir, avg. reward: 0.929, 3.195 sec/game, 50.0 min. total, 746.8 MB
viper_dwindle v18 1120 games, 1497002 moves, e=0.010, loss: 7.1, -, 22.2% elo% vs. gir, avg. reward: 0.929, 3.152 sec/game, 50.0 min. total, 746.4 MB
viper_dwindle v18 1121 games, 1499099 moves, e=0.010, loss: 7.6, -, 21.5% elo% vs. gir, avg. reward: 0.929, 3.146 sec/game, 50.1 min. total, 748.2 MB
viper_dwindle v18 1122 games, 1500996 moves, e=0.010, loss: 7.0, -, 20.8% elo% vs. gir, avg. reward: 0.929, 3.126 sec/game, 50.1 min. total, 747.4 MB
viper_dwindle v18 1123 games, 1502790 moves, e=0.010, loss: 6.9, -, 20.2% elo% vs. gir, avg. reward: 0.932, 3.067 sec/game, 50.2 min. total, 747.4 MB
viper_dwindle v18 1124 games, 1504823 moves, e=0.010, loss: 6.6, -, 19.6% elo% vs. gir, avg. reward: 0.932, 3.033 sec/game, 50.2 min. total, 749.9 MB
viper_dwindle v18 1125 games, 1506629 moves, e=0.010, loss: 6.9, -, 19.1% elo% vs. gir, avg. reward: 0.930, 3.013 sec/game, 50.3 min. total, 750.6 MB
viper_dwindle v18 1126 games, 1508362 moves, e=0.010, loss: 7.6, -, 18.5% elo% vs. gir, avg. reward: 0.929, 2.962 sec/game, 50.3 min. total, 747.8 MB
viper_dwindle v18 1127 games, 1510312 moves, e=0.010, loss: 7.4, -, 18.0% elo% vs. gir, avg. reward: 0.931, 2.966 sec/game, 50.3 min. total, 749.1 MB
viper_dwindle v18 1128 games, 1511920 moves, e=0.010, loss: 6.6, -, 17.5% elo% vs. gir, avg. reward: 0.929, 2.921 sec/game, 50.4 min. total, 749.1 MB
viper_dwindle v18 1129 games, 1513713 moves, e=0.010, loss: 7.0, -, 17.1% elo% vs. gir, avg. reward: 0.926, 2.908 sec/game, 50.4 min. total, 749.1 MB
viper_dwindle v18 1130 games, 1515973 moves, e=0.010, loss: 7.4, -, 16.6% elo% vs. gir, avg. reward: 0.921, 2.931 sec/game, 50.5 min. total, 747.8 MB
viper_dwindle v18 1131 games, 1517888 moves, e=0.010, loss: 7.5, -, 16.2% elo% vs. gir, avg. reward: 0.918, 2.941 sec/game, 50.5 min. total, 749.0 MB
viper_dwindle v18 1132 games, 1519567 moves, e=0.010, loss: 7.2, -, 15.8% elo% vs. gir, avg. reward: 0.917, 2.920 sec/game, 50.6 min. total, 751.4 MB
viper_dwindle v18 1133 games, 1521382 moves, e=0.010, loss: 7.7, -, 15.4% elo% vs. gir, avg. reward: 0.924, 2.915 sec/game, 50.6 min. total, 751.7 MB
viper_dwindle v18 1134 games, 1523234 moves, e=0.010, loss: 6.8, -, 15.1% elo% vs. gir, avg. reward: 0.925, 2.924 sec/game, 50.7 min. total, 749.9 MB
viper_dwindle v18 1135 games, 1525051 moves, e=0.010, loss: 6.3, -, 14.7% elo% vs. gir, avg. reward: 0.926, 2.919 sec/game, 50.7 min. total, 751.8 MB
viper_dwindle v18 1136 games, 1527095 moves, e=0.010, loss: 5.7, -, 14.4% elo% vs. gir, avg. reward: 0.926, 2.909 sec/game, 50.8 min. total, 751.7 MB
viper_dwindle v18 1137 games, 1529370 moves, e=0.010, loss: 5.7, -, 14.0% elo% vs. gir, avg. reward: 0.921, 2.930 sec/game, 50.8 min. total, 753.0 MB
viper_dwindle v18 1138 games, 1531260 moves, e=0.010, loss: 6.5, -, 13.7% elo% vs. gir, avg. reward: 0.919, 2.923 sec/game, 50.9 min. total, 753.2 MB
viper_dwindle v18 1139 games, 1533501 moves, e=0.010, loss: 6.8, -, 13.4% elo% vs. gir, avg. reward: 0.919, 2.924 sec/game, 50.9 min. total, 753.2 MB
viper_dwindle v18 1140 games, 1535806 moves, e=0.010, loss: 6.9, -, 13.1% elo% vs. gir, avg. reward: 0.917, 2.951 sec/game, 51.0 min. total, 754.5 MB
viper_dwindle v18 1141 games, 1537690 moves, e=0.010, loss: 6.8, -, 12.9% elo% vs. gir, avg. reward: 0.918, 2.940 sec/game, 51.0 min. total, 754.3 MB
viper_dwindle v18 1142 games, 1539717 moves, e=0.010, loss: 6.3, -, 12.6% elo% vs. gir, avg. reward: 0.919, 2.950 sec/game, 51.1 min. total, 754.3 MB
viper_dwindle v18 1143 games, 1541893 moves, e=0.010, loss: 6.1, -, 12.4% elo% vs. gir, avg. reward: 0.919, 2.975 sec/game, 51.1 min. total, 756.6 MB
viper_dwindle v18 1144 games, 1544111 moves, e=0.010, loss: 5.6, -, 12.1% elo% vs. gir, avg. reward: 0.913, 2.981 sec/game, 51.2 min. total, 755.5 MB
viper_dwindle v18 1145 games, 1545945 moves, e=0.010, loss: 5.8, -, 11.9% elo% vs. gir, avg. reward: 0.914, 2.978 sec/game, 51.2 min. total, 756.0 MB
viper_dwindle v18 1146 games, 1548189 moves, e=0.010, loss: 5.4, -, 11.7% elo% vs. gir, avg. reward: 0.913, 3.012 sec/game, 51.3 min. total, 756.5 MB
viper_dwindle v18 1147 games, 1550062 moves, e=0.010, loss: 5.7, -, 11.4% elo% vs. gir, avg. reward: 0.916, 3.002 sec/game, 51.3 min. total, 758.8 MB
viper_dwindle v18 1148 games, 1552395 moves, e=0.010, loss: 6.4, -, 11.2% elo% vs. gir, avg. reward: 0.915, 3.062 sec/game, 51.4 min. total, 756.0 MB
viper_dwindle v18 1149 games, 1554348 moves, e=0.010, loss: 5.7, -, 11.0% elo% vs. gir, avg. reward: 0.917, 3.072 sec/game, 51.5 min. total, 757.6 MB
viper_dwindle v18 1150 games, 1556332 moves, e=0.010, loss: 6.1, -, 10.8% elo% vs. gir, avg. reward: 0.921, 3.051 sec/game, 51.5 min. total, 757.6 MB
viper_dwindle v18 1151 games, 1558121 moves, e=0.010, loss: 6.1, +, 12.5% elo% vs. gir, avg. reward: 0.920, 3.041 sec/game, 51.5 min. total, 756.4 MB
viper_dwindle v18 1152 games, 1560158 moves, e=0.010, loss: 6.2, -, 12.3% elo% vs. gir, avg. reward: 0.922, 3.063 sec/game, 51.6 min. total, 756.3 MB
viper_dwindle v18 1153 games, 1562107 moves, e=0.010, loss: 5.6, -, 12.0% elo% vs. gir, avg. reward: 0.923, 3.064 sec/game, 51.6 min. total, 759.6 MB
viper_dwindle v18 1154 games, 1564279 moves, e=0.010, loss: 6.0, -, 11.8% elo% vs. gir, avg. reward: 0.923, 3.088 sec/game, 51.7 min. total, 760.7 MB
viper_dwindle v18 1155 games, 1565943 moves, e=0.010, loss: 6.1, -, 11.6% elo% vs. gir, avg. reward: 0.930, 3.074 sec/game, 51.7 min. total, 759.8 MB
viper_dwindle v18 1156 games, 1567662 moves, e=0.010, loss: 5.6, -, 11.3% elo% vs. gir, avg. reward: 0.934, 3.055 sec/game, 51.8 min. total, 759.0 MB
viper_dwindle v18 1157 games, 1569771 moves, e=0.010, loss: 5.4, -, 11.1% elo% vs. gir, avg. reward: 0.931, 3.036 sec/game, 51.8 min. total, 759.0 MB
viper_dwindle v18 1158 games, 1571534 moves, e=0.010, loss: 6.3, +, 12.9% elo% vs. gir, avg. reward: 0.933, 3.034 sec/game, 51.9 min. total, 758.6 MB
viper_dwindle v18 1159 games, 1573739 moves, e=0.010, loss: 6.4, +, 14.8% elo% vs. gir, avg. reward: 0.937, 3.026 sec/game, 51.9 min. total, 760.5 MB
viper_dwindle v18 1160 games, 1575443 moves, e=0.010, loss: 6.5, -, 14.4% elo% vs. gir, avg. reward: 0.943, 2.997 sec/game, 52.0 min. total, 762.2 MB
viper_dwindle v18 1161 games, 1577447 moves, e=0.010, loss: 6.0, -, 14.1% elo% vs. gir, avg. reward: 0.946, 3.019 sec/game, 52.0 min. total, 761.3 MB
viper_dwindle v18 1162 games, 1579538 moves, e=0.010, loss: 6.6, -, 13.8% elo% vs. gir, avg. reward: 0.950, 3.057 sec/game, 52.1 min. total, 761.8 MB
viper_dwindle v18 1163 games, 1581738 moves, e=0.010, loss: 5.9, -, 13.5% elo% vs. gir, avg. reward: 0.951, 3.073 sec/game, 52.2 min. total, 764.1 MB
