slashed_kooky v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 305.0 MB
slashed_kooky v13 1058 games, 1104102 moves, e=0.010, loss: 7.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: -3.776, 3.721 sec/game, 46.3 min. total, 772.5 MB
slashed_kooky v13 1059 games, 1105753 moves, e=0.010, loss: 7.5, -, 9.3% elo% vs. random_no_suicide, avg. reward: -3.763, 3.752 sec/game, 46.4 min. total, 774.3 MB
slashed_kooky v13 1060 games, 1107334 moves, e=0.010, loss: 7.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: -3.767, 3.778 sec/game, 46.5 min. total, 774.0 MB
slashed_kooky v13 1061 games, 1108956 moves, e=0.010, loss: 7.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: -3.752, 3.792 sec/game, 46.5 min. total, 773.3 MB
slashed_kooky v13 1062 games, 1110392 moves, e=0.010, loss: 7.5, -, 8.9% elo% vs. random_no_suicide, avg. reward: -3.752, 3.784 sec/game, 46.6 min. total, 773.9 MB
slashed_kooky v13 1063 games, 1111928 moves, e=0.010, loss: 7.4, -, 8.8% elo% vs. random_no_suicide, avg. reward: -3.754, 3.786 sec/game, 46.7 min. total, 773.9 MB
slashed_kooky v13 1064 games, 1113942 moves, e=0.010, loss: 6.8, -, 8.6% elo% vs. random_no_suicide, avg. reward: -3.729, 3.815 sec/game, 46.7 min. total, 773.9 MB
slashed_kooky v13 1065 games, 1115552 moves, e=0.010, loss: 6.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: -3.721, 3.853 sec/game, 46.8 min. total, 775.7 MB
slashed_kooky v13 1066 games, 1117129 moves, e=0.010, loss: 6.9, -, 8.4% elo% vs. random_no_suicide, avg. reward: -3.719, 3.828 sec/game, 46.9 min. total, 779.7 MB
slashed_kooky v13 1067 games, 1118996 moves, e=0.010, loss: 6.5, -, 8.3% elo% vs. random_no_suicide, avg. reward: -3.696, 3.882 sec/game, 47.0 min. total, 778.2 MB
slashed_kooky v13 1068 games, 1120495 moves, e=0.010, loss: 6.5, -, 8.1% elo% vs. random_no_suicide, avg. reward: -3.694, 3.892 sec/game, 47.0 min. total, 779.8 MB
slashed_kooky v13 1069 games, 1121892 moves, e=0.010, loss: 6.8, -, 8.0% elo% vs. random_no_suicide, avg. reward: -3.696, 3.891 sec/game, 47.1 min. total, 778.9 MB
slashed_kooky v13 1070 games, 1123462 moves, e=0.010, loss: 6.8, -, 7.9% elo% vs. random_no_suicide, avg. reward: -3.683, 3.903 sec/game, 47.1 min. total, 779.1 MB
slashed_kooky v13 1071 games, 1125141 moves, e=0.010, loss: 6.8, -, 7.8% elo% vs. random_no_suicide, avg. reward: -3.670, 3.935 sec/game, 47.2 min. total, 779.1 MB
slashed_kooky v13 1072 games, 1126649 moves, e=0.010, loss: 7.0, -, 7.7% elo% vs. random_no_suicide, avg. reward: -3.654, 3.949 sec/game, 47.3 min. total, 779.3 MB
slashed_kooky v13 1073 games, 1128343 moves, e=0.010, loss: 7.0, -, 7.6% elo% vs. random_no_suicide, avg. reward: -3.635, 4.001 sec/game, 47.3 min. total, 781.5 MB
slashed_kooky v13 1074 games, 1129821 moves, e=0.010, loss: 7.7, -, 7.5% elo% vs. random_no_suicide, avg. reward: -3.633, 4.013 sec/game, 47.4 min. total, 779.6 MB
slashed_kooky v13 1075 games, 1131134 moves, e=0.010, loss: 7.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: -3.632, 3.972 sec/game, 47.5 min. total, 780.0 MB
slashed_kooky v13 1076 games, 1132599 moves, e=0.010, loss: 7.6, -, 7.3% elo% vs. random_no_suicide, avg. reward: -3.623, 3.974 sec/game, 47.5 min. total, 780.3 MB
slashed_kooky v13 1077 games, 1134245 moves, e=0.010, loss: 7.9, -, 7.2% elo% vs. random_no_suicide, avg. reward: -3.611, 3.992 sec/game, 47.6 min. total, 779.8 MB
slashed_kooky v13 1078 games, 1135557 moves, e=0.010, loss: 8.0, -, 7.2% elo% vs. random_no_suicide, avg. reward: -3.613, 3.951 sec/game, 47.7 min. total, 780.6 MB
slashed_kooky v13 1079 games, 1136661 moves, e=0.010, loss: 8.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: -3.629, 3.889 sec/game, 47.7 min. total, 780.4 MB
slashed_kooky v13 1080 games, 1138186 moves, e=0.010, loss: 9.1, -, 7.0% elo% vs. random_no_suicide, avg. reward: -3.625, 3.874 sec/game, 47.8 min. total, 780.9 MB
slashed_kooky v13 1081 games, 1139636 moves, e=0.010, loss: 8.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: -3.629, 3.860 sec/game, 47.8 min. total, 783.2 MB
slashed_kooky v13 1082 games, 1140880 moves, e=0.010, loss: 9.4, -, 6.8% elo% vs. random_no_suicide, avg. reward: -3.630, 3.846 sec/game, 47.9 min. total, 782.6 MB
slashed_kooky v13 1083 games, 1142342 moves, e=0.010, loss: 9.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.625, 3.835 sec/game, 47.9 min. total, 783.6 MB
slashed_kooky v13 1084 games, 1143734 moves, e=0.010, loss: 9.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.617, 3.763 sec/game, 48.0 min. total, 784.0 MB
slashed_kooky v13 1085 games, 1145106 moves, e=0.010, loss: 9.5, -, 6.6% elo% vs. random_no_suicide, avg. reward: -3.627, 3.733 sec/game, 48.1 min. total, 783.4 MB
slashed_kooky v13 1086 games, 1146368 moves, e=0.010, loss: 9.0, -, 6.5% elo% vs. random_no_suicide, avg. reward: -3.640, 3.695 sec/game, 48.1 min. total, 784.2 MB
slashed_kooky v13 1087 games, 1147814 moves, e=0.010, loss: 8.8, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.630, 3.641 sec/game, 48.2 min. total, 784.3 MB
slashed_kooky v13 1088 games, 1149237 moves, e=0.010, loss: 8.3, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.624, 3.630 sec/game, 48.2 min. total, 784.7 MB
slashed_kooky v13 1089 games, 1150692 moves, e=0.010, loss: 8.3, -, 6.3% elo% vs. random_no_suicide, avg. reward: -3.621, 3.630 sec/game, 48.3 min. total, 787.2 MB
slashed_kooky v13 1090 games, 1152157 moves, e=0.010, loss: 8.1, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.613, 3.622 sec/game, 48.4 min. total, 786.2 MB
slashed_kooky v13 1091 games, 1153626 moves, e=0.010, loss: 8.0, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.610, 3.590 sec/game, 48.4 min. total, 786.4 MB
slashed_kooky v13 1092 games, 1155042 moves, e=0.010, loss: 7.3, -, 6.1% elo% vs. random_no_suicide, avg. reward: -3.606, 3.596 sec/game, 48.5 min. total, 786.5 MB
slashed_kooky v13 1093 games, 1156643 moves, e=0.010, loss: 7.4, -, 6.0% elo% vs. random_no_suicide, avg. reward: -3.594, 3.580 sec/game, 48.5 min. total, 787.0 MB
slashed_kooky v13 1094 games, 1158103 moves, e=0.010, loss: 6.9, -, 6.0% elo% vs. random_no_suicide, avg. reward: -3.591, 3.568 sec/game, 48.6 min. total, 787.2 MB
slashed_kooky v13 1095 games, 1159912 moves, e=0.010, loss: 6.7, -, 5.9% elo% vs. random_no_suicide, avg. reward: -3.568, 3.627 sec/game, 48.7 min. total, 787.4 MB
slashed_kooky v13 1096 games, 1161400 moves, e=0.010, loss: 6.5, -, 5.8% elo% vs. random_no_suicide, avg. reward: -3.565, 3.623 sec/game, 48.7 min. total, 787.3 MB
slashed_kooky v13 1097 games, 1162918 moves, e=0.010, loss: 6.9, -, 5.8% elo% vs. random_no_suicide, avg. reward: -3.559, 3.605 sec/game, 48.8 min. total, 789.1 MB
slashed_kooky v13 1098 games, 1164488 moves, e=0.010, loss: 7.0, -, 5.7% elo% vs. random_no_suicide, avg. reward: -3.556, 3.636 sec/game, 48.9 min. total, 789.5 MB
slashed_kooky v13 1099 games, 1166300 moves, e=0.010, loss: 6.6, -, 5.7% elo% vs. random_no_suicide, avg. reward: -3.543, 3.708 sec/game, 48.9 min. total, 789.5 MB
slashed_kooky v13 1100 games, 1167892 moves, e=0.010, loss: 6.6, -, 5.6% elo% vs. random_no_suicide, avg. reward: -3.536, 3.726 sec/game, 49.0 min. total, 789.7 MB
slashed_kooky v14 1101 games, 1169412 moves, e=0.010, loss: 7.0, -, 47.7% elo% vs. random_no_suicide, avg. reward: -3.542, 3.745 sec/game, 49.1 min. total, 790.0 MB
slashed_kooky v14 1102 games, 1171202 moves, e=0.010, loss: 7.1, -, 45.5% elo% vs. random_no_suicide, avg. reward: -3.532, 3.798 sec/game, 49.1 min. total, 791.4 MB
slashed_kooky v14 1103 games, 1172665 moves, e=0.010, loss: 7.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: -3.520, 3.802 sec/game, 49.2 min. total, 794.2 MB
slashed_kooky v14 1104 games, 1174488 moves, e=0.010, loss: 6.8, -, 41.5% elo% vs. random_no_suicide, avg. reward: -3.507, 3.858 sec/game, 49.3 min. total, 793.1 MB
slashed_kooky v14 1105 games, 1176142 moves, e=0.010, loss: 6.9, -, 39.6% elo% vs. random_no_suicide, avg. reward: -3.498, 3.890 sec/game, 49.4 min. total, 792.9 MB
slashed_kooky v14 1106 games, 1177746 moves, e=0.010, loss: 6.6, -, 37.9% elo% vs. random_no_suicide, avg. reward: -3.497, 3.934 sec/game, 49.4 min. total, 793.4 MB
slashed_kooky v14 1107 games, 1179318 moves, e=0.010, loss: 6.2, -, 36.3% elo% vs. random_no_suicide, avg. reward: -3.481, 3.945 sec/game, 49.5 min. total, 793.3 MB
slashed_kooky v14 1108 games, 1180813 moves, e=0.010, loss: 6.2, -, 34.8% elo% vs. random_no_suicide, avg. reward: -3.480, 3.959 sec/game, 49.5 min. total, 793.9 MB
slashed_kooky v14 1109 games, 1182124 moves, e=0.010, loss: 6.0, -, 33.3% elo% vs. random_no_suicide, avg. reward: -3.479, 3.944 sec/game, 49.6 min. total, 793.9 MB
slashed_kooky v14 1110 games, 1183496 moves, e=0.010, loss: 6.1, -, 32.0% elo% vs. random_no_suicide, avg. reward: -3.481, 3.924 sec/game, 49.7 min. total, 796.6 MB
slashed_kooky v14 1111 games, 1184838 moves, e=0.010, loss: 6.5, -, 30.7% elo% vs. random_no_suicide, avg. reward: -3.482, 3.920 sec/game, 49.7 min. total, 795.3 MB
slashed_kooky v14 1112 games, 1186231 moves, e=0.010, loss: 7.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: -3.494, 3.916 sec/game, 49.8 min. total, 794.9 MB
slashed_kooky v14 1113 games, 1187585 moves, e=0.010, loss: 7.0, -, 28.4% elo% vs. random_no_suicide, avg. reward: -3.491, 3.892 sec/game, 49.8 min. total, 795.4 MB
slashed_kooky v14 1114 games, 1188973 moves, e=0.010, loss: 7.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -3.492, 3.882 sec/game, 49.9 min. total, 795.4 MB
slashed_kooky v14 1115 games, 1190256 moves, e=0.010, loss: 7.2, -, 26.4% elo% vs. random_no_suicide, avg. reward: -3.501, 3.826 sec/game, 49.9 min. total, 795.4 MB
slashed_kooky v14 1116 games, 1191572 moves, e=0.010, loss: 7.2, -, 25.4% elo% vs. random_no_suicide, avg. reward: -3.508, 3.813 sec/game, 50.0 min. total, 795.5 MB
slashed_kooky v14 1117 games, 1192928 moves, e=0.010, loss: 7.1, -, 24.5% elo% vs. random_no_suicide, avg. reward: -3.512, 3.785 sec/game, 50.1 min. total, 796.5 MB
slashed_kooky v14 1118 games, 1194269 moves, e=0.010, loss: 7.2, -, 23.7% elo% vs. random_no_suicide, avg. reward: -3.515, 3.768 sec/game, 50.1 min. total, 797.3 MB
slashed_kooky v14 1119 games, 1195860 moves, e=0.010, loss: 7.0, -, 22.9% elo% vs. random_no_suicide, avg. reward: -3.512, 3.741 sec/game, 50.2 min. total, 799.0 MB
slashed_kooky v14 1120 games, 1197407 moves, e=0.010, loss: 7.5, -, 22.2% elo% vs. random_no_suicide, avg. reward: -3.510, 3.727 sec/game, 50.2 min. total, 799.0 MB
slashed_kooky v14 1121 games, 1198838 moves, e=0.010, loss: 7.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: -3.509, 3.709 sec/game, 50.3 min. total, 799.1 MB
slashed_kooky v14 1122 games, 1200402 moves, e=0.010, loss: 7.8, -, 20.8% elo% vs. random_no_suicide, avg. reward: -3.507, 3.695 sec/game, 50.4 min. total, 799.6 MB
slashed_kooky v14 1123 games, 1201826 moves, e=0.010, loss: 7.5, -, 20.2% elo% vs. random_no_suicide, avg. reward: -3.502, 3.698 sec/game, 50.4 min. total, 799.6 MB
slashed_kooky v14 1124 games, 1203173 moves, e=0.010, loss: 6.9, -, 19.6% elo% vs. random_no_suicide, avg. reward: -3.506, 3.633 sec/game, 50.5 min. total, 799.6 MB
slashed_kooky v14 1125 games, 1204622 moves, e=0.010, loss: 7.2, -, 19.1% elo% vs. random_no_suicide, avg. reward: -3.503, 3.615 sec/game, 50.6 min. total, 799.7 MB
slashed_kooky v14 1126 games, 1206081 moves, e=0.010, loss: 7.4, -, 18.5% elo% vs. random_no_suicide, avg. reward: -3.497, 3.587 sec/game, 50.6 min. total, 801.3 MB
slashed_kooky v14 1127 games, 1207448 moves, e=0.010, loss: 7.1, -, 18.0% elo% vs. random_no_suicide, avg. reward: -3.500, 3.578 sec/game, 50.7 min. total, 802.2 MB
slashed_kooky v14 1128 games, 1208898 moves, e=0.010, loss: 7.0, -, 17.5% elo% vs. random_no_suicide, avg. reward: -3.492, 3.571 sec/game, 50.7 min. total, 801.5 MB
slashed_kooky v14 1129 games, 1210346 moves, e=0.010, loss: 6.8, -, 17.1% elo% vs. random_no_suicide, avg. reward: -3.487, 3.584 sec/game, 50.8 min. total, 801.7 MB
slashed_kooky v14 1130 games, 1211662 moves, e=0.010, loss: 7.1, -, 16.6% elo% vs. random_no_suicide, avg. reward: -3.490, 3.585 sec/game, 50.9 min. total, 801.8 MB
slashed_kooky v14 1131 games, 1212991 moves, e=0.010, loss: 7.0, -, 16.2% elo% vs. random_no_suicide, avg. reward: -3.491, 3.577 sec/game, 50.9 min. total, 802.3 MB
slashed_kooky v14 1132 games, 1214423 moves, e=0.010, loss: 7.2, -, 15.8% elo% vs. random_no_suicide, avg. reward: -3.482, 3.579 sec/game, 51.0 min. total, 803.9 MB
slashed_kooky v14 1133 games, 1215733 moves, e=0.010, loss: 7.2, -, 15.4% elo% vs. random_no_suicide, avg. reward: -3.475, 3.566 sec/game, 51.0 min. total, 803.4 MB
slashed_kooky v14 1134 games, 1217192 moves, e=0.010, loss: 7.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: -3.467, 3.593 sec/game, 51.1 min. total, 805.6 MB
slashed_kooky v14 1135 games, 1218596 moves, e=0.010, loss: 7.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: -3.462, 3.609 sec/game, 51.1 min. total, 804.8 MB
slashed_kooky v14 1136 games, 1220005 moves, e=0.010, loss: 7.4, -, 14.4% elo% vs. random_no_suicide, avg. reward: -3.462, 3.613 sec/game, 51.2 min. total, 804.5 MB
slashed_kooky v14 1137 games, 1221400 moves, e=0.010, loss: 7.5, -, 14.0% elo% vs. random_no_suicide, avg. reward: -3.454, 3.625 sec/game, 51.3 min. total, 805.1 MB
slashed_kooky v14 1138 games, 1222802 moves, e=0.010, loss: 7.5, -, 13.7% elo% vs. random_no_suicide, avg. reward: -3.445, 3.626 sec/game, 51.3 min. total, 805.4 MB
slashed_kooky v14 1139 games, 1224325 moves, e=0.010, loss: 7.1, -, 13.4% elo% vs. random_no_suicide, avg. reward: -3.440, 3.621 sec/game, 51.4 min. total, 805.5 MB
slashed_kooky v14 1140 games, 1225748 moves, e=0.010, loss: 7.0, -, 13.1% elo% vs. random_no_suicide, avg. reward: -3.437, 3.602 sec/game, 51.4 min. total, 806.9 MB
slashed_kooky v14 1141 games, 1227190 moves, e=0.010, loss: 7.3, -, 12.9% elo% vs. random_no_suicide, avg. reward: -3.432, 3.602 sec/game, 51.5 min. total, 808.9 MB
slashed_kooky v14 1142 games, 1228576 moves, e=0.010, loss: 6.8, -, 12.6% elo% vs. random_no_suicide, avg. reward: -3.433, 3.584 sec/game, 51.6 min. total, 807.4 MB
slashed_kooky v14 1143 games, 1230005 moves, e=0.010, loss: 6.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: -3.422, 3.579 sec/game, 51.6 min. total, 807.4 MB
slashed_kooky v14 1144 games, 1231446 moves, e=0.010, loss: 7.3, -, 12.1% elo% vs. random_no_suicide, avg. reward: -3.427, 3.588 sec/game, 51.7 min. total, 807.6 MB
slashed_kooky v14 1145 games, 1232904 moves, e=0.010, loss: 6.9, -, 11.9% elo% vs. random_no_suicide, avg. reward: -3.416, 3.588 sec/game, 51.8 min. total, 807.7 MB
slashed_kooky v14 1146 games, 1234332 moves, e=0.010, loss: 7.0, -, 11.7% elo% vs. random_no_suicide, avg. reward: -3.421, 3.588 sec/game, 51.8 min. total, 807.7 MB
slashed_kooky v14 1147 games, 1235762 moves, e=0.010, loss: 7.2, -, 11.4% elo% vs. random_no_suicide, avg. reward: -3.418, 3.580 sec/game, 51.9 min. total, 808.5 MB
slashed_kooky v14 1148 games, 1237191 moves, e=0.010, loss: 6.9, -, 11.2% elo% vs. random_no_suicide, avg. reward: -3.414, 3.576 sec/game, 51.9 min. total, 810.2 MB
slashed_kooky v14 1149 games, 1238578 moves, e=0.010, loss: 7.1, -, 11.0% elo% vs. random_no_suicide, avg. reward: -3.415, 3.583 sec/game, 52.0 min. total, 811.8 MB
slashed_kooky v14 1150 games, 1239962 moves, e=0.010, loss: 7.1, -, 10.8% elo% vs. random_no_suicide, avg. reward: -3.416, 3.583 sec/game, 52.0 min. total, 810.6 MB
slashed_kooky v14 1151 games, 1241374 moves, e=0.010, loss: 7.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: -3.416, 3.599 sec/game, 52.1 min. total, 810.6 MB
slashed_kooky v14 1152 games, 1242856 moves, e=0.010, loss: 7.2, -, 10.4% elo% vs. random_no_suicide, avg. reward: -3.401, 3.593 sec/game, 52.2 min. total, 809.9 MB
slashed_kooky v14 1153 games, 1244234 moves, e=0.010, loss: 7.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: -3.394, 3.608 sec/game, 52.2 min. total, 810.7 MB
slashed_kooky v14 1154 games, 1245573 moves, e=0.010, loss: 7.6, -, 10.1% elo% vs. random_no_suicide, avg. reward: -3.396, 3.602 sec/game, 52.3 min. total, 810.7 MB
slashed_kooky v14 1155 games, 1247027 moves, e=0.010, loss: 7.6, -, 9.9% elo% vs. random_no_suicide, avg. reward: -3.397, 3.600 sec/game, 52.3 min. total, 810.4 MB
slashed_kooky v14 1156 games, 1248433 moves, e=0.010, loss: 7.8, -, 9.8% elo% vs. random_no_suicide, avg. reward: -3.393, 3.598 sec/game, 52.4 min. total, 811.2 MB
slashed_kooky v14 1157 games, 1249926 moves, e=0.010, loss: 7.3, -, 9.6% elo% vs. random_no_suicide, avg. reward: -3.388, 3.617 sec/game, 52.5 min. total, 812.5 MB
slashed_kooky v14 1158 games, 1251364 moves, e=0.010, loss: 7.0, -, 9.5% elo% vs. random_no_suicide, avg. reward: -3.390, 3.622 sec/game, 52.5 min. total, 812.3 MB
slashed_kooky v14 1159 games, 1252824 moves, e=0.010, loss: 7.2, -, 9.3% elo% vs. random_no_suicide, avg. reward: -3.395, 3.612 sec/game, 52.6 min. total, 812.3 MB
slashed_kooky v14 1160 games, 1254293 moves, e=0.010, loss: 7.6, -, 9.2% elo% vs. random_no_suicide, avg. reward: -3.395, 3.627 sec/game, 52.7 min. total, 812.5 MB
slashed_kooky v14 1161 games, 1255814 moves, e=0.010, loss: 7.6, -, 9.0% elo% vs. random_no_suicide, avg. reward: -3.392, 3.642 sec/game, 52.7 min. total, 813.3 MB
slashed_kooky v14 1162 games, 1257217 moves, e=0.010, loss: 7.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: -3.390, 3.634 sec/game, 52.8 min. total, 813.8 MB
slashed_kooky v14 1163 games, 1258723 moves, e=0.010, loss: 7.6, -, 8.8% elo% vs. random_no_suicide, avg. reward: -3.386, 3.636 sec/game, 52.8 min. total, 815.1 MB
slashed_kooky v14 1164 games, 1260096 moves, e=0.010, loss: 7.3, -, 8.6% elo% vs. random_no_suicide, avg. reward: -3.399, 3.640 sec/game, 52.9 min. total, 818.0 MB
slashed_kooky v14 1165 games, 1261463 moves, e=0.010, loss: 7.6, -, 8.5% elo% vs. random_no_suicide, avg. reward: -3.401, 3.631 sec/game, 53.0 min. total, 816.8 MB
slashed_kooky v14 1166 games, 1262945 moves, e=0.010, loss: 7.6, -, 8.4% elo% vs. random_no_suicide, avg. reward: -3.405, 3.630 sec/game, 53.0 min. total, 816.5 MB
slashed_kooky v14 1167 games, 1264481 moves, e=0.010, loss: 7.6, -, 8.3% elo% vs. random_no_suicide, avg. reward: -3.416, 3.649 sec/game, 53.1 min. total, 817.0 MB
slashed_kooky v14 1168 games, 1265891 moves, e=0.010, loss: 7.9, -, 8.1% elo% vs. random_no_suicide, avg. reward: -3.416, 3.644 sec/game, 53.1 min. total, 817.0 MB
slashed_kooky v14 1169 games, 1267279 moves, e=0.010, loss: 8.2, -, 8.0% elo% vs. random_no_suicide, avg. reward: -3.415, 3.638 sec/game, 53.2 min. total, 817.2 MB
slashed_kooky v14 1170 games, 1268763 moves, e=0.010, loss: 8.1, -, 7.9% elo% vs. random_no_suicide, avg. reward: -3.418, 3.650 sec/game, 53.3 min. total, 817.9 MB
slashed_kooky v14 1171 games, 1270143 moves, e=0.010, loss: 7.8, -, 7.8% elo% vs. random_no_suicide, avg. reward: -3.421, 3.633 sec/game, 53.3 min. total, 818.4 MB
slashed_kooky v14 1172 games, 1271671 moves, e=0.010, loss: 7.5, -, 7.7% elo% vs. random_no_suicide, avg. reward: -3.422, 3.648 sec/game, 53.4 min. total, 819.1 MB
slashed_kooky v14 1173 games, 1273164 moves, e=0.010, loss: 7.7, -, 7.6% elo% vs. random_no_suicide, avg. reward: -3.434, 3.657 sec/game, 53.4 min. total, 820.0 MB
slashed_kooky v14 1174 games, 1274613 moves, e=0.010, loss: 7.7, -, 7.5% elo% vs. random_no_suicide, avg. reward: -3.435, 3.650 sec/game, 53.5 min. total, 819.5 MB
slashed_kooky v14 1175 games, 1276164 moves, e=0.010, loss: 7.7, -, 7.4% elo% vs. random_no_suicide, avg. reward: -3.426, 3.669 sec/game, 53.6 min. total, 820.3 MB
slashed_kooky v14 1176 games, 1278052 moves, e=0.010, loss: 7.6, -, 7.3% elo% vs. random_no_suicide, avg. reward: -3.416, 3.709 sec/game, 53.6 min. total, 820.5 MB
slashed_kooky v14 1177 games, 1279531 moves, e=0.010, loss: 7.8, -, 7.2% elo% vs. random_no_suicide, avg. reward: -3.419, 3.705 sec/game, 53.7 min. total, 820.6 MB
slashed_kooky v14 1178 games, 1281044 moves, e=0.010, loss: 7.6, -, 7.2% elo% vs. random_no_suicide, avg. reward: -3.415, 3.718 sec/game, 53.8 min. total, 821.6 MB
slashed_kooky v14 1179 games, 1282707 moves, e=0.010, loss: 7.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: -3.396, 3.742 sec/game, 53.8 min. total, 820.2 MB
slashed_kooky v14 1180 games, 1284206 moves, e=0.010, loss: 7.8, -, 7.0% elo% vs. random_no_suicide, avg. reward: -3.398, 3.728 sec/game, 53.9 min. total, 822.1 MB
slashed_kooky v14 1181 games, 1285552 moves, e=0.010, loss: 7.1, -, 6.9% elo% vs. random_no_suicide, avg. reward: -3.404, 3.711 sec/game, 54.0 min. total, 821.7 MB
slashed_kooky v14 1182 games, 1286999 moves, e=0.010, loss: 7.4, -, 6.8% elo% vs. random_no_suicide, avg. reward: -3.394, 3.712 sec/game, 54.0 min. total, 823.2 MB
slashed_kooky v14 1183 games, 1288356 moves, e=0.010, loss: 7.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.395, 3.708 sec/game, 54.1 min. total, 822.3 MB
slashed_kooky v14 1184 games, 1289738 moves, e=0.010, loss: 7.5, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.394, 3.703 sec/game, 54.1 min. total, 822.6 MB
slashed_kooky v14 1185 games, 1291009 moves, e=0.010, loss: 7.5, -, 6.6% elo% vs. random_no_suicide, avg. reward: -3.393, 3.689 sec/game, 54.2 min. total, 822.9 MB
slashed_kooky v14 1186 games, 1292345 moves, e=0.010, loss: 7.7, -, 6.5% elo% vs. random_no_suicide, avg. reward: -3.384, 3.677 sec/game, 54.2 min. total, 823.9 MB
