shelter_stage v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.0 MB
shelter_stage v18 880 games, 1088116 moves, e=0.010, loss: 2.1, -, 22.4% elo% vs. gir, avg. reward: -1.076, 11.890 sec/game, 19.7 min. total, 584.8 MB
shelter_stage v18 881 games, 1091142 moves, e=0.010, loss: 2.2, -, 21.7% elo% vs. gir, avg. reward: -1.057, 12.360 sec/game, 20.0 min. total, 586.6 MB
shelter_stage v18 882 games, 1094054 moves, e=0.010, loss: 2.6, -, 21.1% elo% vs. gir, avg. reward: -1.046, 12.362 sec/game, 20.1 min. total, 587.4 MB
shelter_stage v18 883 games, 1097014 moves, e=0.010, loss: 3.1, -, 20.4% elo% vs. gir, avg. reward: -1.036, 12.343 sec/game, 20.2 min. total, 585.7 MB
shelter_stage v18 884 games, 1100186 moves, e=0.010, loss: 3.0, +, 22.9% elo% vs. gir, avg. reward: -1.019, 12.348 sec/game, 20.3 min. total, 586.3 MB
shelter_stage v18 885 games, 1103440 moves, e=0.010, loss: 2.3, -, 22.2% elo% vs. gir, avg. reward: -1.007, 12.385 sec/game, 20.4 min. total, 591.9 MB
shelter_stage v18 886 games, 1106681 moves, e=0.010, loss: 2.3, -, 21.5% elo% vs. gir, avg. reward: -0.987, 15.182 sec/game, 21.4 min. total, 592.9 MB
shelter_stage v18 887 games, 1109754 moves, e=0.010, loss: 2.0, -, 20.8% elo% vs. gir, avg. reward: -0.976, 15.524 sec/game, 21.6 min. total, 592.2 MB
shelter_stage v18 888 games, 1113108 moves, e=0.010, loss: 2.0, -, 20.2% elo% vs. gir, avg. reward: -0.962, 15.515 sec/game, 21.8 min. total, 593.3 MB
shelter_stage v18 889 games, 1116130 moves, e=0.010, loss: 1.8, -, 19.6% elo% vs. gir, avg. reward: -0.950, 15.444 sec/game, 21.9 min. total, 593.2 MB
shelter_stage v18 890 games, 1118839 moves, e=0.010, loss: 1.9, -, 19.0% elo% vs. gir, avg. reward: -0.938, 15.440 sec/game, 21.9 min. total, 589.1 MB
shelter_stage v18 891 games, 1121267 moves, e=0.010, loss: 2.2, -, 18.5% elo% vs. gir, avg. reward: -0.926, 15.360 sec/game, 22.0 min. total, 589.6 MB
shelter_stage v18 892 games, 1123827 moves, e=0.010, loss: 2.0, +, 20.9% elo% vs. gir, avg. reward: -0.914, 15.237 sec/game, 22.1 min. total, 588.8 MB
shelter_stage v18 893 games, 1126845 moves, e=0.010, loss: 2.1, -, 20.2% elo% vs. gir, avg. reward: -0.904, 15.768 sec/game, 22.4 min. total, 591.8 MB
shelter_stage v18 894 games, 1129886 moves, e=0.010, loss: 2.0, +, 22.7% elo% vs. gir, avg. reward: -0.894, 15.730 sec/game, 22.5 min. total, 592.1 MB
shelter_stage v18 895 games, 1133259 moves, e=0.010, loss: 2.2, -, 22.0% elo% vs. gir, avg. reward: -0.886, 13.849 sec/game, 22.6 min. total, 593.4 MB
shelter_stage v18 896 games, 1136224 moves, e=0.010, loss: 2.2, -, 21.3% elo% vs. gir, avg. reward: -0.873, 13.767 sec/game, 22.7 min. total, 591.8 MB
shelter_stage v18 897 games, 1139590 moves, e=0.010, loss: 2.6, -, 20.7% elo% vs. gir, avg. reward: -0.862, 13.808 sec/game, 22.8 min. total, 597.9 MB
shelter_stage v18 898 games, 1142776 moves, e=0.010, loss: 2.5, -, 20.0% elo% vs. gir, avg. reward: -0.849, 13.910 sec/game, 22.9 min. total, 599.6 MB
shelter_stage v18 899 games, 1145790 moves, e=0.010, loss: 2.8, -, 19.5% elo% vs. gir, avg. reward: -0.842, 15.013 sec/game, 23.4 min. total, 599.5 MB
shelter_stage v18 900 games, 1149135 moves, e=0.010, loss: 2.5, +, 21.9% elo% vs. gir, avg. reward: -0.831, 11.833 sec/game, 23.7 min. total, 599.3 MB
shelter_stage v19 901 games, 1151751 moves, e=0.010, loss: 2.2, -, 47.7% elo% vs. gir, avg. reward: -0.820, 11.356 sec/game, 23.8 min. total, 599.1 MB
shelter_stage v19 902 games, 1154758 moves, e=0.010, loss: 2.0, -, 45.5% elo% vs. gir, avg. reward: -0.809, 11.354 sec/game, 23.9 min. total, 600.2 MB
shelter_stage v19 903 games, 1157842 moves, e=0.010, loss: 2.1, -, 43.4% elo% vs. gir, avg. reward: -0.797, 11.364 sec/game, 24.0 min. total, 600.3 MB
shelter_stage v19 904 games, 1160447 moves, e=0.010, loss: 2.0, -, 41.5% elo% vs. gir, avg. reward: -0.789, 11.309 sec/game, 24.0 min. total, 599.4 MB
shelter_stage v19 905 games, 1163722 moves, e=0.010, loss: 2.3, -, 39.6% elo% vs. gir, avg. reward: -0.777, 13.244 sec/game, 24.8 min. total, 598.0 MB
shelter_stage v19 906 games, 1166476 moves, e=0.010, loss: 2.1, -, 37.9% elo% vs. gir, avg. reward: -0.770, 10.874 sec/game, 25.0 min. total, 598.9 MB
shelter_stage v19 907 games, 1169232 moves, e=0.010, loss: 1.8, -, 36.3% elo% vs. gir, avg. reward: -0.759, 10.432 sec/game, 25.1 min. total, 603.4 MB
shelter_stage v19 908 games, 1172480 moves, e=0.010, loss: 2.2, -, 34.8% elo% vs. gir, avg. reward: -0.747, 10.416 sec/game, 25.2 min. total, 604.3 MB
shelter_stage v19 909 games, 1174915 moves, e=0.010, loss: 2.4, -, 33.3% elo% vs. gir, avg. reward: -0.736, 10.370 sec/game, 25.3 min. total, 602.7 MB
shelter_stage v19 910 games, 1177688 moves, e=0.010, loss: 2.2, -, 32.0% elo% vs. gir, avg. reward: -0.724, 10.360 sec/game, 25.4 min. total, 599.9 MB
shelter_stage v19 911 games, 1180395 moves, e=0.010, loss: 3.1, -, 30.7% elo% vs. gir, avg. reward: -0.717, 17.276 sec/game, 27.8 min. total, 602.6 MB
shelter_stage v19 912 games, 1183414 moves, e=0.010, loss: 3.2, +, 33.5% elo% vs. gir, avg. reward: -0.708, 17.353 sec/game, 27.9 min. total, 603.0 MB
shelter_stage v19 913 games, 1186084 moves, e=0.010, loss: 2.7, -, 32.1% elo% vs. gir, avg. reward: -0.699, 42.910 sec/game, 36.7 min. total, 603.2 MB
shelter_stage v19 914 games, 1189141 moves, e=0.010, loss: 2.1, +, 34.9% elo% vs. gir, avg. reward: -0.691, 42.911 sec/game, 36.8 min. total, 603.3 MB
shelter_stage v19 915 games, 1192070 moves, e=0.010, loss: 2.0, -, 33.5% elo% vs. gir, avg. reward: -0.686, 101.645 sec/game, 56.5 min. total, 606.4 MB
shelter_stage v19 916 games, 1195150 moves, e=0.010, loss: 2.4, -, 32.1% elo% vs. gir, avg. reward: -0.672, 101.741 sec/game, 56.6 min. total, 608.7 MB
shelter_stage v19 917 games, 1197853 moves, e=0.010, loss: 3.5, -, 30.8% elo% vs. gir, avg. reward: -0.668, 101.792 sec/game, 56.7 min. total, 608.9 MB
shelter_stage v19 918 games, 1200734 moves, e=0.010, loss: 3.8, -, 29.6% elo% vs. gir, avg. reward: -0.664, 101.715 sec/game, 56.8 min. total, 607.8 MB
shelter_stage v19 919 games, 1203204 moves, e=0.010, loss: 4.3, -, 28.5% elo% vs. gir, avg. reward: -0.664, 100.621 sec/game, 56.9 min. total, 608.5 MB
shelter_stage v19 920 games, 1206088 moves, e=0.010, loss: 4.3, -, 27.4% elo% vs. gir, avg. reward: -0.661, 100.124 sec/game, 57.0 min. total, 605.7 MB
shelter_stage v19 921 games, 1208549 moves, e=0.010, loss: 4.3, -, 26.5% elo% vs. gir, avg. reward: -0.656, 100.146 sec/game, 57.1 min. total, 607.4 MB
shelter_stage v19 922 games, 1211268 moves, e=0.010, loss: 3.9, +, 29.2% elo% vs. gir, avg. reward: -0.645, 100.168 sec/game, 57.2 min. total, 609.9 MB
shelter_stage v19 923 games, 1213949 moves, e=0.010, loss: 3.4, +, 31.9% elo% vs. gir, avg. reward: -0.639, 100.137 sec/game, 57.3 min. total, 610.9 MB
shelter_stage v19 924 games, 1217255 moves, e=0.010, loss: 2.7, -, 30.7% elo% vs. gir, avg. reward: -0.631, 100.235 sec/game, 57.5 min. total, 611.8 MB
shelter_stage v19 925 games, 1220071 moves, e=0.010, loss: 2.1, +, 33.5% elo% vs. gir, avg. reward: -0.624, 98.306 sec/game, 57.6 min. total, 614.2 MB
shelter_stage v19 926 games, 1223234 moves, e=0.010, loss: 1.9, -, 32.1% elo% vs. gir, avg. reward: -0.618, 97.928 sec/game, 57.7 min. total, 610.9 MB
shelter_stage v19 927 games, 1226092 moves, e=0.010, loss: 2.1, -, 30.8% elo% vs. gir, avg. reward: -0.609, 97.979 sec/game, 57.8 min. total, 611.1 MB
shelter_stage v19 928 games, 1228922 moves, e=0.010, loss: 2.5, -, 29.6% elo% vs. gir, avg. reward: -0.603, 97.980 sec/game, 57.9 min. total, 614.2 MB
shelter_stage v19 929 games, 1231661 moves, e=0.010, loss: 2.3, +, 32.4% elo% vs. gir, avg. reward: -0.596, 98.047 sec/game, 58.0 min. total, 614.2 MB
shelter_stage v19 930 games, 1234921 moves, e=0.010, loss: 2.3, +, 35.2% elo% vs. gir, avg. reward: -0.592, 98.122 sec/game, 58.1 min. total, 613.4 MB
shelter_stage v19 931 games, 1237961 moves, e=0.010, loss: 2.1, -, 33.7% elo% vs. gir, avg. reward: -0.587, 91.326 sec/game, 58.2 min. total, 614.7 MB
shelter_stage v19 932 games, 1240865 moves, e=0.010, loss: 2.4, +, 36.5% elo% vs. gir, avg. reward: -0.583, 91.302 sec/game, 58.3 min. total, 615.6 MB
shelter_stage v19 933 games, 1244054 moves, e=0.010, loss: 2.7, -, 35.0% elo% vs. gir, avg. reward: -0.579, 65.320 sec/game, 58.5 min. total, 615.8 MB
shelter_stage v19 934 games, 1247542 moves, e=0.010, loss: 2.0, +, 37.7% elo% vs. gir, avg. reward: -0.575, 65.418 sec/game, 58.6 min. total, 616.7 MB
shelter_stage v19 935 games, 1250445 moves, e=0.010, loss: 2.1, +, 40.5% elo% vs. gir, avg. reward: -0.568, 6.694 sec/game, 58.7 min. total, 618.4 MB
shelter_stage v19 936 games, 1253783 moves, e=0.010, loss: 1.7, -, 38.7% elo% vs. gir, avg. reward: -0.563, 6.684 sec/game, 58.8 min. total, 618.0 MB
shelter_stage v19 937 games, 1257279 moves, e=0.010, loss: 2.1, ., 39.2% elo% vs. gir, avg. reward: -0.558, 6.698 sec/game, 59.0 min. total, 619.8 MB
shelter_stage v19 938 games, 1260773 moves, e=0.010, loss: 2.6, +, 41.9% elo% vs. gir, avg. reward: -0.550, 6.769 sec/game, 59.1 min. total, 621.7 MB
shelter_stage v19 939 games, 1264072 moves, e=0.010, loss: 1.7, -, 40.0% elo% vs. gir, avg. reward: -0.541, 6.792 sec/game, 59.2 min. total, 621.9 MB
shelter_stage v19 940 games, 1267513 moves, e=0.010, loss: 1.5, -, 38.2% elo% vs. gir, avg. reward: -0.537, 6.853 sec/game, 59.3 min. total, 621.9 MB
shelter_stage v19 941 games, 1270544 moves, e=0.010, loss: 1.4, +, 41.0% elo% vs. gir, avg. reward: -0.532, 6.883 sec/game, 59.4 min. total, 622.0 MB
shelter_stage v19 942 games, 1273778 moves, e=0.010, loss: 2.1, +, 43.6% elo% vs. gir, avg. reward: -0.527, 6.891 sec/game, 59.5 min. total, 622.5 MB
shelter_stage v19 943 games, 1276987 moves, e=0.010, loss: 2.5, +, 46.2% elo% vs. gir, avg. reward: -0.524, 162.431 sec/game, 111.5 min. total, 624.6 MB
shelter_stage v19 944 games, 1280117 moves, e=0.010, loss: 2.3, ., 46.4% elo% vs. gir, avg. reward: -0.519, 162.403 sec/game, 111.6 min. total, 625.2 MB
shelter_stage v19 945 games, 1283347 moves, e=0.010, loss: 2.2, -, 44.2% elo% vs. gir, avg. reward: -0.519, 184.626 sec/game, 119.1 min. total, 622.5 MB
shelter_stage v19 946 games, 1286439 moves, e=0.010, loss: 2.1, ., 44.5% elo% vs. gir, avg. reward: -0.515, 185.419 sec/game, 119.5 min. total, 622.8 MB
shelter_stage v18 900 games, 1149135 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.6 MB
shelter_stage v19 901 games, 1151931 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -0.402, 1.312 sec/game, 0.0 min. total, 321.8 MB
shelter_stage v19 902 games, 1154594 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -0.413, 1.272 sec/game, 0.0 min. total, 334.1 MB
shelter_stage v19 903 games, 1158032 moves, e=0.010, loss: nan, +, 56.6% elo% vs. random_bot, avg. reward: -0.359, 1.381 sec/game, 0.1 min. total, 348.1 MB
shelter_stage v19 904 games, 1161179 moves, e=0.010, loss: 1.7, +, 58.5% elo% vs. random_bot, avg. reward: -0.375, 2.227 sec/game, 0.1 min. total, 376.3 MB
shelter_stage v19 905 games, 1164011 moves, e=0.010, loss: 1.6, +, 60.4% elo% vs. random_bot, avg. reward: -0.386, 2.935 sec/game, 0.2 min. total, 384.0 MB
shelter_stage v19 906 games, 1166691 moves, e=0.010, loss: 2.5, +, 62.1% elo% vs. random_bot, avg. reward: -0.435, 3.337 sec/game, 0.3 min. total, 384.8 MB
shelter_stage v19 907 games, 1169054 moves, e=0.010, loss: 2.4, +, 63.7% elo% vs. random_bot, avg. reward: -0.470, 3.560 sec/game, 0.4 min. total, 380.3 MB
shelter_stage v19 908 games, 1171814 moves, e=0.010, loss: 2.8, +, 65.2% elo% vs. random_bot, avg. reward: -0.483, 3.799 sec/game, 0.5 min. total, 383.2 MB
shelter_stage v19 909 games, 1174427 moves, e=0.010, loss: 3.4, +, 66.7% elo% vs. random_bot, avg. reward: -0.499, 3.981 sec/game, 0.6 min. total, 387.2 MB
shelter_stage v19 910 games, 1177499 moves, e=0.010, loss: 3.0, +, 68.0% elo% vs. random_bot, avg. reward: -0.502, 4.201 sec/game, 0.7 min. total, 391.3 MB
shelter_stage v19 911 games, 1180285 moves, e=0.010, loss: 2.9, +, 69.3% elo% vs. random_bot, avg. reward: -0.500, 4.305 sec/game, 0.8 min. total, 394.1 MB
shelter_stage v19 912 games, 1183214 moves, e=0.010, loss: 2.6, +, 70.5% elo% vs. random_bot, avg. reward: -0.500, 4.426 sec/game, 0.9 min. total, 396.2 MB
shelter_stage v20 913 games, 1185753 moves, e=0.010, loss: 2.3, +, 54.5% elo% vs. guard_bot, avg. reward: -0.500, 4.477 sec/game, 1.0 min. total, 455.2 MB
shelter_stage v20 914 games, 1188722 moves, e=0.010, loss: 2.5, +, 56.6% elo% vs. guard_bot, avg. reward: -0.490, 4.580 sec/game, 1.1 min. total, 454.1 MB
shelter_stage v20 915 games, 1191805 moves, e=0.010, loss: 2.6, +, 58.5% elo% vs. guard_bot, avg. reward: -0.490, 4.674 sec/game, 1.2 min. total, 454.4 MB
shelter_stage v20 916 games, 1194445 moves, e=0.010, loss: 2.6, +, 60.4% elo% vs. guard_bot, avg. reward: -0.495, 4.714 sec/game, 1.3 min. total, 460.0 MB
shelter_stage v20 917 games, 1197522 moves, e=0.010, loss: 2.8, +, 62.1% elo% vs. guard_bot, avg. reward: -0.501, 4.786 sec/game, 1.4 min. total, 463.0 MB
shelter_stage v20 918 games, 1200874 moves, e=0.010, loss: 2.8, +, 63.7% elo% vs. guard_bot, avg. reward: -0.498, 4.886 sec/game, 1.5 min. total, 463.8 MB
shelter_stage v20 919 games, 1204502 moves, e=0.010, loss: 2.2, +, 65.2% elo% vs. guard_bot, avg. reward: -0.491, 5.006 sec/game, 1.6 min. total, 463.9 MB
shelter_stage v20 920 games, 1207706 moves, e=0.010, loss: 2.1, +, 66.7% elo% vs. guard_bot, avg. reward: -0.487, 5.080 sec/game, 1.7 min. total, 465.2 MB
shelter_stage v20 921 games, 1210370 moves, e=0.010, loss: 2.1, +, 68.0% elo% vs. guard_bot, avg. reward: -0.493, 5.282 sec/game, 1.8 min. total, 464.1 MB
shelter_stage v20 922 games, 1213653 moves, e=0.010, loss: 2.0, +, 69.3% elo% vs. guard_bot, avg. reward: -0.497, 5.533 sec/game, 1.9 min. total, 465.6 MB
shelter_stage v20 923 games, 1216869 moves, e=0.010, loss: 2.7, +, 70.5% elo% vs. guard_bot, avg. reward: -0.496, 5.763 sec/game, 2.0 min. total, 466.9 MB
shelter_stage v21 924 games, 1219967 moves, e=0.010, loss: 2.5, +, 54.5% elo% vs. random_no_suicide, avg. reward: -0.494, 5.824 sec/game, 2.1 min. total, 468.1 MB
shelter_stage v21 925 games, 1223278 moves, e=0.010, loss: 2.6, +, 56.6% elo% vs. random_no_suicide, avg. reward: -0.489, 5.862 sec/game, 2.2 min. total, 468.2 MB
shelter_stage v21 926 games, 1226614 moves, e=0.010, loss: 1.9, +, 58.5% elo% vs. random_no_suicide, avg. reward: -0.490, 5.916 sec/game, 2.3 min. total, 468.6 MB
shelter_stage v21 927 games, 1229837 moves, e=0.010, loss: 2.5, +, 60.4% elo% vs. random_no_suicide, avg. reward: -0.495, 5.995 sec/game, 2.4 min. total, 473.4 MB
shelter_stage v21 928 games, 1232848 moves, e=0.010, loss: 2.5, +, 62.1% elo% vs. random_no_suicide, avg. reward: -0.495, 6.012 sec/game, 2.5 min. total, 472.7 MB
shelter_stage v21 929 games, 1235919 moves, e=0.010, loss: 2.5, +, 63.7% elo% vs. random_no_suicide, avg. reward: -0.495, 6.042 sec/game, 2.6 min. total, 472.2 MB
shelter_stage v21 930 games, 1238663 moves, e=0.010, loss: 3.0, +, 65.2% elo% vs. random_no_suicide, avg. reward: -0.501, 6.006 sec/game, 2.7 min. total, 473.0 MB
shelter_stage v21 931 games, 1242108 moves, e=0.010, loss: 2.5, +, 66.7% elo% vs. random_no_suicide, avg. reward: -0.499, 6.065 sec/game, 2.8 min. total, 475.4 MB
shelter_stage v21 932 games, 1245052 moves, e=0.010, loss: 2.3, +, 68.0% elo% vs. random_no_suicide, avg. reward: -0.498, 6.074 sec/game, 2.9 min. total, 472.5 MB
shelter_stage v21 933 games, 1248346 moves, e=0.010, loss: 2.0, +, 69.3% elo% vs. random_no_suicide, avg. reward: -0.500, 6.141 sec/game, 3.0 min. total, 473.1 MB
shelter_stage v21 934 games, 1251959 moves, e=0.010, loss: 2.3, +, 70.5% elo% vs. random_no_suicide, avg. reward: -0.498, 6.192 sec/game, 3.1 min. total, 474.1 MB
shelter_stage v22 935 games, 1255337 moves, e=0.010, loss: 2.6, +, 54.5% elo% vs. simple_bot, avg. reward: -0.501, 6.234 sec/game, 3.2 min. total, 480.4 MB
shelter_stage v22 936 games, 1258606 moves, e=0.010, loss: 2.2, +, 56.6% elo% vs. simple_bot, avg. reward: -0.498, 6.296 sec/game, 3.4 min. total, 476.5 MB
shelter_stage v22 937 games, 1261585 moves, e=0.010, loss: 2.2, +, 58.5% elo% vs. simple_bot, avg. reward: -0.498, 6.301 sec/game, 3.5 min. total, 479.4 MB
shelter_stage v22 938 games, 1264980 moves, e=0.010, loss: 2.3, +, 60.4% elo% vs. simple_bot, avg. reward: -0.497, 6.319 sec/game, 3.6 min. total, 479.6 MB
shelter_stage v22 939 games, 1268256 moves, e=0.010, loss: 1.6, +, 62.1% elo% vs. simple_bot, avg. reward: -0.493, 6.301 sec/game, 3.7 min. total, 478.0 MB
shelter_stage v22 940 games, 1271082 moves, e=0.010, loss: 1.9, +, 63.7% elo% vs. simple_bot, avg. reward: -0.491, 6.264 sec/game, 3.8 min. total, 478.0 MB
shelter_stage v22 941 games, 1274523 moves, e=0.010, loss: 1.8, +, 65.2% elo% vs. simple_bot, avg. reward: -0.491, 6.338 sec/game, 3.9 min. total, 477.8 MB
shelter_stage v22 942 games, 1277453 moves, e=0.010, loss: 1.7, +, 66.7% elo% vs. simple_bot, avg. reward: -0.493, 6.324 sec/game, 4.0 min. total, 482.5 MB
shelter_stage v22 943 games, 1280747 moves, e=0.010, loss: 2.2, +, 68.0% elo% vs. simple_bot, avg. reward: -0.491, 6.344 sec/game, 4.1 min. total, 482.4 MB
shelter_stage v22 944 games, 1283523 moves, e=0.010, loss: 2.2, +, 69.3% elo% vs. simple_bot, avg. reward: -0.491, 6.352 sec/game, 4.2 min. total, 482.1 MB
shelter_stage v22 945 games, 1286865 moves, e=0.010, loss: 2.5, +, 70.5% elo% vs. simple_bot, avg. reward: -0.491, 6.372 sec/game, 4.3 min. total, 483.2 MB
shelter_stage v23 946 games, 1289868 moves, e=0.010, loss: 2.5, +, 54.5% elo% vs. terrible_bot, avg. reward: -0.491, 6.349 sec/game, 4.4 min. total, 483.3 MB
shelter_stage v23 947 games, 1292934 moves, e=0.010, loss: 2.6, +, 56.6% elo% vs. terrible_bot, avg. reward: -0.492, 6.338 sec/game, 4.5 min. total, 486.6 MB
shelter_stage v23 948 games, 1295842 moves, e=0.010, loss: 2.3, +, 58.5% elo% vs. terrible_bot, avg. reward: -0.490, 6.397 sec/game, 4.6 min. total, 485.8 MB
shelter_stage v23 949 games, 1298923 moves, e=0.010, loss: 2.2, +, 60.4% elo% vs. terrible_bot, avg. reward: -0.490, 6.452 sec/game, 4.8 min. total, 483.2 MB
shelter_stage v23 950 games, 1301948 moves, e=0.010, loss: 2.2, +, 62.1% elo% vs. terrible_bot, avg. reward: -0.486, 6.537 sec/game, 4.9 min. total, 485.8 MB
shelter_stage v23 951 games, 1305309 moves, e=0.010, loss: 2.2, +, 63.7% elo% vs. terrible_bot, avg. reward: -0.487, 6.689 sec/game, 5.0 min. total, 487.4 MB
shelter_stage v23 952 games, 1308951 moves, e=0.010, loss: 1.8, +, 65.2% elo% vs. terrible_bot, avg. reward: -0.484, 6.819 sec/game, 5.2 min. total, 487.4 MB
shelter_stage v23 953 games, 1312523 moves, e=0.010, loss: 2.1, +, 66.7% elo% vs. terrible_bot, avg. reward: -0.484, 6.891 sec/game, 5.3 min. total, 489.7 MB
shelter_stage v23 954 games, 1316063 moves, e=0.010, loss: 1.8, +, 68.0% elo% vs. terrible_bot, avg. reward: -0.483, 6.920 sec/game, 5.4 min. total, 487.6 MB
shelter_stage v23 955 games, 1319533 moves, e=0.010, loss: 1.9, +, 69.3% elo% vs. terrible_bot, avg. reward: -0.481, 6.964 sec/game, 5.6 min. total, 491.9 MB
shelter_stage v23 956 games, 1322783 moves, e=0.010, loss: 2.5, +, 70.5% elo% vs. terrible_bot, avg. reward: -0.483, 6.972 sec/game, 5.7 min. total, 492.0 MB
shelter_stage v24 957 games, 1326474 moves, e=0.010, loss: 2.5, +, 54.5% elo% vs. supershibe, avg. reward: -0.480, 7.035 sec/game, 5.8 min. total, 493.1 MB
shelter_stage v24 958 games, 1330335 moves, e=0.010, loss: 2.1, +, 56.6% elo% vs. supershibe, avg. reward: -0.479, 7.080 sec/game, 5.9 min. total, 497.2 MB
shelter_stage v24 959 games, 1333773 moves, e=0.010, loss: 2.4, +, 58.5% elo% vs. supershibe, avg. reward: -0.481, 7.095 sec/game, 6.1 min. total, 496.7 MB
shelter_stage v24 960 games, 1337065 moves, e=0.010, loss: 2.3, +, 60.4% elo% vs. supershibe, avg. reward: -0.480, 7.136 sec/game, 6.2 min. total, 494.2 MB
shelter_stage v24 961 games, 1339896 moves, e=0.010, loss: 2.5, +, 62.1% elo% vs. supershibe, avg. reward: -0.480, 7.117 sec/game, 6.3 min. total, 493.3 MB
shelter_stage v24 962 games, 1343043 moves, e=0.010, loss: 2.4, +, 63.7% elo% vs. supershibe, avg. reward: -0.480, 7.158 sec/game, 6.4 min. total, 496.1 MB
shelter_stage v24 963 games, 1346299 moves, e=0.010, loss: 2.3, +, 65.2% elo% vs. supershibe, avg. reward: -0.479, 7.165 sec/game, 6.5 min. total, 496.0 MB
shelter_stage v24 964 games, 1349771 moves, e=0.010, loss: 2.1, +, 66.7% elo% vs. supershibe, avg. reward: -0.477, 7.223 sec/game, 6.6 min. total, 496.3 MB
shelter_stage v24 965 games, 1353218 moves, e=0.010, loss: 1.9, +, 68.0% elo% vs. supershibe, avg. reward: -0.475, 7.237 sec/game, 6.7 min. total, 497.6 MB
shelter_stage v24 966 games, 1356585 moves, e=0.010, loss: 2.0, +, 69.3% elo% vs. supershibe, avg. reward: -0.476, 7.283 sec/game, 6.8 min. total, 498.4 MB
shelter_stage v24 967 games, 1359436 moves, e=0.010, loss: 2.8, +, 70.5% elo% vs. supershibe, avg. reward: -0.481, 7.279 sec/game, 7.0 min. total, 498.1 MB
shelter_stage v25 968 games, 1362099 moves, e=0.010, loss: 3.5, -, 45.5% elo% vs. gir, avg. reward: -0.483, 7.250 sec/game, 7.1 min. total, 498.0 MB
shelter_stage v25 969 games, 1364932 moves, e=0.010, loss: 3.5, -, 43.4% elo% vs. gir, avg. reward: -0.486, 7.228 sec/game, 7.2 min. total, 495.0 MB
shelter_stage v25 970 games, 1368137 moves, e=0.010, loss: 3.1, -, 41.5% elo% vs. gir, avg. reward: -0.483, 7.273 sec/game, 7.3 min. total, 501.8 MB
shelter_stage v25 971 games, 1371268 moves, e=0.010, loss: 2.9, -, 39.6% elo% vs. gir, avg. reward: -0.485, 7.121 sec/game, 7.4 min. total, 503.7 MB
shelter_stage v25 972 games, 1374741 moves, e=0.010, loss: 2.5, -, 37.9% elo% vs. gir, avg. reward: -0.486, 7.036 sec/game, 7.5 min. total, 503.6 MB
shelter_stage v25 973 games, 1378160 moves, e=0.010, loss: 2.7, +, 40.6% elo% vs. gir, avg. reward: -0.485, 6.968 sec/game, 7.6 min. total, 500.8 MB
