grappling_amnesty v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.4 MB
grappling_amnesty v14 1039 games, 1151105 moves, e=0.010, loss: 3.0, -, 13.4% elo% vs. simple_bot, avg. reward: -0.901, 2.348 sec/game, 40.6 min. total, 700.0 MB
grappling_amnesty v14 1040 games, 1152562 moves, e=0.010, loss: 3.0, -, 13.1% elo% vs. simple_bot, avg. reward: -0.902, 2.372 sec/game, 40.6 min. total, 700.4 MB
grappling_amnesty v14 1041 games, 1153823 moves, e=0.010, loss: 3.4, -, 12.9% elo% vs. simple_bot, avg. reward: -0.902, 2.359 sec/game, 40.7 min. total, 700.7 MB
grappling_amnesty v14 1042 games, 1155091 moves, e=0.010, loss: 3.4, -, 12.6% elo% vs. simple_bot, avg. reward: -0.903, 2.347 sec/game, 40.7 min. total, 700.0 MB
grappling_amnesty v14 1043 games, 1156479 moves, e=0.010, loss: 3.2, -, 12.4% elo% vs. simple_bot, avg. reward: -0.907, 2.328 sec/game, 40.7 min. total, 701.5 MB
grappling_amnesty v14 1044 games, 1157755 moves, e=0.010, loss: 3.4, -, 12.1% elo% vs. simple_bot, avg. reward: -0.913, 2.325 sec/game, 40.8 min. total, 700.6 MB
grappling_amnesty v14 1045 games, 1159393 moves, e=0.010, loss: 3.4, -, 11.9% elo% vs. simple_bot, avg. reward: -0.909, 2.351 sec/game, 40.8 min. total, 700.8 MB
grappling_amnesty v14 1046 games, 1160612 moves, e=0.010, loss: 3.3, -, 11.7% elo% vs. simple_bot, avg. reward: -0.912, 2.337 sec/game, 40.9 min. total, 703.8 MB
grappling_amnesty v14 1047 games, 1162069 moves, e=0.010, loss: 3.2, -, 11.4% elo% vs. simple_bot, avg. reward: -0.920, 2.333 sec/game, 40.9 min. total, 702.9 MB
grappling_amnesty v14 1048 games, 1163292 moves, e=0.010, loss: 3.6, -, 11.2% elo% vs. simple_bot, avg. reward: -0.921, 2.315 sec/game, 40.9 min. total, 703.9 MB
grappling_amnesty v14 1049 games, 1164529 moves, e=0.010, loss: 3.6, -, 11.0% elo% vs. simple_bot, avg. reward: -0.926, 2.273 sec/game, 41.0 min. total, 703.1 MB
grappling_amnesty v14 1050 games, 1165705 moves, e=0.010, loss: 3.7, -, 10.8% elo% vs. simple_bot, avg. reward: -0.935, 2.266 sec/game, 41.0 min. total, 703.6 MB
grappling_amnesty v14 1051 games, 1167049 moves, e=0.010, loss: 3.7, -, 10.6% elo% vs. simple_bot, avg. reward: -0.941, 2.251 sec/game, 41.0 min. total, 704.8 MB
grappling_amnesty v14 1052 games, 1169217 moves, e=0.010, loss: 3.8, -, 10.4% elo% vs. simple_bot, avg. reward: -0.941, 2.292 sec/game, 41.1 min. total, 705.1 MB
grappling_amnesty v14 1053 games, 1170532 moves, e=0.010, loss: 3.9, -, 10.3% elo% vs. simple_bot, avg. reward: -0.942, 2.253 sec/game, 41.1 min. total, 706.2 MB
grappling_amnesty v14 1054 games, 1172735 moves, e=0.010, loss: 3.6, -, 10.1% elo% vs. simple_bot, avg. reward: -0.945, 2.289 sec/game, 41.2 min. total, 705.8 MB
grappling_amnesty v14 1055 games, 1174987 moves, e=0.010, loss: 3.0, -, 9.9% elo% vs. simple_bot, avg. reward: -0.947, 2.347 sec/game, 41.2 min. total, 703.8 MB
grappling_amnesty v14 1056 games, 1176527 moves, e=0.010, loss: 2.7, -, 9.8% elo% vs. simple_bot, avg. reward: -0.951, 2.355 sec/game, 41.3 min. total, 704.1 MB
grappling_amnesty v14 1057 games, 1178013 moves, e=0.010, loss: 2.6, -, 9.6% elo% vs. simple_bot, avg. reward: -0.958, 2.354 sec/game, 41.3 min. total, 705.8 MB
grappling_amnesty v14 1058 games, 1179336 moves, e=0.010, loss: 2.8, -, 9.5% elo% vs. simple_bot, avg. reward: -0.961, 2.337 sec/game, 41.3 min. total, 705.3 MB
grappling_amnesty v14 1059 games, 1180876 moves, e=0.010, loss: 3.1, -, 9.3% elo% vs. simple_bot, avg. reward: -0.961, 2.339 sec/game, 41.4 min. total, 704.4 MB
grappling_amnesty v14 1060 games, 1182310 moves, e=0.010, loss: 3.0, -, 9.2% elo% vs. simple_bot, avg. reward: -0.967, 2.333 sec/game, 41.4 min. total, 705.4 MB
grappling_amnesty v14 1061 games, 1183670 moves, e=0.010, loss: 3.3, -, 9.0% elo% vs. simple_bot, avg. reward: -0.977, 2.336 sec/game, 41.4 min. total, 705.4 MB
grappling_amnesty v14 1062 games, 1185248 moves, e=0.010, loss: 3.4, -, 8.9% elo% vs. simple_bot, avg. reward: -0.976, 2.351 sec/game, 41.5 min. total, 706.4 MB
grappling_amnesty v14 1063 games, 1186841 moves, e=0.010, loss: 3.5, -, 8.8% elo% vs. simple_bot, avg. reward: -0.980, 2.373 sec/game, 41.5 min. total, 706.9 MB
grappling_amnesty v14 1064 games, 1188116 moves, e=0.010, loss: 3.7, -, 8.6% elo% vs. simple_bot, avg. reward: -0.978, 2.375 sec/game, 41.6 min. total, 707.5 MB
grappling_amnesty v14 1065 games, 1190241 moves, e=0.010, loss: 3.3, -, 8.5% elo% vs. simple_bot, avg. reward: -0.978, 2.377 sec/game, 41.6 min. total, 706.2 MB
grappling_amnesty v14 1066 games, 1191633 moves, e=0.010, loss: 3.2, -, 8.4% elo% vs. simple_bot, avg. reward: -0.978, 2.377 sec/game, 41.6 min. total, 708.0 MB
grappling_amnesty v14 1067 games, 1192947 moves, e=0.010, loss: 3.2, -, 8.3% elo% vs. simple_bot, avg. reward: -0.986, 2.357 sec/game, 41.7 min. total, 708.2 MB
grappling_amnesty v14 1068 games, 1194514 moves, e=0.010, loss: 3.2, -, 8.1% elo% vs. simple_bot, avg. reward: -0.991, 2.384 sec/game, 41.7 min. total, 708.0 MB
grappling_amnesty v14 1069 games, 1195718 moves, e=0.010, loss: 3.2, -, 8.0% elo% vs. simple_bot, avg. reward: -0.995, 2.384 sec/game, 41.8 min. total, 710.3 MB
grappling_amnesty v14 1070 games, 1197028 moves, e=0.010, loss: 3.2, -, 7.9% elo% vs. simple_bot, avg. reward: -1.001, 2.390 sec/game, 41.8 min. total, 710.7 MB
grappling_amnesty v14 1071 games, 1199015 moves, e=0.010, loss: 3.2, -, 7.8% elo% vs. simple_bot, avg. reward: -0.998, 2.444 sec/game, 41.8 min. total, 708.9 MB
grappling_amnesty v14 1072 games, 1200292 moves, e=0.010, loss: 3.3, -, 7.7% elo% vs. simple_bot, avg. reward: -1.001, 2.390 sec/game, 41.9 min. total, 709.9 MB
grappling_amnesty v14 1073 games, 1201532 moves, e=0.010, loss: 3.3, -, 7.6% elo% vs. simple_bot, avg. reward: -1.000, 2.387 sec/game, 41.9 min. total, 710.8 MB
grappling_amnesty v14 1074 games, 1202911 moves, e=0.010, loss: 3.5, -, 7.5% elo% vs. simple_bot, avg. reward: -1.006, 2.335 sec/game, 41.9 min. total, 709.5 MB
grappling_amnesty v14 1075 games, 1204699 moves, e=0.010, loss: 3.4, -, 7.4% elo% vs. simple_bot, avg. reward: -1.000, 2.304 sec/game, 42.0 min. total, 711.3 MB
grappling_amnesty v14 1076 games, 1206097 moves, e=0.010, loss: 3.2, -, 7.3% elo% vs. simple_bot, avg. reward: -0.995, 2.298 sec/game, 42.0 min. total, 711.8 MB
grappling_amnesty v14 1077 games, 1207437 moves, e=0.010, loss: 2.9, -, 7.2% elo% vs. simple_bot, avg. reward: -0.993, 2.289 sec/game, 42.1 min. total, 710.7 MB
grappling_amnesty v14 1078 games, 1208756 moves, e=0.010, loss: 3.2, -, 7.2% elo% vs. simple_bot, avg. reward: -1.000, 2.291 sec/game, 42.1 min. total, 712.0 MB
grappling_amnesty v14 1079 games, 1210115 moves, e=0.010, loss: 3.2, -, 7.1% elo% vs. simple_bot, avg. reward: -1.001, 2.286 sec/game, 42.1 min. total, 712.4 MB
grappling_amnesty v14 1080 games, 1212006 moves, e=0.010, loss: 2.9, -, 7.0% elo% vs. simple_bot, avg. reward: -0.996, 2.306 sec/game, 42.2 min. total, 711.9 MB
grappling_amnesty v14 1081 games, 1213315 moves, e=0.010, loss: 2.7, -, 6.9% elo% vs. simple_bot, avg. reward: -1.003, 2.302 sec/game, 42.2 min. total, 714.5 MB
grappling_amnesty v14 1082 games, 1214689 moves, e=0.010, loss: 2.8, ., 7.4% elo% vs. simple_bot, avg. reward: -0.999, 2.277 sec/game, 42.2 min. total, 714.8 MB
grappling_amnesty v14 1083 games, 1216056 moves, e=0.010, loss: 2.8, -, 7.3% elo% vs. simple_bot, avg. reward: -1.002, 2.259 sec/game, 42.3 min. total, 713.0 MB
grappling_amnesty v14 1084 games, 1217474 moves, e=0.010, loss: 2.7, -, 7.2% elo% vs. simple_bot, avg. reward: -1.003, 2.267 sec/game, 42.3 min. total, 713.9 MB
grappling_amnesty v14 1085 games, 1219409 moves, e=0.010, loss: 2.5, -, 7.1% elo% vs. simple_bot, avg. reward: -0.996, 2.257 sec/game, 42.4 min. total, 714.9 MB
grappling_amnesty v14 1086 games, 1221059 moves, e=0.010, loss: 2.6, -, 7.1% elo% vs. simple_bot, avg. reward: -1.002, 2.272 sec/game, 42.4 min. total, 715.6 MB
grappling_amnesty v14 1087 games, 1222414 moves, e=0.010, loss: 2.6, -, 7.0% elo% vs. simple_bot, avg. reward: -1.003, 2.286 sec/game, 42.4 min. total, 714.8 MB
grappling_amnesty v14 1088 games, 1223850 moves, e=0.010, loss: 2.5, -, 6.9% elo% vs. simple_bot, avg. reward: -1.002, 2.263 sec/game, 42.5 min. total, 715.7 MB
grappling_amnesty v14 1089 games, 1225374 moves, e=0.010, loss: 2.8, -, 6.8% elo% vs. simple_bot, avg. reward: -0.996, 2.287 sec/game, 42.5 min. total, 716.2 MB
grappling_amnesty v14 1090 games, 1227232 moves, e=0.010, loss: 2.9, -, 6.7% elo% vs. simple_bot, avg. reward: -0.992, 2.317 sec/game, 42.6 min. total, 716.1 MB
grappling_amnesty v14 1091 games, 1229158 moves, e=0.010, loss: 2.6, -, 6.7% elo% vs. simple_bot, avg. reward: -0.985, 2.315 sec/game, 42.6 min. total, 716.6 MB
grappling_amnesty v14 1092 games, 1230850 moves, e=0.010, loss: 2.6, -, 6.6% elo% vs. simple_bot, avg. reward: -0.990, 2.356 sec/game, 42.7 min. total, 715.5 MB
grappling_amnesty v14 1093 games, 1232490 moves, e=0.010, loss: 2.5, -, 6.5% elo% vs. simple_bot, avg. reward: -0.989, 2.383 sec/game, 42.7 min. total, 717.2 MB
grappling_amnesty v14 1094 games, 1234591 moves, e=0.010, loss: 2.6, -, 6.4% elo% vs. simple_bot, avg. reward: -0.976, 2.448 sec/game, 42.8 min. total, 716.3 MB
grappling_amnesty v14 1095 games, 1236030 moves, e=0.010, loss: 2.7, -, 6.4% elo% vs. simple_bot, avg. reward: -0.981, 2.431 sec/game, 42.8 min. total, 717.2 MB
grappling_amnesty v14 1096 games, 1237980 moves, e=0.010, loss: 2.8, -, 6.3% elo% vs. simple_bot, avg. reward: -0.973, 2.476 sec/game, 42.8 min. total, 716.8 MB
grappling_amnesty v14 1097 games, 1239403 moves, e=0.010, loss: 2.7, -, 6.2% elo% vs. simple_bot, avg. reward: -0.969, 2.484 sec/game, 42.9 min. total, 718.5 MB
grappling_amnesty v14 1098 games, 1240940 moves, e=0.010, loss: 2.5, +, 7.3% elo% vs. simple_bot, avg. reward: -0.968, 2.542 sec/game, 42.9 min. total, 718.4 MB
grappling_amnesty v14 1099 games, 1242456 moves, e=0.010, loss: 2.8, -, 7.2% elo% vs. simple_bot, avg. reward: -0.972, 2.555 sec/game, 43.0 min. total, 720.1 MB
grappling_amnesty v14 1100 games, 1244321 moves, e=0.010, loss: 2.6, -, 7.1% elo% vs. simple_bot, avg. reward: -0.972, 2.567 sec/game, 43.0 min. total, 720.3 MB
grappling_amnesty v15 1101 games, 1245828 moves, e=0.010, loss: 2.6, -, 47.7% elo% vs. simple_bot, avg. reward: -0.965, 2.590 sec/game, 43.1 min. total, 719.9 MB
grappling_amnesty v15 1102 games, 1247525 moves, e=0.010, loss: 2.7, -, 45.5% elo% vs. simple_bot, avg. reward: -0.964, 2.629 sec/game, 43.1 min. total, 720.9 MB
grappling_amnesty v15 1103 games, 1249490 moves, e=0.010, loss: 2.4, -, 43.4% elo% vs. simple_bot, avg. reward: -0.957, 2.680 sec/game, 43.2 min. total, 720.5 MB
