subarctic_cranberry v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 312.5 MB
subarctic_cranberry v20 1235 games, 3031634 moves, e=0.010, loss: 1.6, -, 52.9% elo% vs. v15, avg. reward: -0.380, 9.717 sec/game, 111.8 min. total, 1115.5 MB
subarctic_cranberry v20 1236 games, 3035904 moves, e=0.010, loss: 1.5, -, 50.5% elo% vs. v15, avg. reward: -0.381, 9.706 sec/game, 112.0 min. total, 1113.7 MB
subarctic_cranberry v20 1237 games, 3040381 moves, e=0.010, loss: 1.1, -, 48.2% elo% vs. v15, avg. reward: -0.382, 9.747 sec/game, 112.2 min. total, 1113.4 MB
subarctic_cranberry v20 1238 games, 3044877 moves, e=0.010, loss: 0.9, +, 50.6% elo% vs. v15, avg. reward: -0.380, 9.824 sec/game, 112.3 min. total, 1113.9 MB
subarctic_cranberry v20 1239 games, 3049160 moves, e=0.010, loss: 1.1, +, 52.8% elo% vs. v15, avg. reward: -0.378, 9.783 sec/game, 112.5 min. total, 1119.8 MB
subarctic_cranberry v20 1240 games, 3053240 moves, e=0.010, loss: 1.5, -, 50.4% elo% vs. v15, avg. reward: -0.379, 9.831 sec/game, 112.6 min. total, 1118.0 MB
subarctic_cranberry v20 1241 games, 3057104 moves, e=0.010, loss: 1.6, +, 52.7% elo% vs. v15, avg. reward: -0.381, 9.774 sec/game, 112.8 min. total, 1118.2 MB
subarctic_cranberry v20 1242 games, 3061538 moves, e=0.010, loss: 1.5, -, 50.3% elo% vs. v15, avg. reward: -0.379, 9.800 sec/game, 113.0 min. total, 1116.5 MB
subarctic_cranberry v20 1243 games, 3065963 moves, e=0.010, loss: 1.5, +, 52.5% elo% vs. v15, avg. reward: -0.377, 9.826 sec/game, 113.1 min. total, 1118.5 MB
subarctic_cranberry v20 1244 games, 3069969 moves, e=0.010, loss: 1.3, -, 50.1% elo% vs. v15, avg. reward: -0.379, 9.817 sec/game, 113.3 min. total, 1120.2 MB
subarctic_cranberry v20 1245 games, 3074455 moves, e=0.010, loss: 1.4, +, 52.4% elo% vs. v15, avg. reward: -0.378, 9.805 sec/game, 113.4 min. total, 1120.9 MB
subarctic_cranberry v20 1246 games, 3078851 moves, e=0.010, loss: 1.2, +, 54.6% elo% vs. v15, avg. reward: -0.377, 9.786 sec/game, 113.6 min. total, 1120.5 MB
subarctic_cranberry v20 1247 games, 3082846 moves, e=0.010, loss: 1.5, +, 56.7% elo% vs. v15, avg. reward: -0.378, 9.742 sec/game, 113.7 min. total, 1121.0 MB
subarctic_cranberry v20 1248 games, 3086946 moves, e=0.010, loss: 1.3, -, 54.1% elo% vs. v15, avg. reward: -0.378, 9.699 sec/game, 113.9 min. total, 1119.4 MB
subarctic_cranberry v20 1249 games, 3091254 moves, e=0.010, loss: 1.1, -, 51.6% elo% vs. v15, avg. reward: -0.377, 9.679 sec/game, 114.0 min. total, 1122.3 MB
subarctic_cranberry v19 1200 games, 2882825 moves, e=0.010, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.4 MB
subarctic_cranberry v20 1201 games, 2887459 moves, e=0.010, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -0.300, 1.818 sec/game, 0.0 min. total, 333.9 MB
subarctic_cranberry v20 1202 games, 2892096 moves, e=0.010, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -0.283, 1.790 sec/game, 0.1 min. total, 353.1 MB
subarctic_cranberry v20 1203 games, 2896963 moves, e=0.010, loss: 1.1, +, 56.6% elo% vs. random_bot, avg. reward: -0.278, 4.237 sec/game, 0.2 min. total, 381.0 MB
subarctic_cranberry v20 1204 games, 2901326 moves, e=0.010, loss: 1.3, +, 58.5% elo% vs. random_bot, avg. reward: -0.302, 5.622 sec/game, 0.4 min. total, 384.8 MB
subarctic_cranberry v20 1205 games, 2905146 moves, e=0.010, loss: 1.5, +, 60.4% elo% vs. random_bot, avg. reward: -0.344, 6.406 sec/game, 0.5 min. total, 383.2 MB
subarctic_cranberry v20 1206 games, 2909840 moves, e=0.010, loss: 1.5, +, 62.1% elo% vs. random_bot, avg. reward: -0.326, 7.202 sec/game, 0.7 min. total, 385.7 MB
subarctic_cranberry v20 1207 games, 2914282 moves, e=0.010, loss: 1.4, +, 63.7% elo% vs. random_bot, avg. reward: -0.325, 7.651 sec/game, 0.9 min. total, 389.3 MB
subarctic_cranberry v20 1208 games, 2918713 moves, e=0.010, loss: 1.2, +, 65.2% elo% vs. random_bot, avg. reward: -0.312, 8.032 sec/game, 1.1 min. total, 388.6 MB
subarctic_cranberry v20 1209 games, 2923040 moves, e=0.010, loss: 1.4, +, 66.7% elo% vs. random_bot, avg. reward: -0.333, 8.192 sec/game, 1.2 min. total, 389.1 MB
subarctic_cranberry v20 1210 games, 2927399 moves, e=0.010, loss: 1.5, +, 68.0% elo% vs. random_bot, avg. reward: -0.348, 8.298 sec/game, 1.4 min. total, 393.3 MB
subarctic_cranberry v20 1211 games, 2931537 moves, e=0.010, loss: 1.7, +, 69.3% elo% vs. random_bot, avg. reward: -0.361, 8.316 sec/game, 1.5 min. total, 393.8 MB
subarctic_cranberry v20 1212 games, 2935688 moves, e=0.010, loss: 1.5, +, 70.5% elo% vs. random_bot, avg. reward: -0.377, 8.355 sec/game, 1.7 min. total, 396.2 MB
subarctic_cranberry v21 1213 games, 2940138 moves, e=0.010, loss: 1.6, +, 54.5% elo% vs. guard_bot, avg. reward: -0.378, 8.392 sec/game, 1.8 min. total, 462.3 MB
subarctic_cranberry v21 1214 games, 2944632 moves, e=0.010, loss: 1.4, +, 56.6% elo% vs. guard_bot, avg. reward: -0.373, 8.524 sec/game, 2.0 min. total, 462.8 MB
subarctic_cranberry v21 1215 games, 2949208 moves, e=0.010, loss: 1.7, +, 58.5% elo% vs. guard_bot, avg. reward: -0.367, 8.645 sec/game, 2.2 min. total, 464.9 MB
subarctic_cranberry v21 1216 games, 2953731 moves, e=0.010, loss: 1.2, +, 60.4% elo% vs. guard_bot, avg. reward: -0.358, 8.736 sec/game, 2.3 min. total, 466.0 MB
subarctic_cranberry v21 1217 games, 2958252 moves, e=0.010, loss: 1.1, +, 62.1% elo% vs. guard_bot, avg. reward: -0.350, 8.823 sec/game, 2.5 min. total, 466.2 MB
subarctic_cranberry v21 1218 games, 2962562 moves, e=0.010, loss: 1.0, +, 63.7% elo% vs. guard_bot, avg. reward: -0.352, 8.953 sec/game, 2.7 min. total, 466.3 MB
subarctic_cranberry v21 1219 games, 2967017 moves, e=0.010, loss: 1.3, +, 65.2% elo% vs. guard_bot, avg. reward: -0.346, 8.990 sec/game, 2.8 min. total, 470.3 MB
subarctic_cranberry v21 1220 games, 2971742 moves, e=0.010, loss: 0.8, +, 66.7% elo% vs. guard_bot, avg. reward: -0.342, 9.139 sec/game, 3.0 min. total, 470.9 MB
subarctic_cranberry v21 1221 games, 2976324 moves, e=0.010, loss: 0.8, +, 68.0% elo% vs. guard_bot, avg. reward: -0.338, 9.649 sec/game, 3.2 min. total, 471.1 MB
subarctic_cranberry v21 1222 games, 2980663 moves, e=0.010, loss: 1.0, +, 69.3% elo% vs. guard_bot, avg. reward: -0.338, 10.117 sec/game, 3.4 min. total, 470.8 MB
subarctic_cranberry v21 1223 games, 2984983 moves, e=0.010, loss: 1.3, +, 70.5% elo% vs. guard_bot, avg. reward: -0.338, 10.164 sec/game, 3.6 min. total, 471.1 MB
subarctic_cranberry v22 1224 games, 2989111 moves, e=0.010, loss: 1.2, +, 54.5% elo% vs. random_no_suicide, avg. reward: -0.343, 10.135 sec/game, 3.8 min. total, 471.0 MB
subarctic_cranberry v22 1225 games, 2993321 moves, e=0.010, loss: 1.6, +, 56.6% elo% vs. random_no_suicide, avg. reward: -0.347, 10.132 sec/game, 3.9 min. total, 477.7 MB
subarctic_cranberry v22 1226 games, 2997634 moves, e=0.010, loss: 1.5, +, 58.5% elo% vs. random_no_suicide, avg. reward: -0.349, 10.038 sec/game, 4.1 min. total, 475.4 MB
subarctic_cranberry v22 1227 games, 3001648 moves, e=0.010, loss: 1.3, +, 60.4% elo% vs. random_no_suicide, avg. reward: -0.355, 9.942 sec/game, 4.2 min. total, 475.8 MB
subarctic_cranberry v22 1228 games, 3005870 moves, e=0.010, loss: 1.4, +, 62.1% elo% vs. random_no_suicide, avg. reward: -0.352, 9.851 sec/game, 4.4 min. total, 476.3 MB
subarctic_cranberry v22 1229 games, 3010007 moves, e=0.010, loss: 1.5, +, 63.7% elo% vs. random_no_suicide, avg. reward: -0.354, 9.810 sec/game, 4.5 min. total, 478.8 MB
subarctic_cranberry v22 1230 games, 3014798 moves, e=0.010, loss: 1.1, +, 65.2% elo% vs. random_no_suicide, avg. reward: -0.351, 9.847 sec/game, 4.7 min. total, 476.1 MB
subarctic_cranberry v22 1231 games, 3019063 moves, e=0.010, loss: 0.9, +, 66.7% elo% vs. random_no_suicide, avg. reward: -0.351, 9.861 sec/game, 4.8 min. total, 477.7 MB
subarctic_cranberry v22 1232 games, 3023580 moves, e=0.010, loss: 1.1, +, 68.0% elo% vs. random_no_suicide, avg. reward: -0.350, 9.949 sec/game, 5.0 min. total, 481.6 MB
subarctic_cranberry v22 1233 games, 3027973 moves, e=0.010, loss: 1.2, +, 69.3% elo% vs. random_no_suicide, avg. reward: -0.349, 10.081 sec/game, 5.2 min. total, 478.9 MB
subarctic_cranberry v22 1234 games, 3032053 moves, e=0.010, loss: 1.2, +, 70.5% elo% vs. random_no_suicide, avg. reward: -0.352, 10.020 sec/game, 5.3 min. total, 480.5 MB
subarctic_cranberry v23 1235 games, 3036174 moves, e=0.010, loss: 1.3, +, 54.5% elo% vs. simple_bot, avg. reward: -0.355, 9.970 sec/game, 5.5 min. total, 483.8 MB
subarctic_cranberry v23 1236 games, 3040306 moves, e=0.010, loss: 1.4, +, 56.6% elo% vs. simple_bot, avg. reward: -0.355, 9.951 sec/game, 5.6 min. total, 485.8 MB
subarctic_cranberry v23 1237 games, 3044315 moves, e=0.010, loss: 2.0, +, 58.5% elo% vs. simple_bot, avg. reward: -0.356, 9.880 sec/game, 5.8 min. total, 485.5 MB
subarctic_cranberry v23 1238 games, 3048318 moves, e=0.010, loss: 1.5, +, 60.4% elo% vs. simple_bot, avg. reward: -0.353, 9.744 sec/game, 5.9 min. total, 489.3 MB
subarctic_cranberry v23 1239 games, 3052436 moves, e=0.010, loss: 1.4, +, 62.1% elo% vs. simple_bot, avg. reward: -0.354, 9.686 sec/game, 6.1 min. total, 489.3 MB
subarctic_cranberry v23 1240 games, 3056820 moves, e=0.010, loss: 1.2, +, 63.7% elo% vs. simple_bot, avg. reward: -0.357, 9.557 sec/game, 6.2 min. total, 486.7 MB
subarctic_cranberry v23 1241 games, 3061079 moves, e=0.010, loss: 1.1, -, 61.0% elo% vs. simple_bot, avg. reward: -0.358, 9.406 sec/game, 6.4 min. total, 490.8 MB
subarctic_cranberry v23 1242 games, 3065058 moves, e=0.010, loss: 1.4, +, 62.7% elo% vs. simple_bot, avg. reward: -0.356, 9.294 sec/game, 6.5 min. total, 489.7 MB
subarctic_cranberry v23 1243 games, 3069477 moves, e=0.010, loss: 1.4, +, 64.3% elo% vs. simple_bot, avg. reward: -0.357, 9.297 sec/game, 6.7 min. total, 490.7 MB
subarctic_cranberry v23 1244 games, 3073903 moves, e=0.010, loss: 1.3, -, 61.5% elo% vs. simple_bot, avg. reward: -0.358, 9.316 sec/game, 6.9 min. total, 491.6 MB
subarctic_cranberry v23 1245 games, 3078150 moves, e=0.010, loss: 1.7, -, 58.8% elo% vs. simple_bot, avg. reward: -0.359, 9.318 sec/game, 7.0 min. total, 492.0 MB
subarctic_cranberry v23 1246 games, 3082249 moves, e=0.010, loss: 1.5, -, 56.1% elo% vs. simple_bot, avg. reward: -0.360, 9.327 sec/game, 7.2 min. total, 493.2 MB
subarctic_cranberry v23 1247 games, 3086103 moves, e=0.010, loss: 1.7, -, 53.6% elo% vs. simple_bot, avg. reward: -0.363, 9.334 sec/game, 7.3 min. total, 494.0 MB
subarctic_cranberry v23 1248 games, 3090123 moves, e=0.010, loss: 1.7, +, 55.7% elo% vs. simple_bot, avg. reward: -0.365, 9.333 sec/game, 7.5 min. total, 494.4 MB
subarctic_cranberry v23 1249 games, 3094514 moves, e=0.010, loss: 1.7, +, 57.7% elo% vs. simple_bot, avg. reward: -0.364, 9.382 sec/game, 7.6 min. total, 494.1 MB
subarctic_cranberry v23 1250 games, 3099111 moves, e=0.010, loss: 1.3, +, 59.6% elo% vs. simple_bot, avg. reward: -0.361, 9.388 sec/game, 7.8 min. total, 494.3 MB
subarctic_cranberry v23 1251 games, 3103521 moves, e=0.010, loss: 1.1, +, 61.4% elo% vs. simple_bot, avg. reward: -0.360, 9.453 sec/game, 8.0 min. total, 495.9 MB
subarctic_cranberry v23 1252 games, 3107550 moves, e=0.010, loss: 1.2, +, 63.0% elo% vs. simple_bot, avg. reward: -0.360, 9.358 sec/game, 8.1 min. total, 496.0 MB
subarctic_cranberry v23 1253 games, 3111671 moves, e=0.010, loss: 1.1, +, 64.6% elo% vs. simple_bot, avg. reward: -0.361, 9.246 sec/game, 8.3 min. total, 498.3 MB
subarctic_cranberry v23 1254 games, 3116009 moves, e=0.010, loss: 1.3, -, 61.8% elo% vs. simple_bot, avg. reward: -0.360, 9.288 sec/game, 8.4 min. total, 498.3 MB
subarctic_cranberry v23 1255 games, 3120406 moves, e=0.010, loss: 1.5, +, 63.5% elo% vs. simple_bot, avg. reward: -0.360, 9.331 sec/game, 8.6 min. total, 499.1 MB
subarctic_cranberry v23 1256 games, 3124748 moves, e=0.010, loss: 1.4, +, 65.0% elo% vs. simple_bot, avg. reward: -0.359, 9.301 sec/game, 8.7 min. total, 497.0 MB
subarctic_cranberry v23 1257 games, 3129520 moves, e=0.010, loss: 1.3, -, 62.3% elo% vs. simple_bot, avg. reward: -0.358, 9.380 sec/game, 8.9 min. total, 500.8 MB
subarctic_cranberry v23 1258 games, 3133911 moves, e=0.010, loss: 1.3, +, 63.9% elo% vs. simple_bot, avg. reward: -0.358, 9.429 sec/game, 9.1 min. total, 497.2 MB
subarctic_cranberry v23 1259 games, 3138599 moves, e=0.010, loss: 1.2, +, 65.4% elo% vs. simple_bot, avg. reward: -0.355, 9.495 sec/game, 9.2 min. total, 500.6 MB
subarctic_cranberry v23 1260 games, 3143484 moves, e=0.010, loss: 0.9, +, 66.8% elo% vs. simple_bot, avg. reward: -0.354, 9.534 sec/game, 9.4 min. total, 498.8 MB
subarctic_cranberry v23 1261 games, 3148198 moves, e=0.010, loss: 1.1, +, 68.2% elo% vs. simple_bot, avg. reward: -0.353, 9.599 sec/game, 9.6 min. total, 500.9 MB
subarctic_cranberry v23 1262 games, 3152688 moves, e=0.010, loss: 0.9, +, 69.4% elo% vs. simple_bot, avg. reward: -0.351, 9.658 sec/game, 9.7 min. total, 501.2 MB
subarctic_cranberry v23 1263 games, 3157016 moves, e=0.010, loss: 0.9, +, 70.6% elo% vs. simple_bot, avg. reward: -0.352, 9.618 sec/game, 9.9 min. total, 502.3 MB
subarctic_cranberry v24 1264 games, 3161481 moves, e=0.010, loss: 1.0, +, 54.5% elo% vs. terrible_bot, avg. reward: -0.352, 9.608 sec/game, 10.1 min. total, 508.7 MB
subarctic_cranberry v24 1265 games, 3165689 moves, e=0.010, loss: 1.2, +, 56.6% elo% vs. terrible_bot, avg. reward: -0.354, 9.611 sec/game, 10.2 min. total, 509.0 MB
subarctic_cranberry v24 1266 games, 3169763 moves, e=0.010, loss: 1.4, +, 58.5% elo% vs. terrible_bot, avg. reward: -0.355, 9.601 sec/game, 10.4 min. total, 509.8 MB
subarctic_cranberry v24 1267 games, 3173697 moves, e=0.010, loss: 1.6, +, 60.4% elo% vs. terrible_bot, avg. reward: -0.356, 9.627 sec/game, 10.5 min. total, 510.3 MB
subarctic_cranberry v24 1268 games, 3178224 moves, e=0.010, loss: 1.4, -, 57.7% elo% vs. terrible_bot, avg. reward: -0.354, 9.748 sec/game, 10.7 min. total, 509.7 MB
subarctic_cranberry v24 1269 games, 3182574 moves, e=0.010, loss: 0.9, +, 59.6% elo% vs. terrible_bot, avg. reward: -0.353, 9.716 sec/game, 10.9 min. total, 509.6 MB
subarctic_cranberry v24 1270 games, 3187047 moves, e=0.010, loss: 1.0, +, 61.3% elo% vs. terrible_bot, avg. reward: -0.353, 9.699 sec/game, 11.0 min. total, 508.0 MB
subarctic_cranberry v24 1271 games, 3191707 moves, e=0.010, loss: 0.7, +, 63.0% elo% vs. terrible_bot, avg. reward: -0.352, 9.711 sec/game, 11.2 min. total, 511.8 MB
subarctic_cranberry v24 1272 games, 3196130 moves, e=0.010, loss: 1.0, +, 64.6% elo% vs. terrible_bot, avg. reward: -0.351, 9.747 sec/game, 11.4 min. total, 507.7 MB
subarctic_cranberry v24 1273 games, 3200619 moves, e=0.010, loss: 1.2, ., 64.0% elo% vs. terrible_bot, avg. reward: -0.350, 9.779 sec/game, 11.5 min. total, 512.2 MB
subarctic_cranberry v24 1274 games, 3204586 moves, e=0.010, loss: 1.4, +, 65.5% elo% vs. terrible_bot, avg. reward: -0.352, 9.747 sec/game, 11.7 min. total, 512.5 MB
subarctic_cranberry v24 1275 games, 3208963 moves, e=0.010, loss: 1.5, +, 66.9% elo% vs. terrible_bot, avg. reward: -0.353, 9.727 sec/game, 11.8 min. total, 513.4 MB
subarctic_cranberry v24 1276 games, 3213460 moves, e=0.010, loss: 1.1, -, 64.1% elo% vs. terrible_bot, avg. reward: -0.352, 9.746 sec/game, 12.0 min. total, 514.2 MB
subarctic_cranberry v24 1277 games, 3217627 moves, e=0.010, loss: 1.1, +, 65.6% elo% vs. terrible_bot, avg. reward: -0.353, 9.672 sec/game, 12.1 min. total, 513.9 MB
subarctic_cranberry v24 1278 games, 3221843 moves, e=0.010, loss: 1.0, -, 62.9% elo% vs. terrible_bot, avg. reward: -0.354, 9.671 sec/game, 12.3 min. total, 513.8 MB
subarctic_cranberry v24 1279 games, 3226123 moves, e=0.010, loss: 1.0, -, 60.1% elo% vs. terrible_bot, avg. reward: -0.356, 9.657 sec/game, 12.5 min. total, 514.7 MB
subarctic_cranberry v24 1280 games, 3230398 moves, e=0.010, loss: 1.3, +, 61.9% elo% vs. terrible_bot, avg. reward: -0.355, 9.624 sec/game, 12.6 min. total, 515.1 MB
subarctic_cranberry v24 1281 games, 3234781 moves, e=0.010, loss: 1.3, +, 63.5% elo% vs. terrible_bot, avg. reward: -0.355, 9.600 sec/game, 12.8 min. total, 517.7 MB
subarctic_cranberry v24 1282 games, 3238800 moves, e=0.010, loss: 1.4, +, 65.0% elo% vs. terrible_bot, avg. reward: -0.357, 9.565 sec/game, 12.9 min. total, 518.9 MB
subarctic_cranberry v24 1283 games, 3243363 moves, e=0.010, loss: 1.2, -, 62.3% elo% vs. terrible_bot, avg. reward: -0.356, 9.592 sec/game, 13.1 min. total, 519.2 MB
subarctic_cranberry v24 1284 games, 3247382 moves, e=0.010, loss: 1.2, -, 59.5% elo% vs. terrible_bot, avg. reward: -0.357, 9.546 sec/game, 13.2 min. total, 521.7 MB
subarctic_cranberry v24 1285 games, 3251494 moves, e=0.010, loss: 1.3, +, 61.3% elo% vs. terrible_bot, avg. reward: -0.357, 9.501 sec/game, 13.4 min. total, 520.7 MB
subarctic_cranberry v24 1286 games, 3255802 moves, e=0.010, loss: 1.2, -, 58.6% elo% vs. terrible_bot, avg. reward: -0.358, 9.475 sec/game, 13.5 min. total, 520.3 MB
subarctic_cranberry v24 1287 games, 3260376 moves, e=0.010, loss: 1.2, +, 60.5% elo% vs. terrible_bot, avg. reward: -0.358, 9.554 sec/game, 13.7 min. total, 520.2 MB
subarctic_cranberry v24 1288 games, 3264761 moves, e=0.010, loss: 1.1, +, 62.2% elo% vs. terrible_bot, avg. reward: -0.358, 9.477 sec/game, 13.9 min. total, 520.4 MB
subarctic_cranberry v24 1289 games, 3269272 moves, e=0.010, loss: 1.1, +, 63.8% elo% vs. terrible_bot, avg. reward: -0.356, 9.525 sec/game, 14.0 min. total, 521.2 MB
subarctic_cranberry v24 1290 games, 3273140 moves, e=0.010, loss: 1.5, +, 65.3% elo% vs. terrible_bot, avg. reward: -0.358, 9.466 sec/game, 14.2 min. total, 524.0 MB
subarctic_cranberry v24 1291 games, 3277427 moves, e=0.010, loss: 1.4, +, 66.8% elo% vs. terrible_bot, avg. reward: -0.356, 9.425 sec/game, 14.3 min. total, 523.9 MB
subarctic_cranberry v24 1292 games, 3281840 moves, e=0.010, loss: 1.2, +, 68.1% elo% vs. terrible_bot, avg. reward: -0.357, 9.451 sec/game, 14.5 min. total, 523.6 MB
subarctic_cranberry v24 1293 games, 3286160 moves, e=0.010, loss: 1.2, +, 69.4% elo% vs. terrible_bot, avg. reward: -0.355, 9.443 sec/game, 14.7 min. total, 525.4 MB
subarctic_cranberry v24 1294 games, 3290892 moves, e=0.010, loss: 0.8, +, 70.6% elo% vs. terrible_bot, avg. reward: -0.354, 9.498 sec/game, 14.8 min. total, 524.9 MB
subarctic_cranberry v25 1295 games, 3295689 moves, e=0.010, loss: 0.8, +, 54.5% elo% vs. supershibe, avg. reward: -0.352, 9.539 sec/game, 15.0 min. total, 528.9 MB
subarctic_cranberry v25 1296 games, 3299905 moves, e=0.010, loss: 0.8, +, 56.6% elo% vs. supershibe, avg. reward: -0.353, 9.548 sec/game, 15.2 min. total, 529.0 MB
subarctic_cranberry v25 1297 games, 3304488 moves, e=0.010, loss: 1.3, +, 58.5% elo% vs. supershibe, avg. reward: -0.352, 9.593 sec/game, 15.3 min. total, 529.6 MB
subarctic_cranberry v25 1298 games, 3308832 moves, e=0.010, loss: 1.3, -, 55.9% elo% vs. supershibe, avg. reward: -0.352, 9.567 sec/game, 15.5 min. total, 529.9 MB
subarctic_cranberry v25 1299 games, 3313143 moves, e=0.010, loss: 1.2, +, 57.9% elo% vs. supershibe, avg. reward: -0.352, 9.569 sec/game, 15.6 min. total, 531.0 MB
subarctic_cranberry v25 1300 games, 3317349 moves, e=0.010, loss: 1.4, +, 59.7% elo% vs. supershibe, avg. reward: -0.353, 9.530 sec/game, 15.8 min. total, 531.3 MB
subarctic_cranberry v26 1301 games, 3321993 moves, e=0.010, loss: 0.9, ., 50.0% elo% vs. supershibe, avg. reward: -0.352, 9.532 sec/game, 16.0 min. total, 530.2 MB
subarctic_cranberry v26 1302 games, 3326782 moves, e=0.010, loss: 0.7, +, 52.3% elo% vs. supershibe, avg. reward: -0.351, 9.551 sec/game, 16.1 min. total, 532.3 MB
subarctic_cranberry v26 1303 games, 3331317 moves, e=0.010, loss: 1.0, +, 54.5% elo% vs. supershibe, avg. reward: -0.351, 9.515 sec/game, 16.3 min. total, 533.6 MB
subarctic_cranberry v26 1304 games, 3336170 moves, e=0.010, loss: 1.1, +, 56.6% elo% vs. supershibe, avg. reward: -0.350, 9.600 sec/game, 16.4 min. total, 533.7 MB
subarctic_cranberry v26 1305 games, 3340434 moves, e=0.010, loss: 1.1, +, 58.5% elo% vs. supershibe, avg. reward: -0.347, 9.619 sec/game, 16.6 min. total, 534.2 MB
subarctic_cranberry v26 1306 games, 3345023 moves, e=0.010, loss: 1.0, +, 60.4% elo% vs. supershibe, avg. reward: -0.348, 9.641 sec/game, 16.7 min. total, 535.0 MB
subarctic_cranberry v26 1307 games, 3349153 moves, e=0.010, loss: 1.2, +, 62.1% elo% vs. supershibe, avg. reward: -0.349, 9.556 sec/game, 16.9 min. total, 534.2 MB
subarctic_cranberry v26 1308 games, 3353662 moves, e=0.010, loss: 1.1, +, 63.7% elo% vs. supershibe, avg. reward: -0.350, 9.529 sec/game, 17.1 min. total, 536.1 MB
subarctic_cranberry v26 1309 games, 3358488 moves, e=0.010, loss: 0.9, +, 65.2% elo% vs. supershibe, avg. reward: -0.346, 9.567 sec/game, 17.2 min. total, 535.6 MB
subarctic_cranberry v26 1310 games, 3363077 moves, e=0.010, loss: 0.7, +, 66.7% elo% vs. supershibe, avg. reward: -0.344, 9.660 sec/game, 17.4 min. total, 537.7 MB
subarctic_cranberry v26 1311 games, 3367334 moves, e=0.010, loss: 1.0, +, 68.0% elo% vs. supershibe, avg. reward: -0.343, 9.637 sec/game, 17.6 min. total, 537.4 MB
subarctic_cranberry v26 1312 games, 3371555 moves, e=0.010, loss: 1.2, -, 65.2% elo% vs. supershibe, avg. reward: -0.341, 9.600 sec/game, 17.7 min. total, 539.1 MB
subarctic_cranberry v26 1313 games, 3375975 moves, e=0.010, loss: 1.1, +, 66.7% elo% vs. supershibe, avg. reward: -0.340, 9.594 sec/game, 17.9 min. total, 538.2 MB
subarctic_cranberry v26 1314 games, 3380663 moves, e=0.010, loss: 1.4, +, 68.0% elo% vs. supershibe, avg. reward: -0.339, 9.596 sec/game, 18.0 min. total, 535.8 MB
subarctic_cranberry v26 1315 games, 3385309 moves, e=0.010, loss: 1.0, +, 69.3% elo% vs. supershibe, avg. reward: -0.338, 9.574 sec/game, 18.2 min. total, 539.5 MB
subarctic_cranberry v26 1316 games, 3390052 moves, e=0.010, loss: 0.6, +, 70.5% elo% vs. supershibe, avg. reward: -0.338, 9.620 sec/game, 18.4 min. total, 539.5 MB
