magnetize_flanked v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.4 MB
magnetize_flanked v12 899 games, 1057263 moves, e=0.010, loss: 3.7, -, 16.0% elo% vs. simple_bot, avg. reward: -1.157, 6.889 sec/game, 40.7 min. total, 788.8 MB
magnetize_flanked v12 900 games, 1060601 moves, e=0.010, loss: 3.2, -, 15.6% elo% vs. simple_bot, avg. reward: -1.129, 6.961 sec/game, 40.8 min. total, 788.9 MB
magnetize_flanked v13 901 games, 1063691 moves, e=0.010, loss: 3.4, -, 47.7% elo% vs. simple_bot, avg. reward: -1.121, 6.949 sec/game, 40.9 min. total, 790.1 MB
magnetize_flanked v13 902 games, 1066757 moves, e=0.010, loss: 2.8, -, 45.5% elo% vs. simple_bot, avg. reward: -1.107, 6.943 sec/game, 41.0 min. total, 791.4 MB
magnetize_flanked v13 903 games, 1069577 moves, e=0.010, loss: 3.2, -, 43.4% elo% vs. simple_bot, avg. reward: -1.098, 6.991 sec/game, 41.1 min. total, 792.1 MB
magnetize_flanked v13 904 games, 1072668 moves, e=0.010, loss: 3.0, -, 41.5% elo% vs. simple_bot, avg. reward: -1.090, 7.027 sec/game, 41.3 min. total, 793.3 MB
magnetize_flanked v13 905 games, 1075352 moves, e=0.010, loss: 3.1, -, 39.6% elo% vs. simple_bot, avg. reward: -1.088, 6.990 sec/game, 41.4 min. total, 794.0 MB
magnetize_flanked v13 906 games, 1077401 moves, e=0.010, loss: 3.8, -, 37.9% elo% vs. simple_bot, avg. reward: -1.088, 6.868 sec/game, 41.4 min. total, 792.7 MB
magnetize_flanked v13 907 games, 1080207 moves, e=0.010, loss: 4.5, +, 40.6% elo% vs. simple_bot, avg. reward: -1.081, 6.804 sec/game, 41.6 min. total, 789.4 MB
magnetize_flanked v13 908 games, 1082568 moves, e=0.010, loss: 4.6, -, 38.8% elo% vs. simple_bot, avg. reward: -1.076, 6.706 sec/game, 41.7 min. total, 787.0 MB
magnetize_flanked v13 909 games, 1085045 moves, e=0.010, loss: 5.2, -, 37.2% elo% vs. simple_bot, avg. reward: -1.073, 6.610 sec/game, 41.7 min. total, 787.3 MB
magnetize_flanked v13 910 games, 1088111 moves, e=0.010, loss: 4.2, +, 39.9% elo% vs. simple_bot, avg. reward: -1.062, 6.698 sec/game, 41.9 min. total, 791.5 MB
magnetize_flanked v13 911 games, 1090604 moves, e=0.010, loss: 3.6, +, 42.6% elo% vs. simple_bot, avg. reward: -1.057, 6.650 sec/game, 42.0 min. total, 790.7 MB
magnetize_flanked v13 912 games, 1092803 moves, e=0.010, loss: 3.8, -, 40.7% elo% vs. simple_bot, avg. reward: -1.053, 6.625 sec/game, 42.1 min. total, 788.1 MB
magnetize_flanked v13 913 games, 1094489 moves, e=0.010, loss: 4.2, +, 43.3% elo% vs. simple_bot, avg. reward: -1.055, 6.485 sec/game, 42.1 min. total, 786.7 MB
magnetize_flanked v13 914 games, 1096789 moves, e=0.010, loss: 4.2, -, 41.4% elo% vs. simple_bot, avg. reward: -1.041, 6.420 sec/game, 42.2 min. total, 785.0 MB
magnetize_flanked v13 915 games, 1099291 moves, e=0.010, loss: 4.8, -, 39.6% elo% vs. simple_bot, avg. reward: -1.033, 6.361 sec/game, 42.3 min. total, 783.6 MB
magnetize_flanked v13 916 games, 1101549 moves, e=0.010, loss: 4.9, -, 37.8% elo% vs. simple_bot, avg. reward: -1.028, 6.263 sec/game, 42.4 min. total, 784.8 MB
magnetize_flanked v13 917 games, 1104232 moves, e=0.010, loss: 4.0, +, 40.6% elo% vs. simple_bot, avg. reward: -1.014, 6.204 sec/game, 42.5 min. total, 789.8 MB
magnetize_flanked v13 918 games, 1106668 moves, e=0.010, loss: 4.1, -, 38.8% elo% vs. simple_bot, avg. reward: -1.005, 6.114 sec/game, 42.6 min. total, 790.0 MB
magnetize_flanked v13 919 games, 1109012 moves, e=0.010, loss: 3.9, +, 41.5% elo% vs. simple_bot, avg. reward: -0.998, 6.062 sec/game, 42.7 min. total, 792.2 MB
magnetize_flanked v13 920 games, 1111095 moves, e=0.010, loss: 3.5, -, 39.6% elo% vs. simple_bot, avg. reward: -0.992, 5.926 sec/game, 42.8 min. total, 791.7 MB
magnetize_flanked v13 921 games, 1112634 moves, e=0.010, loss: 3.4, -, 37.9% elo% vs. simple_bot, avg. reward: -0.989, 5.758 sec/game, 42.8 min. total, 787.9 MB
magnetize_flanked v13 922 games, 1115084 moves, e=0.010, loss: 3.4, -, 36.3% elo% vs. simple_bot, avg. reward: -0.978, 5.705 sec/game, 42.9 min. total, 788.1 MB
magnetize_flanked v13 923 games, 1116668 moves, e=0.010, loss: 3.5, -, 34.7% elo% vs. simple_bot, avg. reward: -0.981, 5.582 sec/game, 43.0 min. total, 783.9 MB
magnetize_flanked v13 924 games, 1117989 moves, e=0.010, loss: 3.6, -, 33.3% elo% vs. simple_bot, avg. reward: -0.993, 5.392 sec/game, 43.1 min. total, 784.7 MB
magnetize_flanked v13 925 games, 1119474 moves, e=0.010, loss: 4.4, -, 32.0% elo% vs. simple_bot, avg. reward: -0.985, 5.253 sec/game, 43.1 min. total, 784.1 MB
magnetize_flanked v13 926 games, 1121775 moves, e=0.010, loss: 4.7, +, 34.7% elo% vs. simple_bot, avg. reward: -0.981, 5.268 sec/game, 43.2 min. total, 786.1 MB
magnetize_flanked v13 927 games, 1123599 moves, e=0.010, loss: 4.9, +, 37.5% elo% vs. simple_bot, avg. reward: -0.980, 5.181 sec/game, 43.3 min. total, 786.5 MB
magnetize_flanked v13 928 games, 1125821 moves, e=0.010, loss: 5.2, -, 35.9% elo% vs. simple_bot, avg. reward: -0.980, 5.185 sec/game, 43.4 min. total, 783.2 MB
magnetize_flanked v13 929 games, 1128583 moves, e=0.010, loss: 4.0, -, 34.4% elo% vs. simple_bot, avg. reward: -0.970, 5.230 sec/game, 43.5 min. total, 790.8 MB
magnetize_flanked v13 930 games, 1131079 moves, e=0.010, loss: 3.4, -, 33.0% elo% vs. simple_bot, avg. reward: -0.967, 5.148 sec/game, 43.6 min. total, 795.1 MB
magnetize_flanked v13 931 games, 1133483 moves, e=0.010, loss: 3.4, -, 31.7% elo% vs. simple_bot, avg. reward: -0.964, 5.125 sec/game, 43.7 min. total, 796.4 MB
magnetize_flanked v13 932 games, 1135701 moves, e=0.010, loss: 3.7, -, 30.4% elo% vs. simple_bot, avg. reward: -0.963, 5.127 sec/game, 43.8 min. total, 797.3 MB
magnetize_flanked v13 933 games, 1138951 moves, e=0.010, loss: 3.5, -, 29.2% elo% vs. simple_bot, avg. reward: -0.954, 5.297 sec/game, 43.9 min. total, 798.7 MB
magnetize_flanked v13 934 games, 1141151 moves, e=0.010, loss: 3.9, -, 28.1% elo% vs. simple_bot, avg. reward: -0.954, 5.295 sec/game, 44.0 min. total, 798.4 MB
magnetize_flanked v13 935 games, 1144000 moves, e=0.010, loss: 4.1, ., 29.0% elo% vs. simple_bot, avg. reward: -0.945, 5.309 sec/game, 44.1 min. total, 801.5 MB
magnetize_flanked v13 936 games, 1146194 moves, e=0.010, loss: 3.9, +, 31.7% elo% vs. simple_bot, avg. reward: -0.944, 5.307 sec/game, 44.2 min. total, 801.3 MB
magnetize_flanked v13 937 games, 1148832 moves, e=0.010, loss: 4.0, -, 30.5% elo% vs. simple_bot, avg. reward: -0.939, 5.302 sec/game, 44.3 min. total, 801.0 MB
magnetize_flanked v13 938 games, 1151890 moves, e=0.010, loss: 3.3, -, 29.3% elo% vs. simple_bot, avg. reward: -0.920, 5.387 sec/game, 44.4 min. total, 805.9 MB
magnetize_flanked v13 939 games, 1154886 moves, e=0.010, loss: 3.2, -, 28.2% elo% vs. simple_bot, avg. reward: -0.914, 5.449 sec/game, 44.5 min. total, 807.5 MB
magnetize_flanked v13 940 games, 1157666 moves, e=0.010, loss: 2.9, -, 27.1% elo% vs. simple_bot, avg. reward: -0.909, 5.538 sec/game, 44.6 min. total, 809.8 MB
magnetize_flanked v13 941 games, 1160445 moves, e=0.010, loss: 3.0, -, 26.2% elo% vs. simple_bot, avg. reward: -0.908, 5.676 sec/game, 44.7 min. total, 808.0 MB
magnetize_flanked v13 942 games, 1163379 moves, e=0.010, loss: 3.1, -, 25.3% elo% vs. simple_bot, avg. reward: -0.902, 5.721 sec/game, 44.8 min. total, 808.4 MB
magnetize_flanked v13 943 games, 1166175 moves, e=0.010, loss: 3.0, -, 24.4% elo% vs. simple_bot, avg. reward: -0.897, 5.845 sec/game, 44.9 min. total, 809.3 MB
magnetize_flanked v13 944 games, 1169112 moves, e=0.010, loss: 3.0, -, 23.6% elo% vs. simple_bot, avg. reward: -0.893, 6.018 sec/game, 45.1 min. total, 811.5 MB
magnetize_flanked v13 945 games, 1172409 moves, e=0.010, loss: 2.7, +, 26.2% elo% vs. simple_bot, avg. reward: -0.882, 6.210 sec/game, 45.2 min. total, 815.9 MB
magnetize_flanked v13 946 games, 1175724 moves, e=0.010, loss: 2.1, -, 25.3% elo% vs. simple_bot, avg. reward: -0.873, 6.319 sec/game, 45.3 min. total, 814.2 MB
magnetize_flanked v13 947 games, 1178766 moves, e=0.010, loss: 2.0, -, 24.4% elo% vs. simple_bot, avg. reward: -0.868, 6.422 sec/game, 45.4 min. total, 814.1 MB
magnetize_flanked v13 948 games, 1181947 moves, e=0.010, loss: 2.3, -, 23.6% elo% vs. simple_bot, avg. reward: -0.865, 6.497 sec/game, 45.5 min. total, 815.5 MB
magnetize_flanked v13 949 games, 1185089 moves, e=0.010, loss: 2.2, -, 22.8% elo% vs. simple_bot, avg. reward: -0.856, 6.527 sec/game, 45.7 min. total, 814.7 MB
magnetize_flanked v13 950 games, 1188456 moves, e=0.010, loss: 2.4, -, 22.1% elo% vs. simple_bot, avg. reward: -0.852, 6.620 sec/game, 45.8 min. total, 815.6 MB
magnetize_flanked v13 951 games, 1191882 moves, e=0.010, loss: 2.0, -, 21.4% elo% vs. simple_bot, avg. reward: -0.846, 6.722 sec/game, 45.9 min. total, 814.7 MB
magnetize_flanked v13 952 games, 1195637 moves, e=0.010, loss: 1.9, -, 20.7% elo% vs. simple_bot, avg. reward: -0.832, 6.884 sec/game, 46.1 min. total, 816.9 MB
magnetize_flanked v13 953 games, 1198442 moves, e=0.010, loss: 1.8, ., 21.6% elo% vs. simple_bot, avg. reward: -0.830, 6.841 sec/game, 46.2 min. total, 816.9 MB
magnetize_flanked v13 954 games, 1201985 moves, e=0.010, loss: 1.8, -, 21.0% elo% vs. simple_bot, avg. reward: -0.819, 6.975 sec/game, 46.3 min. total, 816.8 MB
magnetize_flanked v13 955 games, 1205289 moves, e=0.010, loss: 2.1, -, 20.3% elo% vs. simple_bot, avg. reward: -0.814, 7.020 sec/game, 46.4 min. total, 817.0 MB
magnetize_flanked v13 956 games, 1208366 moves, e=0.010, loss: 1.8, -, 19.7% elo% vs. simple_bot, avg. reward: -0.809, 7.127 sec/game, 46.5 min. total, 819.9 MB
magnetize_flanked v13 957 games, 1211096 moves, e=0.010, loss: 2.2, -, 19.2% elo% vs. simple_bot, avg. reward: -0.810, 7.134 sec/game, 46.7 min. total, 818.6 MB
magnetize_flanked v13 958 games, 1214955 moves, e=0.010, loss: 2.3, +, 21.6% elo% vs. simple_bot, avg. reward: -0.805, 7.223 sec/game, 46.8 min. total, 820.1 MB
magnetize_flanked v13 959 games, 1218202 moves, e=0.010, loss: 2.1, +, 24.1% elo% vs. simple_bot, avg. reward: -0.802, 7.255 sec/game, 46.9 min. total, 818.7 MB
magnetize_flanked v13 960 games, 1221173 moves, e=0.010, loss: 2.5, +, 26.8% elo% vs. simple_bot, avg. reward: -0.800, 7.249 sec/game, 47.0 min. total, 820.3 MB
magnetize_flanked v13 961 games, 1224415 moves, e=0.010, loss: 2.2, -, 25.8% elo% vs. simple_bot, avg. reward: -0.797, 7.282 sec/game, 47.2 min. total, 821.8 MB
magnetize_flanked v13 962 games, 1227904 moves, e=0.010, loss: 2.3, +, 28.5% elo% vs. simple_bot, avg. reward: -0.794, 7.348 sec/game, 47.3 min. total, 821.7 MB
magnetize_flanked v13 963 games, 1231061 moves, e=0.010, loss: 2.4, ., 29.3% elo% vs. simple_bot, avg. reward: -0.791, 7.386 sec/game, 47.4 min. total, 820.9 MB
magnetize_flanked v13 964 games, 1233352 moves, e=0.010, loss: 3.0, -, 28.2% elo% vs. simple_bot, avg. reward: -0.795, 7.307 sec/game, 47.5 min. total, 821.2 MB
magnetize_flanked v13 965 games, 1236506 moves, e=0.010, loss: 3.4, -, 27.2% elo% vs. simple_bot, avg. reward: -0.792, 7.305 sec/game, 47.6 min. total, 820.3 MB
magnetize_flanked v13 966 games, 1239789 moves, e=0.010, loss: 3.2, +, 29.9% elo% vs. simple_bot, avg. reward: -0.790, 7.305 sec/game, 47.7 min. total, 822.6 MB
magnetize_flanked v13 967 games, 1242739 moves, e=0.010, loss: 3.3, -, 28.8% elo% vs. simple_bot, avg. reward: -0.782, 7.311 sec/game, 47.9 min. total, 824.4 MB
magnetize_flanked v13 968 games, 1245574 moves, e=0.010, loss: 2.7, ., 29.6% elo% vs. simple_bot, avg. reward: -0.776, 7.298 sec/game, 48.0 min. total, 823.9 MB
magnetize_flanked v13 969 games, 1248490 moves, e=0.010, loss: 2.5, +, 32.4% elo% vs. simple_bot, avg. reward: -0.772, 7.263 sec/game, 48.1 min. total, 823.5 MB
magnetize_flanked v13 970 games, 1251650 moves, e=0.010, loss: 2.6, -, 31.1% elo% vs. simple_bot, avg. reward: -0.767, 7.255 sec/game, 48.2 min. total, 825.1 MB
magnetize_flanked v13 971 games, 1255457 moves, e=0.010, loss: 2.0, +, 33.8% elo% vs. simple_bot, avg. reward: -0.762, 7.227 sec/game, 48.3 min. total, 828.2 MB
magnetize_flanked v13 972 games, 1258586 moves, e=0.010, loss: 1.9, +, 36.6% elo% vs. simple_bot, avg. reward: -0.753, 7.106 sec/game, 48.4 min. total, 829.9 MB
magnetize_flanked v13 973 games, 1261629 moves, e=0.010, loss: 1.6, +, 39.4% elo% vs. simple_bot, avg. reward: -0.742, 7.067 sec/game, 48.5 min. total, 828.6 MB
magnetize_flanked v13 974 games, 1264664 moves, e=0.010, loss: 2.1, +, 42.1% elo% vs. simple_bot, avg. reward: -0.733, 6.958 sec/game, 48.6 min. total, 827.5 MB
magnetize_flanked v13 975 games, 1267473 moves, e=0.010, loss: 1.7, +, 44.7% elo% vs. simple_bot, avg. reward: -0.731, 6.859 sec/game, 48.7 min. total, 830.6 MB
magnetize_flanked v13 976 games, 1271102 moves, e=0.010, loss: 1.2, -, 42.7% elo% vs. simple_bot, avg. reward: -0.727, 6.841 sec/game, 48.8 min. total, 830.6 MB
magnetize_flanked v13 977 games, 1274910 moves, e=0.010, loss: 1.0, -, 40.8% elo% vs. simple_bot, avg. reward: -0.726, 6.875 sec/game, 48.9 min. total, 832.8 MB
magnetize_flanked v13 978 games, 1278723 moves, e=0.010, loss: 1.3, -, 39.0% elo% vs. simple_bot, avg. reward: -0.720, 6.774 sec/game, 49.1 min. total, 832.3 MB
magnetize_flanked v13 979 games, 1282106 moves, e=0.010, loss: 1.4, +, 41.7% elo% vs. simple_bot, avg. reward: -0.716, 6.714 sec/game, 49.2 min. total, 833.4 MB
magnetize_flanked v13 980 games, 1286060 moves, e=0.010, loss: 1.5, +, 44.3% elo% vs. simple_bot, avg. reward: -0.711, 6.745 sec/game, 49.3 min. total, 833.1 MB
magnetize_flanked v13 981 games, 1289574 moves, e=0.010, loss: 1.6, -, 42.3% elo% vs. simple_bot, avg. reward: -0.709, 6.700 sec/game, 49.4 min. total, 832.3 MB
magnetize_flanked v13 982 games, 1292727 moves, e=0.010, loss: 2.0, -, 40.4% elo% vs. simple_bot, avg. reward: -0.710, 6.597 sec/game, 49.5 min. total, 835.9 MB
magnetize_flanked v13 983 games, 1296314 moves, e=0.010, loss: 2.7, +, 43.1% elo% vs. simple_bot, avg. reward: -0.703, 6.573 sec/game, 49.6 min. total, 835.4 MB
magnetize_flanked v13 984 games, 1299432 moves, e=0.010, loss: 2.7, -, 41.1% elo% vs. simple_bot, avg. reward: -0.701, 6.597 sec/game, 49.7 min. total, 833.4 MB
magnetize_flanked v13 985 games, 1303101 moves, e=0.010, loss: 2.4, -, 39.3% elo% vs. simple_bot, avg. reward: -0.701, 6.563 sec/game, 49.8 min. total, 831.4 MB
magnetize_flanked v13 986 games, 1305037 moves, e=0.010, loss: 3.0, -, 37.6% elo% vs. simple_bot, avg. reward: -0.708, 6.385 sec/game, 49.9 min. total, 827.7 MB
magnetize_flanked v13 987 games, 1308118 moves, e=0.010, loss: 2.7, -, 36.0% elo% vs. simple_bot, avg. reward: -0.709, 6.316 sec/game, 50.0 min. total, 831.4 MB
magnetize_flanked v13 988 games, 1311411 moves, e=0.010, loss: 3.4, -, 34.5% elo% vs. simple_bot, avg. reward: -0.708, 6.292 sec/game, 50.1 min. total, 833.1 MB
magnetize_flanked v13 989 games, 1314893 moves, e=0.010, loss: 3.0, -, 33.1% elo% vs. simple_bot, avg. reward: -0.708, 6.284 sec/game, 50.2 min. total, 839.0 MB
magnetize_flanked v13 990 games, 1318012 moves, e=0.010, loss: 3.3, -, 31.7% elo% vs. simple_bot, avg. reward: -0.703, 6.203 sec/game, 50.3 min. total, 840.0 MB
magnetize_flanked v13 991 games, 1321093 moves, e=0.010, loss: 3.4, +, 34.5% elo% vs. simple_bot, avg. reward: -0.701, 6.137 sec/game, 50.4 min. total, 840.6 MB
magnetize_flanked v13 992 games, 1324965 moves, e=0.010, loss: 2.7, +, 37.3% elo% vs. simple_bot, avg. reward: -0.691, 6.193 sec/game, 50.5 min. total, 840.2 MB
magnetize_flanked v13 993 games, 1328688 moves, e=0.010, loss: 2.0, +, 40.0% elo% vs. simple_bot, avg. reward: -0.686, 6.273 sec/game, 50.6 min. total, 842.6 MB
magnetize_flanked v13 994 games, 1331905 moves, e=0.010, loss: 1.8, -, 38.3% elo% vs. simple_bot, avg. reward: -0.682, 6.286 sec/game, 50.7 min. total, 840.8 MB
magnetize_flanked v13 995 games, 1335302 moves, e=0.010, loss: 2.4, -, 36.6% elo% vs. simple_bot, avg. reward: -0.680, 6.339 sec/game, 50.8 min. total, 841.8 MB
magnetize_flanked v13 996 games, 1338687 moves, e=0.010, loss: 2.5, +, 39.4% elo% vs. simple_bot, avg. reward: -0.677, 6.315 sec/game, 50.9 min. total, 842.9 MB
magnetize_flanked v13 997 games, 1341800 moves, e=0.010, loss: 2.4, -, 37.6% elo% vs. simple_bot, avg. reward: -0.678, 6.256 sec/game, 51.0 min. total, 841.5 MB
magnetize_flanked v13 998 games, 1344851 moves, e=0.010, loss: 2.8, ., 38.2% elo% vs. simple_bot, avg. reward: -0.679, 6.194 sec/game, 51.1 min. total, 843.2 MB
magnetize_flanked v13 999 games, 1347404 moves, e=0.010, loss: 3.0, -, 36.5% elo% vs. simple_bot, avg. reward: -0.679, 6.120 sec/game, 51.2 min. total, 841.2 MB
magnetize_flanked v13 1000 games, 1349849 moves, e=0.010, loss: 3.2, -, 35.0% elo% vs. simple_bot, avg. reward: -0.684, 5.994 sec/game, 51.3 min. total, 842.2 MB
magnetize_flanked v14 1001 games, 1352866 moves, e=0.010, loss: 3.9, -, 47.7% elo% vs. simple_bot, avg. reward: -0.682, 5.965 sec/game, 51.4 min. total, 845.6 MB
magnetize_flanked v14 1002 games, 1355390 moves, e=0.010, loss: 4.2, -, 45.5% elo% vs. simple_bot, avg. reward: -0.688, 5.900 sec/game, 51.5 min. total, 842.9 MB
magnetize_flanked v14 1003 games, 1357483 moves, e=0.010, loss: 4.5, -, 43.4% elo% vs. simple_bot, avg. reward: -0.694, 5.782 sec/game, 51.5 min. total, 841.8 MB
magnetize_flanked v14 1004 games, 1360820 moves, e=0.010, loss: 4.2, -, 41.5% elo% vs. simple_bot, avg. reward: -0.696, 5.799 sec/game, 51.6 min. total, 844.1 MB
magnetize_flanked v14 1005 games, 1363723 moves, e=0.010, loss: 3.6, -, 39.6% elo% vs. simple_bot, avg. reward: -0.693, 5.741 sec/game, 51.7 min. total, 843.6 MB
magnetize_flanked v14 1006 games, 1366471 moves, e=0.010, loss: 3.4, -, 37.9% elo% vs. simple_bot, avg. reward: -0.684, 5.805 sec/game, 51.8 min. total, 844.6 MB
magnetize_flanked v14 1007 games, 1369434 moves, e=0.010, loss: 3.2, -, 36.3% elo% vs. simple_bot, avg. reward: -0.686, 5.805 sec/game, 51.9 min. total, 844.4 MB
magnetize_flanked v14 1008 games, 1372872 moves, e=0.010, loss: 3.4, -, 34.8% elo% vs. simple_bot, avg. reward: -0.683, 5.818 sec/game, 52.0 min. total, 847.6 MB
magnetize_flanked v14 1009 games, 1376597 moves, e=0.010, loss: 3.4, +, 37.5% elo% vs. simple_bot, avg. reward: -0.680, 5.874 sec/game, 52.1 min. total, 850.2 MB
magnetize_flanked v14 1010 games, 1379845 moves, e=0.010, loss: 2.7, -, 35.9% elo% vs. simple_bot, avg. reward: -0.682, 5.919 sec/game, 52.3 min. total, 849.4 MB
magnetize_flanked v14 1011 games, 1382564 moves, e=0.010, loss: 2.7, -, 34.4% elo% vs. simple_bot, avg. reward: -0.681, 5.884 sec/game, 52.3 min. total, 848.1 MB
magnetize_flanked v14 1012 games, 1385333 moves, e=0.010, loss: 2.8, ., 35.1% elo% vs. simple_bot, avg. reward: -0.677, 5.789 sec/game, 52.4 min. total, 848.6 MB
magnetize_flanked v14 1013 games, 1388615 moves, e=0.010, loss: 2.5, +, 37.8% elo% vs. simple_bot, avg. reward: -0.666, 5.737 sec/game, 52.5 min. total, 849.8 MB
magnetize_flanked v14 1014 games, 1391833 moves, e=0.010, loss: 2.9, -, 36.2% elo% vs. simple_bot, avg. reward: -0.662, 5.743 sec/game, 52.6 min. total, 851.4 MB
magnetize_flanked v14 1015 games, 1394972 moves, e=0.010, loss: 2.4, +, 39.0% elo% vs. simple_bot, avg. reward: -0.657, 5.725 sec/game, 52.7 min. total, 851.6 MB
magnetize_flanked v14 1016 games, 1398255 moves, e=0.010, loss: 2.6, -, 37.3% elo% vs. simple_bot, avg. reward: -0.653, 5.709 sec/game, 52.8 min. total, 851.6 MB
magnetize_flanked v14 1017 games, 1401813 moves, e=0.010, loss: 1.9, -, 35.7% elo% vs. simple_bot, avg. reward: -0.649, 5.752 sec/game, 52.9 min. total, 852.4 MB
magnetize_flanked v14 1018 games, 1405113 moves, e=0.010, loss: 1.7, -, 34.2% elo% vs. simple_bot, avg. reward: -0.645, 5.774 sec/game, 53.0 min. total, 851.0 MB
magnetize_flanked v14 1019 games, 1407747 moves, e=0.010, loss: 2.0, -, 32.8% elo% vs. simple_bot, avg. reward: -0.643, 5.787 sec/game, 53.1 min. total, 850.0 MB
magnetize_flanked v14 1020 games, 1410849 moves, e=0.010, loss: 2.3, -, 31.5% elo% vs. simple_bot, avg. reward: -0.643, 5.843 sec/game, 53.2 min. total, 850.7 MB
magnetize_flanked v14 1021 games, 1413455 moves, e=0.010, loss: 2.7, -, 30.2% elo% vs. simple_bot, avg. reward: -0.639, 5.800 sec/game, 53.3 min. total, 854.1 MB
magnetize_flanked v14 1022 games, 1416200 moves, e=0.010, loss: 2.7, -, 29.1% elo% vs. simple_bot, avg. reward: -0.641, 5.830 sec/game, 53.4 min. total, 854.4 MB
magnetize_flanked v14 1023 games, 1418468 moves, e=0.010, loss: 2.8, -, 28.0% elo% vs. simple_bot, avg. reward: -0.635, 5.831 sec/game, 53.5 min. total, 851.2 MB
magnetize_flanked v14 1024 games, 1421369 moves, e=0.010, loss: 3.0, -, 27.0% elo% vs. simple_bot, avg. reward: -0.616, 5.798 sec/game, 53.6 min. total, 852.2 MB
magnetize_flanked v14 1025 games, 1424009 moves, e=0.010, loss: 3.1, -, 26.0% elo% vs. simple_bot, avg. reward: -0.609, 5.777 sec/game, 53.7 min. total, 853.4 MB
magnetize_flanked v14 1026 games, 1427450 moves, e=0.010, loss: 2.9, -, 25.1% elo% vs. simple_bot, avg. reward: -0.606, 5.835 sec/game, 53.8 min. total, 854.8 MB
magnetize_flanked v14 1027 games, 1430851 moves, e=0.010, loss: 2.6, -, 24.2% elo% vs. simple_bot, avg. reward: -0.597, 5.872 sec/game, 53.9 min. total, 856.2 MB
magnetize_flanked v14 1028 games, 1433882 moves, e=0.010, loss: 2.5, -, 23.4% elo% vs. simple_bot, avg. reward: -0.594, 5.838 sec/game, 54.0 min. total, 855.9 MB
magnetize_flanked v14 1029 games, 1436914 moves, e=0.010, loss: 1.9, +, 26.0% elo% vs. simple_bot, avg. reward: -0.590, 5.744 sec/game, 54.1 min. total, 857.2 MB
magnetize_flanked v14 1030 games, 1440122 moves, e=0.010, loss: 2.0, -, 25.1% elo% vs. simple_bot, avg. reward: -0.585, 5.706 sec/game, 54.2 min. total, 856.2 MB
