utmost_conform v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.8 MB
utmost_conform v22 2523 games, 6330149 moves, e=0.010, loss: 258927.4, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.728, 6.086 sec/game, 173.4 min. total, 1263.6 MB
utmost_conform v22 2524 games, 6332645 moves, e=0.010, loss: 271911.8, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.730, 6.077 sec/game, 173.5 min. total, 1260.9 MB
utmost_conform v22 2525 games, 6335316 moves, e=0.010, loss: 275598.6, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.730, 6.085 sec/game, 173.6 min. total, 1259.6 MB
utmost_conform v22 2526 games, 6338121 moves, e=0.010, loss: 263703.3, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.726, 6.141 sec/game, 173.7 min. total, 1263.1 MB
utmost_conform v22 2527 games, 6340834 moves, e=0.010, loss: 253174.3, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.727, 6.167 sec/game, 173.8 min. total, 1263.4 MB
utmost_conform v22 2528 games, 6343674 moves, e=0.010, loss: 254101.9, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.724, 6.170 sec/game, 173.9 min. total, 1266.2 MB
utmost_conform v22 2529 games, 6346429 moves, e=0.010, loss: 253906.1, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.724, 6.202 sec/game, 174.0 min. total, 1268.0 MB
utmost_conform v22 2530 games, 6349129 moves, e=0.010, loss: 239103.9, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.725, 6.211 sec/game, 174.1 min. total, 1267.7 MB
utmost_conform v22 2531 games, 6351879 moves, e=0.010, loss: 239120.3, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.727, 6.244 sec/game, 174.2 min. total, 1268.5 MB
utmost_conform v22 2532 games, 6354525 moves, e=0.010, loss: 245915.5, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.728, 6.252 sec/game, 174.3 min. total, 1267.7 MB
utmost_conform v22 2533 games, 6357281 moves, e=0.010, loss: 242413.2, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.726, 6.281 sec/game, 174.4 min. total, 1272.3 MB
utmost_conform v22 2534 games, 6359921 moves, e=0.010, loss: 259581.6, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.724, 6.309 sec/game, 174.5 min. total, 1271.3 MB
utmost_conform v22 2535 games, 6362694 moves, e=0.010, loss: 275316.0, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.720, 6.321 sec/game, 174.6 min. total, 1271.4 MB
utmost_conform v22 2536 games, 6365328 moves, e=0.010, loss: 258523.8, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.720, 6.343 sec/game, 174.7 min. total, 1270.7 MB
utmost_conform v22 2537 games, 6368083 moves, e=0.010, loss: 303733.3, -, 0.5% elo% vs. terrible_bot, avg. reward: -1.716, 6.326 sec/game, 174.9 min. total, 1272.0 MB
utmost_conform v22 2538 games, 6370743 moves, e=0.010, loss: 295642.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.714, 6.351 sec/game, 175.0 min. total, 1271.4 MB
utmost_conform v22 2539 games, 6373437 moves, e=0.010, loss: 292708.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.714, 6.379 sec/game, 175.1 min. total, 1271.2 MB
utmost_conform v22 2540 games, 6376117 moves, e=0.010, loss: 319273.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.714, 6.354 sec/game, 175.2 min. total, 1271.7 MB
utmost_conform v22 2541 games, 6378775 moves, e=0.010, loss: 302229.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.715, 6.355 sec/game, 175.3 min. total, 1272.4 MB
utmost_conform v22 2542 games, 6381321 moves, e=0.010, loss: 309709.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.717, 6.365 sec/game, 175.4 min. total, 1270.4 MB
utmost_conform v22 2543 games, 6383904 moves, e=0.010, loss: 324349.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.722, 6.354 sec/game, 175.5 min. total, 1268.1 MB
utmost_conform v22 2544 games, 6386497 moves, e=0.010, loss: 296546.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.724, 6.371 sec/game, 175.6 min. total, 1268.1 MB
utmost_conform v22 2545 games, 6389114 moves, e=0.010, loss: 308240.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.724, 6.361 sec/game, 175.7 min. total, 1266.8 MB
utmost_conform v22 2546 games, 6391603 moves, e=0.010, loss: 339003.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.724, 6.330 sec/game, 175.8 min. total, 1266.7 MB
utmost_conform v22 2547 games, 6394454 moves, e=0.010, loss: 330154.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.350 sec/game, 175.9 min. total, 1270.5 MB
utmost_conform v22 2548 games, 6396994 moves, e=0.010, loss: 330308.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.720, 6.322 sec/game, 176.0 min. total, 1269.4 MB
utmost_conform v22 2549 games, 6399548 moves, e=0.010, loss: 314650.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.719, 6.292 sec/game, 176.1 min. total, 1271.3 MB
utmost_conform v22 2550 games, 6402113 moves, e=0.010, loss: 333693.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.720, 6.287 sec/game, 176.2 min. total, 1271.8 MB
utmost_conform v22 2551 games, 6404705 moves, e=0.010, loss: 375346.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.718, 6.260 sec/game, 176.3 min. total, 1268.8 MB
utmost_conform v22 2552 games, 6407206 moves, e=0.010, loss: 377983.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.720, 6.250 sec/game, 176.4 min. total, 1269.6 MB
utmost_conform v22 2553 games, 6409644 moves, e=0.010, loss: 369126.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.724, 6.197 sec/game, 176.5 min. total, 1269.1 MB
utmost_conform v22 2554 games, 6412147 moves, e=0.010, loss: 359079.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.728, 6.171 sec/game, 176.6 min. total, 1269.9 MB
utmost_conform v22 2555 games, 6414657 moves, e=0.010, loss: 419548.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.734, 6.143 sec/game, 176.7 min. total, 1269.2 MB
utmost_conform v22 2556 games, 6417114 moves, e=0.010, loss: 404128.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.739, 6.117 sec/game, 176.8 min. total, 1268.9 MB
utmost_conform v22 2557 games, 6419600 moves, e=0.010, loss: 419437.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.745, 6.099 sec/game, 176.9 min. total, 1268.7 MB
utmost_conform v22 2558 games, 6422252 moves, e=0.010, loss: 459663.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.748, 6.076 sec/game, 177.0 min. total, 1271.6 MB
utmost_conform v22 2559 games, 6424830 moves, e=0.010, loss: 442428.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.752, 6.067 sec/game, 177.1 min. total, 1272.5 MB
utmost_conform v22 2560 games, 6427391 moves, e=0.010, loss: 420360.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.752, 6.062 sec/game, 177.2 min. total, 1274.3 MB
utmost_conform v22 2561 games, 6430213 moves, e=0.010, loss: 395662.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.107 sec/game, 177.3 min. total, 1279.2 MB
utmost_conform v22 2562 games, 6432896 moves, e=0.010, loss: 404956.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.101 sec/game, 177.4 min. total, 1279.8 MB
utmost_conform v22 2563 games, 6435487 moves, e=0.010, loss: 355526.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.097 sec/game, 177.5 min. total, 1280.2 MB
utmost_conform v22 2564 games, 6438282 moves, e=0.010, loss: 308718.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.746, 6.125 sec/game, 177.6 min. total, 1281.4 MB
utmost_conform v22 2565 games, 6440992 moves, e=0.010, loss: 359306.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.744, 6.135 sec/game, 177.7 min. total, 1280.7 MB
utmost_conform v22 2566 games, 6443775 moves, e=0.010, loss: 328091.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.741, 6.143 sec/game, 177.8 min. total, 1283.8 MB
utmost_conform v22 2567 games, 6446318 moves, e=0.010, loss: 345712.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.738, 6.116 sec/game, 177.9 min. total, 1283.6 MB
utmost_conform v22 2568 games, 6448872 moves, e=0.010, loss: 353434.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.733, 6.124 sec/game, 178.0 min. total, 1283.5 MB
utmost_conform v22 2569 games, 6451554 moves, e=0.010, loss: 342705.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.732, 6.139 sec/game, 178.1 min. total, 1283.0 MB
utmost_conform v22 2570 games, 6454177 moves, e=0.010, loss: 362725.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.732, 6.136 sec/game, 178.2 min. total, 1282.8 MB
utmost_conform v22 2571 games, 6456955 moves, e=0.010, loss: 399419.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.727, 6.144 sec/game, 178.3 min. total, 1286.1 MB
utmost_conform v22 2572 games, 6459659 moves, e=0.010, loss: 395231.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.171 sec/game, 178.5 min. total, 1287.2 MB
utmost_conform v22 2573 games, 6462290 moves, e=0.010, loss: 367490.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.722, 6.186 sec/game, 178.6 min. total, 1287.9 MB
utmost_conform v22 2574 games, 6465050 moves, e=0.010, loss: 323163.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.232 sec/game, 178.7 min. total, 1289.4 MB
utmost_conform v22 2575 games, 6467772 moves, e=0.010, loss: 327249.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.720, 6.247 sec/game, 178.8 min. total, 1288.9 MB
utmost_conform v22 2576 games, 6470453 moves, e=0.010, loss: 339510.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.722, 6.288 sec/game, 178.9 min. total, 1288.9 MB
utmost_conform v22 2577 games, 6473117 moves, e=0.010, loss: 376868.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 6.308 sec/game, 179.0 min. total, 1290.3 MB
utmost_conform v22 2578 games, 6475697 moves, e=0.010, loss: 409013.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.725, 6.316 sec/game, 179.1 min. total, 1290.3 MB
utmost_conform v22 2579 games, 6478188 moves, e=0.010, loss: 407777.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.727, 6.300 sec/game, 179.2 min. total, 1288.2 MB
utmost_conform v22 2580 games, 6480724 moves, e=0.010, loss: 422424.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.727, 6.293 sec/game, 179.3 min. total, 1287.9 MB
utmost_conform v22 2581 games, 6483348 moves, e=0.010, loss: 393265.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.730, 6.250 sec/game, 179.4 min. total, 1287.6 MB
utmost_conform v22 2582 games, 6486009 moves, e=0.010, loss: 439655.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.726, 6.243 sec/game, 179.5 min. total, 1289.2 MB
utmost_conform v22 2583 games, 6488507 moves, e=0.010, loss: 415515.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.729, 6.242 sec/game, 179.6 min. total, 1289.0 MB
utmost_conform v22 2584 games, 6491211 moves, e=0.010, loss: 394600.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.729, 6.234 sec/game, 179.7 min. total, 1290.3 MB
utmost_conform v22 2585 games, 6494131 moves, e=0.010, loss: 392567.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 6.274 sec/game, 179.8 min. total, 1292.8 MB
utmost_conform v22 2586 games, 6497067 moves, e=0.010, loss: 461103.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.717, 6.298 sec/game, 179.9 min. total, 1297.6 MB
utmost_conform v22 2587 games, 6500101 moves, e=0.010, loss: 482026.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.710, 6.346 sec/game, 180.0 min. total, 1300.9 MB
utmost_conform v22 2588 games, 6502958 moves, e=0.010, loss: 460658.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.704, 6.367 sec/game, 180.2 min. total, 1301.9 MB
utmost_conform v22 2589 games, 6505614 moves, e=0.010, loss: 444352.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.702, 6.365 sec/game, 180.3 min. total, 1300.9 MB
utmost_conform v22 2590 games, 6508340 moves, e=0.010, loss: 427529.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.698, 6.368 sec/game, 180.4 min. total, 1300.7 MB
utmost_conform v22 2591 games, 6510980 moves, e=0.010, loss: 410649.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.696, 6.369 sec/game, 180.5 min. total, 1299.1 MB
utmost_conform v22 2592 games, 6513591 moves, e=0.010, loss: 380422.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.694, 6.341 sec/game, 180.6 min. total, 1296.7 MB
utmost_conform v22 2593 games, 6515989 moves, e=0.010, loss: 372663.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.694, 6.335 sec/game, 180.7 min. total, 1293.9 MB
utmost_conform v22 2594 games, 6518450 moves, e=0.010, loss: 418380.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.697, 6.294 sec/game, 180.8 min. total, 1292.0 MB
utmost_conform v22 2595 games, 6520897 moves, e=0.010, loss: 453565.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.697, 6.275 sec/game, 180.9 min. total, 1291.0 MB
utmost_conform v22 2596 games, 6523484 moves, e=0.010, loss: 499452.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.696, 6.251 sec/game, 181.0 min. total, 1290.1 MB
utmost_conform v22 2597 games, 6525938 moves, e=0.010, loss: 518427.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.698, 6.223 sec/game, 181.1 min. total, 1293.7 MB
utmost_conform v22 2598 games, 6528475 moves, e=0.010, loss: 487528.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.700, 6.221 sec/game, 181.2 min. total, 1290.6 MB
utmost_conform v22 2599 games, 6530991 moves, e=0.010, loss: 498876.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.699, 6.242 sec/game, 181.3 min. total, 1292.4 MB
utmost_conform v22 2600 games, 6533529 moves, e=0.010, loss: 476371.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.702, 6.241 sec/game, 181.4 min. total, 1293.1 MB
utmost_conform v22 2601 games, 6535999 moves, e=0.010, loss: 459896.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.706, 6.214 sec/game, 181.5 min. total, 1294.5 MB
utmost_conform v22 2602 games, 6538342 moves, e=0.010, loss: 512691.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.710, 6.184 sec/game, 181.6 min. total, 1294.7 MB
utmost_conform v22 2603 games, 6540788 moves, e=0.010, loss: 484643.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.712, 6.180 sec/game, 181.7 min. total, 1294.7 MB
utmost_conform v22 2604 games, 6543152 moves, e=0.010, loss: 541865.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.714, 6.139 sec/game, 181.7 min. total, 1292.4 MB
utmost_conform v22 2605 games, 6545490 moves, e=0.010, loss: 526997.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.714, 6.059 sec/game, 181.8 min. total, 1290.5 MB
utmost_conform v22 2606 games, 6548019 moves, e=0.010, loss: 558612.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.712, 6.016 sec/game, 181.9 min. total, 1292.4 MB
utmost_conform v22 2607 games, 6550536 moves, e=0.010, loss: 604385.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.710, 5.957 sec/game, 182.0 min. total, 1295.2 MB
utmost_conform v22 2608 games, 6553069 moves, e=0.010, loss: 646090.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.713, 5.917 sec/game, 182.1 min. total, 1296.8 MB
utmost_conform v22 2609 games, 6555579 moves, e=0.010, loss: 619716.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.714, 5.901 sec/game, 182.2 min. total, 1298.1 MB
utmost_conform v22 2610 games, 6558222 moves, e=0.010, loss: 568387.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.716, 5.900 sec/game, 182.3 min. total, 1300.0 MB
utmost_conform v22 2611 games, 6560825 moves, e=0.010, loss: 496480.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.717, 5.897 sec/game, 182.4 min. total, 1301.7 MB
utmost_conform v22 2612 games, 6563346 moves, e=0.010, loss: 492219.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.719, 5.904 sec/game, 182.5 min. total, 1302.9 MB
utmost_conform v22 2613 games, 6565848 moves, e=0.010, loss: 517475.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.718, 5.900 sec/game, 182.6 min. total, 1303.1 MB
utmost_conform v22 2614 games, 6568625 moves, e=0.010, loss: 518598.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.716, 5.941 sec/game, 182.7 min. total, 1304.1 MB
utmost_conform v22 2615 games, 6571078 moves, e=0.010, loss: 559342.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.717, 5.935 sec/game, 182.8 min. total, 1302.9 MB
utmost_conform v22 2616 games, 6573597 moves, e=0.010, loss: 563418.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.720, 5.940 sec/game, 182.9 min. total, 1302.0 MB
utmost_conform v22 2617 games, 6576217 moves, e=0.010, loss: 611528.6, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 5.952 sec/game, 183.0 min. total, 1303.5 MB
utmost_conform v22 2618 games, 6578826 moves, e=0.010, loss: 646339.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 5.962 sec/game, 183.2 min. total, 1302.8 MB
utmost_conform v22 2619 games, 6581604 moves, e=0.010, loss: 639576.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.722, 5.972 sec/game, 183.3 min. total, 1307.0 MB
utmost_conform v22 2620 games, 6584567 moves, e=0.010, loss: 637526.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 6.022 sec/game, 183.4 min. total, 1311.9 MB
utmost_conform v22 2621 games, 6587099 moves, e=0.010, loss: 622746.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.728, 6.032 sec/game, 183.5 min. total, 1309.9 MB
utmost_conform v22 2622 games, 6589732 moves, e=0.010, loss: 591150.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.727, 6.069 sec/game, 183.6 min. total, 1310.4 MB
utmost_conform v22 2623 games, 6592319 moves, e=0.010, loss: 596638.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.726, 6.073 sec/game, 183.7 min. total, 1309.0 MB
utmost_conform v22 2624 games, 6595016 moves, e=0.010, loss: 601895.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.103 sec/game, 183.8 min. total, 1309.7 MB
utmost_conform v22 2625 games, 6597611 moves, e=0.010, loss: 557377.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.129 sec/game, 183.9 min. total, 1311.3 MB
utmost_conform v22 2626 games, 6600400 moves, e=0.010, loss: 583172.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.156 sec/game, 184.0 min. total, 1312.5 MB
utmost_conform v22 2627 games, 6603013 moves, e=0.010, loss: 605155.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.722, 6.173 sec/game, 184.1 min. total, 1312.6 MB
utmost_conform v22 2628 games, 6605998 moves, e=0.010, loss: 597104.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.721, 6.246 sec/game, 184.2 min. total, 1317.0 MB
utmost_conform v22 2629 games, 6608780 moves, e=0.010, loss: 614387.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.722, 6.277 sec/game, 184.3 min. total, 1317.8 MB
utmost_conform v22 2630 games, 6611466 moves, e=0.010, loss: 630740.3, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 6.277 sec/game, 184.4 min. total, 1317.0 MB
utmost_conform v22 2631 games, 6614296 moves, e=0.010, loss: 716760.0, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.723, 6.299 sec/game, 184.5 min. total, 1318.4 MB
utmost_conform v22 2632 games, 6616960 moves, e=0.010, loss: 642650.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.726, 6.313 sec/game, 184.6 min. total, 1318.9 MB
utmost_conform v22 2633 games, 6619521 moves, e=0.010, loss: 571797.5, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.728, 6.331 sec/game, 184.7 min. total, 1317.1 MB
utmost_conform v22 2634 games, 6621963 moves, e=0.010, loss: 576420.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.732, 6.289 sec/game, 184.8 min. total, 1314.2 MB
utmost_conform v22 2635 games, 6624362 moves, e=0.010, loss: 575801.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.737, 6.279 sec/game, 184.9 min. total, 1311.4 MB
utmost_conform v22 2636 games, 6626793 moves, e=0.010, loss: 622025.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.739, 6.263 sec/game, 185.0 min. total, 1310.1 MB
utmost_conform v22 2637 games, 6629127 moves, e=0.010, loss: 752054.9, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.745, 6.252 sec/game, 185.1 min. total, 1308.8 MB
utmost_conform v22 2638 games, 6631579 moves, e=0.010, loss: 755630.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.747, 6.222 sec/game, 185.2 min. total, 1311.0 MB
utmost_conform v22 2639 games, 6634062 moves, e=0.010, loss: 694097.7, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.748, 6.187 sec/game, 185.3 min. total, 1310.5 MB
utmost_conform v22 2640 games, 6636726 moves, e=0.010, loss: 708408.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.150 sec/game, 185.4 min. total, 1312.1 MB
utmost_conform v22 2641 games, 6639278 moves, e=0.010, loss: 599178.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.752, 6.158 sec/game, 185.5 min. total, 1314.1 MB
utmost_conform v22 2642 games, 6641789 moves, e=0.010, loss: 587593.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.751, 6.132 sec/game, 185.6 min. total, 1313.0 MB
utmost_conform v22 2643 games, 6644457 moves, e=0.010, loss: 615086.2, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.148 sec/game, 185.7 min. total, 1315.6 MB
utmost_conform v22 2644 games, 6647085 moves, e=0.010, loss: 585278.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.150 sec/game, 185.8 min. total, 1317.0 MB
utmost_conform v22 2645 games, 6649602 moves, e=0.010, loss: 571319.8, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.752, 6.163 sec/game, 185.9 min. total, 1318.7 MB
utmost_conform v22 2646 games, 6652295 moves, e=0.010, loss: 610077.1, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.749, 6.155 sec/game, 186.0 min. total, 1322.2 MB
utmost_conform v22 2647 games, 6654964 moves, e=0.010, loss: 592661.4, -, 0.4% elo% vs. terrible_bot, avg. reward: -1.753, 6.150 sec/game, 186.1 min. total, 1322.4 MB
