demanding_wow v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 322.9 MB
demanding_wow v32 1645 games, 4079014 moves, e=0.010, loss: 16.3, +, 70.5% elo% vs. goulinator, avg. reward: 1.309, 9.585 sec/game, 48.3 min. total, 534.5 MB
demanding_wow v33 1646 games, 4082933 moves, e=0.010, loss: 17.3, +, 54.5% elo% vs. schmosby, avg. reward: 1.307, 9.574 sec/game, 48.5 min. total, 534.1 MB
demanding_wow v33 1647 games, 4086979 moves, e=0.010, loss: 19.2, +, 56.6% elo% vs. schmosby, avg. reward: 1.307, 9.653 sec/game, 48.7 min. total, 535.4 MB
demanding_wow v33 1648 games, 4090936 moves, e=0.010, loss: 20.1, +, 58.5% elo% vs. schmosby, avg. reward: 1.304, 9.650 sec/game, 48.8 min. total, 536.1 MB
demanding_wow v33 1649 games, 4094944 moves, e=0.010, loss: 21.5, +, 60.4% elo% vs. schmosby, avg. reward: 1.299, 9.672 sec/game, 49.0 min. total, 538.6 MB
demanding_wow v33 1650 games, 4099042 moves, e=0.010, loss: 20.1, +, 62.1% elo% vs. schmosby, avg. reward: 1.300, 9.701 sec/game, 49.1 min. total, 538.9 MB
demanding_wow v33 1651 games, 4102665 moves, e=0.010, loss: 21.8, +, 63.7% elo% vs. schmosby, avg. reward: 1.297, 9.709 sec/game, 49.3 min. total, 537.2 MB
demanding_wow v33 1652 games, 4106563 moves, e=0.010, loss: 22.5, +, 65.2% elo% vs. schmosby, avg. reward: 1.299, 9.707 sec/game, 49.5 min. total, 537.8 MB
demanding_wow v33 1653 games, 4110643 moves, e=0.010, loss: 20.7, +, 66.7% elo% vs. schmosby, avg. reward: 1.297, 9.730 sec/game, 49.6 min. total, 539.8 MB
demanding_wow v33 1654 games, 4114754 moves, e=0.010, loss: 20.4, +, 68.0% elo% vs. schmosby, avg. reward: 1.300, 9.769 sec/game, 49.8 min. total, 540.6 MB
demanding_wow v33 1655 games, 4118753 moves, e=0.010, loss: 21.8, +, 69.3% elo% vs. schmosby, avg. reward: 1.298, 9.739 sec/game, 50.0 min. total, 540.2 MB
demanding_wow v33 1656 games, 4122802 moves, e=0.010, loss: 22.9, +, 70.5% elo% vs. schmosby, avg. reward: 1.293, 9.710 sec/game, 50.1 min. total, 542.2 MB
demanding_wow v34 1657 games, 4126670 moves, e=0.010, loss: 22.4, +, 54.5% elo% vs. might_win_sometimes, avg. reward: 1.304, 9.699 sec/game, 50.3 min. total, 541.2 MB
demanding_wow v34 1658 games, 4130327 moves, e=0.010, loss: 25.2, +, 56.6% elo% vs. might_win_sometimes, avg. reward: 1.305, 9.674 sec/game, 50.4 min. total, 541.0 MB
demanding_wow v34 1659 games, 4134075 moves, e=0.010, loss: 26.7, +, 58.5% elo% vs. might_win_sometimes, avg. reward: 1.302, 9.641 sec/game, 50.6 min. total, 540.0 MB
demanding_wow v34 1660 games, 4137934 moves, e=0.010, loss: 25.3, +, 60.4% elo% vs. might_win_sometimes, avg. reward: 1.301, 9.622 sec/game, 50.7 min. total, 540.9 MB
demanding_wow v34 1661 games, 4141888 moves, e=0.010, loss: 25.2, +, 62.1% elo% vs. might_win_sometimes, avg. reward: 1.304, 9.592 sec/game, 50.9 min. total, 544.3 MB
demanding_wow v34 1662 games, 4145483 moves, e=0.010, loss: 24.6, +, 63.7% elo% vs. might_win_sometimes, avg. reward: 1.306, 9.554 sec/game, 51.0 min. total, 542.1 MB
demanding_wow v34 1663 games, 4149068 moves, e=0.010, loss: 24.0, +, 65.2% elo% vs. might_win_sometimes, avg. reward: 1.307, 9.453 sec/game, 51.2 min. total, 542.2 MB
demanding_wow v34 1664 games, 4152625 moves, e=0.010, loss: 23.5, +, 66.7% elo% vs. might_win_sometimes, avg. reward: 1.309, 9.413 sec/game, 51.3 min. total, 542.4 MB
demanding_wow v34 1665 games, 4156211 moves, e=0.010, loss: 24.7, +, 68.0% elo% vs. might_win_sometimes, avg. reward: 1.312, 9.375 sec/game, 51.5 min. total, 542.2 MB
demanding_wow v34 1666 games, 4160092 moves, e=0.010, loss: 23.0, +, 69.3% elo% vs. might_win_sometimes, avg. reward: 1.311, 9.377 sec/game, 51.6 min. total, 545.3 MB
demanding_wow v34 1667 games, 4163939 moves, e=0.010, loss: 25.5, +, 70.5% elo% vs. might_win_sometimes, avg. reward: 1.312, 9.337 sec/game, 51.8 min. total, 545.3 MB
demanding_wow v35 1668 games, 4167965 moves, e=0.010, loss: 22.2, -, 49.9% elo% vs. btr, avg. reward: 1.315, 9.313 sec/game, 51.9 min. total, 543.9 MB
demanding_wow v35 1669 games, 4172039 moves, e=0.010, loss: 24.7, -, 47.6% elo% vs. btr, avg. reward: 1.306, 9.328 sec/game, 52.1 min. total, 549.9 MB
demanding_wow v35 1670 games, 4176338 moves, e=0.010, loss: 16.4, -, 45.4% elo% vs. btr, avg. reward: 1.301, 9.365 sec/game, 52.3 min. total, 548.9 MB
demanding_wow v35 1671 games, 4180036 moves, e=0.010, loss: 15.7, -, 43.4% elo% vs. btr, avg. reward: 1.306, 9.349 sec/game, 52.4 min. total, 547.4 MB
demanding_wow v35 1672 games, 4183680 moves, e=0.010, loss: 18.5, -, 41.4% elo% vs. btr, avg. reward: 1.307, 9.308 sec/game, 52.6 min. total, 546.5 MB
demanding_wow v35 1673 games, 4187477 moves, e=0.010, loss: 19.9, -, 39.6% elo% vs. btr, avg. reward: 1.308, 9.229 sec/game, 52.7 min. total, 545.7 MB
demanding_wow v35 1674 games, 4191603 moves, e=0.010, loss: 22.8, -, 37.8% elo% vs. btr, avg. reward: 1.307, 9.200 sec/game, 52.9 min. total, 549.1 MB
demanding_wow v35 1675 games, 4195398 moves, e=0.010, loss: 24.7, -, 36.2% elo% vs. btr, avg. reward: 1.314, 9.163 sec/game, 53.0 min. total, 548.5 MB
demanding_wow v35 1676 games, 4199380 moves, e=0.010, loss: 27.5, -, 34.7% elo% vs. btr, avg. reward: 1.313, 9.135 sec/game, 53.2 min. total, 548.0 MB
demanding_wow v35 1677 games, 4203647 moves, e=0.010, loss: 31.8, -, 33.3% elo% vs. btr, avg. reward: 1.311, 9.193 sec/game, 53.3 min. total, 548.5 MB
demanding_wow v35 1678 games, 4207875 moves, e=0.010, loss: 25.7, -, 31.9% elo% vs. btr, avg. reward: 1.308, 9.254 sec/game, 53.5 min. total, 550.5 MB
demanding_wow v35 1679 games, 4211852 moves, e=0.010, loss: 26.1, -, 30.6% elo% vs. btr, avg. reward: 1.311, 9.259 sec/game, 53.7 min. total, 554.3 MB
demanding_wow v35 1680 games, 4215915 moves, e=0.010, loss: 26.7, -, 29.5% elo% vs. btr, avg. reward: 1.310, 9.260 sec/game, 53.8 min. total, 552.2 MB
demanding_wow v35 1681 games, 4219868 moves, e=0.010, loss: 31.3, -, 28.3% elo% vs. btr, avg. reward: 1.310, 9.247 sec/game, 54.0 min. total, 553.1 MB
demanding_wow v35 1682 games, 4223820 moves, e=0.010, loss: 30.4, -, 27.3% elo% vs. btr, avg. reward: 1.310, 9.292 sec/game, 54.1 min. total, 553.5 MB
demanding_wow v35 1683 games, 4227286 moves, e=0.010, loss: 30.5, -, 26.3% elo% vs. btr, avg. reward: 1.311, 9.272 sec/game, 54.3 min. total, 551.9 MB
demanding_wow v35 1684 games, 4230949 moves, e=0.010, loss: 27.1, -, 25.4% elo% vs. btr, avg. reward: 1.315, 9.263 sec/game, 54.4 min. total, 553.9 MB
demanding_wow v35 1685 games, 4235323 moves, e=0.010, loss: 24.9, -, 24.5% elo% vs. btr, avg. reward: 1.315, 9.340 sec/game, 54.6 min. total, 554.1 MB
demanding_wow v35 1686 games, 4239263 moves, e=0.010, loss: 25.3, -, 23.7% elo% vs. btr, avg. reward: 1.316, 9.354 sec/game, 54.7 min. total, 557.9 MB
demanding_wow v35 1687 games, 4243137 moves, e=0.010, loss: 25.6, -, 22.9% elo% vs. btr, avg. reward: 1.320, 9.340 sec/game, 54.9 min. total, 556.1 MB
demanding_wow v35 1688 games, 4246929 moves, e=0.010, loss: 26.3, -, 22.2% elo% vs. btr, avg. reward: 1.321, 9.340 sec/game, 55.0 min. total, 558.0 MB
demanding_wow v35 1689 games, 4250825 moves, e=0.010, loss: 25.3, -, 21.5% elo% vs. btr, avg. reward: 1.330, 9.290 sec/game, 55.2 min. total, 558.4 MB
demanding_wow v35 1690 games, 4254418 moves, e=0.010, loss: 24.9, -, 20.8% elo% vs. btr, avg. reward: 1.326, 9.187 sec/game, 55.3 min. total, 560.2 MB
demanding_wow v35 1691 games, 4258046 moves, e=0.010, loss: 25.3, -, 20.2% elo% vs. btr, avg. reward: 1.326, 9.177 sec/game, 55.5 min. total, 556.8 MB
demanding_wow v35 1692 games, 4261895 moves, e=0.010, loss: 25.9, -, 19.6% elo% vs. btr, avg. reward: 1.329, 9.216 sec/game, 55.6 min. total, 557.1 MB
demanding_wow v35 1693 games, 4266036 moves, e=0.010, loss: 23.3, -, 19.0% elo% vs. btr, avg. reward: 1.326, 9.250 sec/game, 55.8 min. total, 559.4 MB
demanding_wow v35 1694 games, 4269914 moves, e=0.010, loss: 21.0, -, 18.5% elo% vs. btr, avg. reward: 1.326, 9.224 sec/game, 55.9 min. total, 561.6 MB
demanding_wow v35 1695 games, 4273684 moves, e=0.010, loss: 21.5, -, 18.0% elo% vs. btr, avg. reward: 1.325, 9.223 sec/game, 56.1 min. total, 561.2 MB
demanding_wow v35 1696 games, 4277177 moves, e=0.010, loss: 21.6, -, 17.5% elo% vs. btr, avg. reward: 1.318, 9.147 sec/game, 56.2 min. total, 559.3 MB
demanding_wow v35 1697 games, 4280768 moves, e=0.010, loss: 22.1, -, 17.0% elo% vs. btr, avg. reward: 1.318, 9.063 sec/game, 56.4 min. total, 558.9 MB
demanding_wow v35 1698 games, 4284499 moves, e=0.010, loss: 22.8, -, 16.6% elo% vs. btr, avg. reward: 1.319, 8.993 sec/game, 56.5 min. total, 558.7 MB
demanding_wow v35 1699 games, 4288195 moves, e=0.010, loss: 23.4, -, 16.2% elo% vs. btr, avg. reward: 1.320, 8.953 sec/game, 56.6 min. total, 563.3 MB
demanding_wow v35 1700 games, 4291860 moves, e=0.010, loss: 23.5, -, 15.8% elo% vs. btr, avg. reward: 1.319, 8.925 sec/game, 56.8 min. total, 561.2 MB
demanding_wow v36 1701 games, 4295664 moves, e=0.010, loss: 25.7, -, 47.7% elo% vs. btr, avg. reward: 1.322, 8.909 sec/game, 56.9 min. total, 564.9 MB
demanding_wow v36 1702 games, 4299585 moves, e=0.010, loss: 23.7, -, 45.5% elo% vs. btr, avg. reward: 1.315, 8.899 sec/game, 57.1 min. total, 564.1 MB
demanding_wow v36 1703 games, 4303808 moves, e=0.010, loss: 18.4, -, 43.4% elo% vs. btr, avg. reward: 1.310, 8.993 sec/game, 57.3 min. total, 566.3 MB
demanding_wow v36 1704 games, 4307787 moves, e=0.010, loss: 22.0, -, 41.5% elo% vs. btr, avg. reward: 1.311, 9.018 sec/game, 57.4 min. total, 566.9 MB
demanding_wow v36 1705 games, 4311699 moves, e=0.010, loss: 26.1, -, 39.6% elo% vs. btr, avg. reward: 1.306, 8.970 sec/game, 57.6 min. total, 571.4 MB
demanding_wow v36 1706 games, 4315927 moves, e=0.010, loss: 21.5, -, 37.9% elo% vs. btr, avg. reward: 1.307, 8.992 sec/game, 57.7 min. total, 568.6 MB
demanding_wow v36 1707 games, 4319739 moves, e=0.010, loss: 23.5, -, 36.3% elo% vs. btr, avg. reward: 1.307, 8.974 sec/game, 57.9 min. total, 568.6 MB
demanding_wow v36 1708 games, 4323642 moves, e=0.010, loss: 25.0, -, 34.8% elo% vs. btr, avg. reward: 1.307, 8.967 sec/game, 58.0 min. total, 569.8 MB
demanding_wow v36 1709 games, 4327552 moves, e=0.010, loss: 26.7, -, 33.3% elo% vs. btr, avg. reward: 1.308, 8.987 sec/game, 58.2 min. total, 570.3 MB
demanding_wow v36 1710 games, 4331192 moves, e=0.010, loss: 24.7, -, 32.0% elo% vs. btr, avg. reward: 1.309, 8.978 sec/game, 58.3 min. total, 570.6 MB
demanding_wow v36 1711 games, 4335058 moves, e=0.010, loss: 21.2, -, 30.7% elo% vs. btr, avg. reward: 1.312, 8.992 sec/game, 58.5 min. total, 570.7 MB
demanding_wow v36 1712 games, 4339116 moves, e=0.010, loss: 23.1, -, 29.5% elo% vs. btr, avg. reward: 1.315, 9.001 sec/game, 58.6 min. total, 570.1 MB
demanding_wow v36 1713 games, 4343066 moves, e=0.010, loss: 26.0, -, 28.4% elo% vs. btr, avg. reward: 1.309, 8.993 sec/game, 58.8 min. total, 570.7 MB
demanding_wow v36 1714 games, 4346941 moves, e=0.010, loss: 27.2, -, 27.3% elo% vs. btr, avg. reward: 1.322, 8.985 sec/game, 58.9 min. total, 571.2 MB
demanding_wow v36 1715 games, 4350592 moves, e=0.010, loss: 37.0, -, 26.4% elo% vs. btr, avg. reward: 1.321, 8.966 sec/game, 59.1 min. total, 569.7 MB
demanding_wow v36 1716 games, 4354196 moves, e=0.010, loss: 44.2, -, 25.4% elo% vs. btr, avg. reward: 1.320, 8.976 sec/game, 59.2 min. total, 568.2 MB
demanding_wow v36 1717 games, 4358154 moves, e=0.010, loss: 41.7, -, 24.5% elo% vs. btr, avg. reward: 1.322, 9.012 sec/game, 59.4 min. total, 572.9 MB
demanding_wow v36 1718 games, 4361862 moves, e=0.010, loss: 37.9, -, 23.7% elo% vs. btr, avg. reward: 1.325, 9.008 sec/game, 59.5 min. total, 576.0 MB
demanding_wow v36 1719 games, 4365830 moves, e=0.010, loss: 31.1, -, 22.9% elo% vs. btr, avg. reward: 1.325, 9.034 sec/game, 59.7 min. total, 577.3 MB
demanding_wow v36 1720 games, 4369734 moves, e=0.010, loss: 31.2, -, 22.2% elo% vs. btr, avg. reward: 1.335, 9.044 sec/game, 59.8 min. total, 577.0 MB
demanding_wow v36 1721 games, 4373686 moves, e=0.010, loss: 30.1, -, 21.5% elo% vs. btr, avg. reward: 1.332, 9.063 sec/game, 60.0 min. total, 580.7 MB
demanding_wow v36 1722 games, 4378075 moves, e=0.010, loss: 29.4, -, 20.8% elo% vs. btr, avg. reward: 1.330, 9.112 sec/game, 60.1 min. total, 578.6 MB
demanding_wow v36 1723 games, 4382142 moves, e=0.010, loss: 26.8, -, 20.2% elo% vs. btr, avg. reward: 1.329, 9.089 sec/game, 60.3 min. total, 579.3 MB
demanding_wow v36 1724 games, 4385882 moves, e=0.010, loss: 29.0, -, 19.6% elo% vs. btr, avg. reward: 1.333, 9.064 sec/game, 60.4 min. total, 578.8 MB
demanding_wow v36 1725 games, 4389939 moves, e=0.010, loss: 24.6, -, 19.1% elo% vs. btr, avg. reward: 1.333, 9.085 sec/game, 60.6 min. total, 579.0 MB
demanding_wow v36 1726 games, 4393572 moves, e=0.010, loss: 25.5, -, 18.5% elo% vs. btr, avg. reward: 1.325, 9.021 sec/game, 60.7 min. total, 578.5 MB
demanding_wow v36 1727 games, 4397662 moves, e=0.010, loss: 23.3, -, 18.0% elo% vs. btr, avg. reward: 1.322, 9.063 sec/game, 60.9 min. total, 580.7 MB
demanding_wow v36 1728 games, 4401448 moves, e=0.010, loss: 23.7, -, 17.5% elo% vs. btr, avg. reward: 1.324, 9.052 sec/game, 61.0 min. total, 579.4 MB
demanding_wow v36 1729 games, 4405180 moves, e=0.010, loss: 27.4, -, 17.1% elo% vs. btr, avg. reward: 1.330, 9.006 sec/game, 61.2 min. total, 579.4 MB
demanding_wow v36 1730 games, 4408837 moves, e=0.010, loss: 32.3, -, 16.6% elo% vs. btr, avg. reward: 1.330, 9.113 sec/game, 61.4 min. total, 578.6 MB
demanding_wow v36 1731 games, 4412593 moves, e=0.010, loss: 28.8, -, 16.2% elo% vs. btr, avg. reward: 1.331, 9.152 sec/game, 61.5 min. total, 580.5 MB
demanding_wow v36 1732 games, 4416428 moves, e=0.010, loss: 23.5, -, 15.8% elo% vs. btr, avg. reward: 1.333, 9.118 sec/game, 61.7 min. total, 581.3 MB
demanding_wow v36 1733 games, 4420240 moves, e=0.010, loss: 25.0, -, 15.4% elo% vs. btr, avg. reward: 1.335, 9.108 sec/game, 61.8 min. total, 581.4 MB
demanding_wow v36 1734 games, 4424014 moves, e=0.010, loss: 26.5, -, 15.1% elo% vs. btr, avg. reward: 1.327, 9.096 sec/game, 62.0 min. total, 583.9 MB
demanding_wow v36 1735 games, 4427751 moves, e=0.010, loss: 22.0, -, 14.7% elo% vs. btr, avg. reward: 1.321, 9.100 sec/game, 62.1 min. total, 584.1 MB
demanding_wow v36 1736 games, 4431353 moves, e=0.010, loss: 18.5, -, 14.4% elo% vs. btr, avg. reward: 1.321, 9.108 sec/game, 62.2 min. total, 586.9 MB
demanding_wow v36 1737 games, 4435274 moves, e=0.010, loss: 19.1, -, 14.0% elo% vs. btr, avg. reward: 1.320, 9.115 sec/game, 62.4 min. total, 586.1 MB
demanding_wow v36 1738 games, 4439276 moves, e=0.010, loss: 19.1, -, 13.7% elo% vs. btr, avg. reward: 1.322, 9.155 sec/game, 62.6 min. total, 586.3 MB
demanding_wow v36 1739 games, 4443194 moves, e=0.010, loss: 18.4, -, 13.4% elo% vs. btr, avg. reward: 1.325, 9.163 sec/game, 62.7 min. total, 586.9 MB
demanding_wow v36 1740 games, 4446806 moves, e=0.010, loss: 22.2, -, 13.1% elo% vs. btr, avg. reward: 1.324, 9.146 sec/game, 62.9 min. total, 588.2 MB
demanding_wow v36 1741 games, 4450676 moves, e=0.010, loss: 24.3, -, 12.9% elo% vs. btr, avg. reward: 1.323, 9.136 sec/game, 63.0 min. total, 585.7 MB
demanding_wow v36 1742 games, 4454193 moves, e=0.010, loss: 24.0, -, 12.6% elo% vs. btr, avg. reward: 1.323, 9.043 sec/game, 63.1 min. total, 584.8 MB
demanding_wow v36 1743 games, 4457904 moves, e=0.010, loss: 21.6, -, 12.4% elo% vs. btr, avg. reward: 1.331, 9.009 sec/game, 63.3 min. total, 586.2 MB
demanding_wow v36 1744 games, 4462116 moves, e=0.010, loss: 19.6, -, 12.1% elo% vs. btr, avg. reward: 1.329, 9.059 sec/game, 63.5 min. total, 590.5 MB
demanding_wow v36 1745 games, 4466190 moves, e=0.010, loss: 18.5, -, 11.9% elo% vs. btr, avg. reward: 1.329, 9.058 sec/game, 63.6 min. total, 591.6 MB
demanding_wow v36 1746 games, 4470471 moves, e=0.010, loss: 18.8, -, 11.7% elo% vs. btr, avg. reward: 1.326, 9.135 sec/game, 63.8 min. total, 591.8 MB
demanding_wow v36 1747 games, 4474239 moves, e=0.010, loss: 19.8, -, 11.4% elo% vs. btr, avg. reward: 1.326, 9.102 sec/game, 63.9 min. total, 592.3 MB
demanding_wow v36 1748 games, 4478185 moves, e=0.010, loss: 22.1, -, 11.2% elo% vs. btr, avg. reward: 1.330, 9.127 sec/game, 64.1 min. total, 591.2 MB
demanding_wow v36 1749 games, 4482228 moves, e=0.010, loss: 23.1, -, 11.0% elo% vs. btr, avg. reward: 1.331, 9.184 sec/game, 64.2 min. total, 590.9 MB
demanding_wow v36 1750 games, 4486061 moves, e=0.010, loss: 26.2, -, 10.8% elo% vs. btr, avg. reward: 1.332, 9.115 sec/game, 64.4 min. total, 592.2 MB
demanding_wow v36 1751 games, 4489871 moves, e=0.010, loss: 26.3, -, 10.6% elo% vs. btr, avg. reward: 1.334, 9.095 sec/game, 64.5 min. total, 593.0 MB
demanding_wow v36 1752 games, 4493638 moves, e=0.010, loss: 27.4, -, 10.4% elo% vs. btr, avg. reward: 1.323, 9.091 sec/game, 64.7 min. total, 594.4 MB
demanding_wow v36 1753 games, 4497600 moves, e=0.010, loss: 23.0, -, 10.3% elo% vs. btr, avg. reward: 1.323, 9.097 sec/game, 64.8 min. total, 597.6 MB
demanding_wow v36 1754 games, 4501131 moves, e=0.010, loss: 22.3, -, 10.1% elo% vs. btr, avg. reward: 1.322, 9.098 sec/game, 65.0 min. total, 593.7 MB
demanding_wow v36 1755 games, 4504782 moves, e=0.010, loss: 21.3, -, 9.9% elo% vs. btr, avg. reward: 1.324, 9.087 sec/game, 65.1 min. total, 593.3 MB
demanding_wow v36 1756 games, 4508277 moves, e=0.010, loss: 24.7, -, 9.8% elo% vs. btr, avg. reward: 1.328, 9.079 sec/game, 65.3 min. total, 593.9 MB
demanding_wow v36 1757 games, 4512149 moves, e=0.010, loss: 22.7, -, 9.6% elo% vs. btr, avg. reward: 1.326, 9.080 sec/game, 65.4 min. total, 596.5 MB
demanding_wow v36 1758 games, 4516107 moves, e=0.010, loss: 22.7, -, 9.5% elo% vs. btr, avg. reward: 1.331, 9.083 sec/game, 65.6 min. total, 597.5 MB
demanding_wow v36 1759 games, 4519950 moves, e=0.010, loss: 25.0, -, 9.3% elo% vs. btr, avg. reward: 1.337, 9.067 sec/game, 65.7 min. total, 598.6 MB
demanding_wow v36 1760 games, 4523592 moves, e=0.010, loss: 27.2, -, 9.2% elo% vs. btr, avg. reward: 1.336, 9.057 sec/game, 65.9 min. total, 598.9 MB
demanding_wow v36 1761 games, 4527468 moves, e=0.010, loss: 29.2, -, 9.0% elo% vs. btr, avg. reward: 1.326, 9.064 sec/game, 66.0 min. total, 599.3 MB
demanding_wow v36 1762 games, 4531303 moves, e=0.010, loss: 23.1, -, 8.9% elo% vs. btr, avg. reward: 1.325, 9.104 sec/game, 66.2 min. total, 600.3 MB
demanding_wow v36 1763 games, 4535108 moves, e=0.010, loss: 23.4, -, 8.8% elo% vs. btr, avg. reward: 1.332, 9.109 sec/game, 66.3 min. total, 598.8 MB
demanding_wow v36 1764 games, 4538558 moves, e=0.010, loss: 27.8, -, 8.6% elo% vs. btr, avg. reward: 1.331, 9.064 sec/game, 66.5 min. total, 600.1 MB
demanding_wow v36 1765 games, 4542047 moves, e=0.010, loss: 33.8, -, 8.5% elo% vs. btr, avg. reward: 1.329, 9.033 sec/game, 66.6 min. total, 579.6 MB
demanding_wow v36 1766 games, 4545475 moves, e=0.010, loss: 36.5, -, 8.4% elo% vs. btr, avg. reward: 1.330, 9.022 sec/game, 66.8 min. total, 580.2 MB
demanding_wow v36 1767 games, 4548976 moves, e=0.010, loss: 33.1, -, 8.3% elo% vs. btr, avg. reward: 1.333, 9.079 sec/game, 67.0 min. total, 580.1 MB
demanding_wow v36 1768 games, 4552494 moves, e=0.010, loss: 32.1, -, 8.1% elo% vs. btr, avg. reward: 1.331, 9.040 sec/game, 67.1 min. total, 580.7 MB
demanding_wow v36 1769 games, 4556082 moves, e=0.010, loss: 32.9, -, 8.0% elo% vs. btr, avg. reward: 1.348, 8.984 sec/game, 67.2 min. total, 580.5 MB
demanding_wow v36 1770 games, 4559724 moves, e=0.010, loss: 32.4, -, 7.9% elo% vs. btr, avg. reward: 1.349, 8.966 sec/game, 67.4 min. total, 581.8 MB
demanding_wow v36 1771 games, 4563714 moves, e=0.010, loss: 31.5, -, 7.8% elo% vs. btr, avg. reward: 1.345, 8.993 sec/game, 67.5 min. total, 585.4 MB
demanding_wow v36 1772 games, 4567294 moves, e=0.010, loss: 31.2, -, 7.7% elo% vs. btr, avg. reward: 1.344, 8.964 sec/game, 67.7 min. total, 586.0 MB
demanding_wow v36 1773 games, 4570911 moves, e=0.010, loss: 30.5, -, 7.6% elo% vs. btr, avg. reward: 1.355, 8.942 sec/game, 67.8 min. total, 585.1 MB
demanding_wow v36 1774 games, 4575055 moves, e=0.010, loss: 30.1, -, 7.5% elo% vs. btr, avg. reward: 1.358, 8.993 sec/game, 68.0 min. total, 586.3 MB
demanding_wow v36 1775 games, 4578578 moves, e=0.010, loss: 31.5, -, 7.4% elo% vs. btr, avg. reward: 1.350, 8.999 sec/game, 68.1 min. total, 587.2 MB
demanding_wow v36 1776 games, 4582590 moves, e=0.010, loss: 30.4, -, 7.3% elo% vs. btr, avg. reward: 1.350, 9.085 sec/game, 68.3 min. total, 590.1 MB
demanding_wow v36 1777 games, 4586627 moves, e=0.010, loss: 28.8, -, 7.2% elo% vs. btr, avg. reward: 1.351, 9.125 sec/game, 68.5 min. total, 590.4 MB
demanding_wow v36 1778 games, 4590394 moves, e=0.010, loss: 27.1, -, 7.2% elo% vs. btr, avg. reward: 1.355, 9.086 sec/game, 68.6 min. total, 591.4 MB
demanding_wow v36 1779 games, 4594428 moves, e=0.010, loss: 25.7, -, 7.1% elo% vs. btr, avg. reward: 1.354, 9.104 sec/game, 68.8 min. total, 591.4 MB
demanding_wow v36 1780 games, 4598148 moves, e=0.010, loss: 25.5, -, 7.0% elo% vs. btr, avg. reward: 1.353, 9.135 sec/game, 68.9 min. total, 591.7 MB
demanding_wow v36 1781 games, 4601819 moves, e=0.010, loss: 25.8, -, 6.9% elo% vs. btr, avg. reward: 1.356, 9.099 sec/game, 69.1 min. total, 592.0 MB
demanding_wow v36 1782 games, 4605774 moves, e=0.010, loss: 24.2, -, 6.8% elo% vs. btr, avg. reward: 1.358, 9.116 sec/game, 69.2 min. total, 591.7 MB
demanding_wow v36 1783 games, 4609242 moves, e=0.010, loss: 26.5, -, 6.7% elo% vs. btr, avg. reward: 1.358, 9.076 sec/game, 69.4 min. total, 590.4 MB
demanding_wow v36 1784 games, 4613015 moves, e=0.010, loss: 25.7, -, 6.7% elo% vs. btr, avg. reward: 1.356, 9.086 sec/game, 69.5 min. total, 590.9 MB
demanding_wow v36 1785 games, 4616932 moves, e=0.010, loss: 20.3, -, 6.6% elo% vs. btr, avg. reward: 1.361, 9.098 sec/game, 69.7 min. total, 592.1 MB
demanding_wow v36 1786 games, 4620614 moves, e=0.010, loss: 23.9, -, 6.5% elo% vs. btr, avg. reward: 1.375, 9.049 sec/game, 69.8 min. total, 592.1 MB
